"","subj_idx","stim","rt","response","participant"
"1",0,"0V0A",2.3108,"1",61716
"2",0,"0V0A",6.3757,"1",61716
"3",0,"0V0A",2.8626,"0",61716
"4",0,"0V0A",2.6781,"0",61716
"5",0,"0V0A",1.257,"0",61716
"6",0,"0V0A",1.8762,"0",61716
"7",0,"0V0A",1.1894,"0",61716
"8",0,"0V0A",3.3468,"1",61716
"9",0,"0V0A",4.1201,"0",61716
"10",0,"0V0A",3.3398,"0",61716
"11",0,"0V0A",1.487,"1",61716
"12",0,"0V0A",5.7259,"0",61716
"13",0,"0V0A",2.6904,"1",61716
"14",0,"0V0A",1.8918,"1",61716
"15",0,"0V0A",3.9901,"0",61716
"16",0,"0V0A",3.3093,"1",61716
"17",0,"0V0A",7.33813057115278,"0",61716
"18",0,"0V0A",6.2758,"1",61716
"19",0,"0V0A",1.4517,"1",61716
"20",0,"0V0A",7.33813057115278,"0",61716
"21",0,"0V0A",2.6083,"0",61716
"22",0,"0V0A",2.8447,"1",61716
"23",0,"0V0A",1.9599,"1",61716
"24",0,"0V0A",2.7241,"1",61716
"25",0,"0V0A",1.8887,"0",61716
"26",0,"0V0A",1.7055,"1",61716
"27",0,"0V0A",1.476,"0",61716
"28",0,"0V0A",4.0941,"1",61716
"3641",0,"0V1A",2.7725,"1",61716
"3642",0,"0V1A",2.6915,"1",61716
"3643",0,"0V1A",1.5299,"1",61716
"3644",0,"0V1A",1.5568,"1",61716
"3645",0,"0V1A",7.33813057115278,"0",61716
"3646",0,"0V1A",1.6124,"0",61716
"3647",0,"0V1A",2.3081,"1",61716
"3648",0,"0V1A",3.8231,"0",61716
"3649",0,"0V1A",4.5934,"1",61716
"3650",0,"0V1A",3.9752,"1",61716
"3651",0,"0V1A",1.9477,"1",61716
"3652",0,"0V1A",1.4103,"0",61716
"3653",0,"0V1A",3.042,"0",61716
"3654",0,"0V1A",2.1076,"0",61716
"3655",0,"0V1A",1.6535,"0",61716
"3656",0,"0V1A",1.2617,"1",61716
"3657",0,"0V1A",2.2955,"1",61716
"3658",0,"0V1A",1.7095,"0",61716
"3659",0,"0V1A",1.6276,"1",61716
"3660",0,"0V1A",2.2463,"0",61716
"3661",0,"0V1A",3.0057,"1",61716
"3662",0,"0V1A",2.7079,"1",61716
"3663",0,"0V1A",2.3089,"0",61716
"3664",0,"0V1A",2.2218,"0",61716
"3665",0,"0V1A",2.6551,"1",61716
"3666",0,"0V1A",2.3596,"1",61716
"3667",0,"0V1A",6.5076,"0",61716
"3668",0,"0V1A",2.582,"1",61716
"7281",0,"1V0A",5.9656,"0",61716
"7282",0,"1V0A",2.2457,"0",61716
"7283",0,"1V0A",5.2416,"0",61716
"7284",0,"1V0A",4.11,"1",61716
"7285",0,"1V0A",1.5719,"0",61716
"7286",0,"1V0A",2.6944,"0",61716
"7287",0,"1V0A",1.5161,"0",61716
"7288",0,"1V0A",3.5892,"1",61716
"7289",0,"1V0A",2.4093,"0",61716
"7290",0,"1V0A",4.8886,"0",61716
"7291",0,"1V0A",2.2721,"0",61716
"7292",0,"1V0A",4.2646,"1",61716
"7293",0,"1V0A",3.39,"1",61716
"7294",0,"1V0A",1.3588,"0",61716
"7295",0,"1V0A",3.6635,"1",61716
"7296",0,"1V0A",2.2097,"0",61716
"7297",0,"1V0A",2.7743,"1",61716
"7298",0,"1V0A",2.3921,"0",61716
"7299",0,"1V0A",3.4113,"0",61716
"7300",0,"1V0A",2.0297,"0",61716
"7301",0,"1V0A",2.7232,"1",61716
"7302",0,"1V0A",1.8944,"1",61716
"7303",0,"1V0A",3.7656,"0",61716
"7304",0,"1V0A",1.4777,"0",61716
"7305",0,"1V0A",2.0892,"0",61716
"7306",0,"1V0A",3.5962,"0",61716
"7307",0,"1V0A",3.2967,"1",61716
"7308",0,"1V0A",1.5271,"0",61716
"10921",0,"1V1A",3.7661,"1",61716
"10922",0,"1V1A",1.9403,"1",61716
"10923",0,"1V1A",1.5709,"1",61716
"10924",0,"1V1A",2.3484,"0",61716
"10925",0,"1V1A",2.8286,"0",61716
"10926",0,"1V1A",4.6264,"1",61716
"10927",0,"1V1A",1.4796,"0",61716
"10928",0,"1V1A",2.6928,"0",61716
"10929",0,"1V1A",4.4043,"1",61716
"10930",0,"1V1A",2.5318,"0",61716
"10931",0,"1V1A",1.4898,"1",61716
"10932",0,"1V1A",2.7281,"1",61716
"10933",0,"1V1A",2.5114,"0",61716
"10934",0,"1V1A",2.0577,"0",61716
"10935",0,"1V1A",1.4913,"0",61716
"10936",0,"1V1A",4.8252,"0",61716
"10937",0,"1V1A",2.9395,"1",61716
"10938",0,"1V1A",3.2987,"0",61716
"10939",0,"1V1A",5.1839,"0",61716
"10940",0,"1V1A",1.196,"0",61716
"10941",0,"1V1A",2.1912,"1",61716
"10942",0,"1V1A",2.0266,"1",61716
"10943",0,"1V1A",2.1105,"1",61716
"10944",0,"1V1A",2.4596,"1",61716
"10945",0,"1V1A",1.7963,"1",61716
"10946",0,"1V1A",5.6749,"0",61716
"10947",0,"1V1A",2.7256,"1",61716
"10948",0,"1V1A",3.0889,"1",61716
"14561",0,"1Vne1A",1.9463,"0",61716
"14562",0,"1Vne1A",3.6403,"0",61716
"14563",0,"1Vne1A",2.3202,"0",61716
"14564",0,"1Vne1A",1.8797,"0",61716
"14565",0,"1Vne1A",2.8644,"0",61716
"14566",0,"1Vne1A",6.3634,"1",61716
"14567",0,"1Vne1A",2.126,"0",61716
"14568",0,"1Vne1A",1.6922,"0",61716
"14569",0,"1Vne1A",2.0933,"0",61716
"14570",0,"1Vne1A",7.33813057115278,"1",61716
"14571",0,"1Vne1A",2.0584,"0",61716
"14572",0,"1Vne1A",1.9205,"0",61716
"14573",0,"1Vne1A",2.2774,"1",61716
"14574",0,"1Vne1A",2.9085,"1",61716
"14575",0,"1Vne1A",3.6915,"0",61716
"14576",0,"1Vne1A",1.7603,"0",61716
"14577",0,"1Vne1A",4.8449,"1",61716
"14578",0,"1Vne1A",1.9582,"1",61716
"14579",0,"1Vne1A",2.5502,"0",61716
"14580",0,"1Vne1A",1.6758,"0",61716
"14581",0,"1Vne1A",1.7781,"0",61716
"14582",0,"1Vne1A",7.33813057115278,"0",61716
"14583",0,"1Vne1A",1.7237,"0",61716
"14584",0,"1Vne1A",1.2035,"0",61716
"14585",0,"1Vne1A",2.124,"0",61716
"14586",0,"1Vne1A",1.2725,"0",61716
"14587",0,"1Vne1A",1.6062,"0",61716
"14588",0,"1Vne1A",3.0122,"0",61716
"29",1,"0V0A",10.44,"0",61871
"30",1,"0V0A",9.3813,"1",61871
"31",1,"0V0A",5.0393,"0",61871
"32",1,"0V0A",12.869,"0",61871
"33",1,"0V0A",3.0114,"1",61871
"34",1,"0V0A",2.6796,"1",61871
"35",1,"0V0A",2.4664,"1",61871
"36",1,"0V0A",3.8288,"1",61871
"37",1,"0V0A",3.9658,"1",61871
"38",1,"0V0A",4.4332,"1",61871
"39",1,"0V0A",4.7983,"0",61871
"40",1,"0V0A",7.361,"1",61871
"41",1,"0V0A",14.267,"1",61871
"42",1,"0V0A",9.1292,"1",61871
"43",1,"0V0A",1.4975,"1",61871
"44",1,"0V0A",2.1806,"0",61871
"45",1,"0V0A",3.0918,"1",61871
"46",1,"0V0A",1.7316,"1",61871
"47",1,"0V0A",3.7513,"1",61871
"48",1,"0V0A",1.9422,"0",61871
"49",1,"0V0A",2.5752,"1",61871
"50",1,"0V0A",5.2285,"1",61871
"51",1,"0V0A",1.4974,"1",61871
"52",1,"0V0A",2.8397,"0",61871
"53",1,"0V0A",1.5841,"1",61871
"54",1,"0V0A",1.9954,"1",61871
"55",1,"0V0A",4.0534,"1",61871
"56",1,"0V0A",5.5296,"1",61871
"3669",1,"0V1A",14.387,"1",61871
"3670",1,"0V1A",10.013,"1",61871
"3671",1,"0V1A",8.6672,"0",61871
"3672",1,"0V1A",11.934,"0",61871
"3673",1,"0V1A",5.2863,"1",61871
"3674",1,"0V1A",12.491,"1",61871
"3675",1,"0V1A",8.0279,"0",61871
"3676",1,"0V1A",3.2671,"1",61871
"3677",1,"0V1A",4.7552,"1",61871
"3678",1,"0V1A",2.1806,"1",61871
"3679",1,"0V1A",9.6855,"1",61871
"3680",1,"0V1A",1.8123,"1",61871
"3681",1,"0V1A",5.2482,"0",61871
"3682",1,"0V1A",6.6454,"0",61871
"3683",1,"0V1A",3.6828,"0",61871
"3684",1,"0V1A",3.4441,"0",61871
"3685",1,"0V1A",2.2639,"1",61871
"3686",1,"0V1A",5.2996,"0",61871
"3687",1,"0V1A",3.366,"0",61871
"3688",1,"0V1A",2.4123,"0",61871
"3689",1,"0V1A",3.5134,"1",61871
"3690",1,"0V1A",11.24,"0",61871
"3691",1,"0V1A",2.6947,"0",61871
"3692",1,"0V1A",7.2583,"1",61871
"3693",1,"0V1A",5.2774,"1",61871
"3694",1,"0V1A",4.9669,"0",61871
"3695",1,"0V1A",2.5505,"1",61871
"3696",1,"0V1A",2.7528,"1",61871
"7309",1,"1V0A",6.2274,"0",61871
"7310",1,"1V0A",15.15,"1",61871
"7311",1,"1V0A",5.8948,"0",61871
"7312",1,"1V0A",15.7877287097139,"0",61871
"7313",1,"1V0A",11.481,"0",61871
"7314",1,"1V0A",7.6038,"0",61871
"7315",1,"1V0A",8.1674,"0",61871
"7316",1,"1V0A",7.9414,"1",61871
"7317",1,"1V0A",2.5978,"1",61871
"7318",1,"1V0A",2.236,"1",61871
"7319",1,"1V0A",3.2416,"1",61871
"7320",1,"1V0A",4.0478,"1",61871
"7321",1,"1V0A",5.7441,"1",61871
"7322",1,"1V0A",2.5938,"1",61871
"7323",1,"1V0A",2.0028,"1",61871
"7324",1,"1V0A",1.0063,"1",61871
"7325",1,"1V0A",3.4712,"0",61871
"7326",1,"1V0A",3.8598,"0",61871
"7327",1,"1V0A",3.7669,"0",61871
"7328",1,"1V0A",6.0039,"0",61871
"7329",1,"1V0A",2.6069,"1",61871
"7330",1,"1V0A",4.3684,"1",61871
"7331",1,"1V0A",14.178,"1",61871
"7332",1,"1V0A",2.1034,"1",61871
"7333",1,"1V0A",9.0911,"0",61871
"7334",1,"1V0A",7.4119,"1",61871
"7335",1,"1V0A",2.1609,"1",61871
"7336",1,"1V0A",3.2959,"1",61871
"10949",1,"1V1A",8.9633,"0",61871
"10950",1,"1V1A",5.5155,"1",61871
"10951",1,"1V1A",6.8991,"0",61871
"10952",1,"1V1A",9.9578,"1",61871
"10953",1,"1V1A",5.8744,"0",61871
"10954",1,"1V1A",8.3608,"0",61871
"10955",1,"1V1A",7.6125,"1",61871
"10956",1,"1V1A",5.477,"1",61871
"10957",1,"1V1A",4.5543,"1",61871
"10958",1,"1V1A",3.0772,"1",61871
"10959",1,"1V1A",4.2972,"1",61871
"10960",1,"1V1A",1.4123,"1",61871
"10961",1,"1V1A",4.3996,"1",61871
"10962",1,"1V1A",5.0279,"0",61871
"10963",1,"1V1A",1.7638,"1",61871
"10964",1,"1V1A",4.9366,"1",61871
"10965",1,"1V1A",3.7044,"0",61871
"10966",1,"1V1A",2.9541,"0",61871
"10967",1,"1V1A",1.9231,"0",61871
"10968",1,"1V1A",1.676,"0",61871
"10969",1,"1V1A",3.6611,"1",61871
"10970",1,"1V1A",1.2325,"1",61871
"10971",1,"1V1A",3.1847,"1",61871
"10972",1,"1V1A",1.8283,"1",61871
"10973",1,"1V1A",4.1753,"1",61871
"10974",1,"1V1A",7.7636,"0",61871
"10975",1,"1V1A",5.4328,"0",61871
"10976",1,"1V1A",1.6291,"1",61871
"14589",1,"1Vne1A",15.7877287097139,"0",61871
"14590",1,"1Vne1A",6.9472,"1",61871
"14591",1,"1Vne1A",7.9502,"0",61871
"14592",1,"1Vne1A",7.1338,"0",61871
"14593",1,"1Vne1A",7.2997,"0",61871
"14594",1,"1Vne1A",12.721,"1",61871
"14595",1,"1Vne1A",4.1501,"1",61871
"14596",1,"1Vne1A",13.413,"0",61871
"14597",1,"1Vne1A",6.1588,"1",61871
"14598",1,"1Vne1A",7.5319,"1",61871
"14599",1,"1Vne1A",2.5569,"1",61871
"14600",1,"1Vne1A",2.0808,"1",61871
"14601",1,"1Vne1A",7.6691,"1",61871
"14602",1,"1Vne1A",3.3809,"0",61871
"14603",1,"1Vne1A",1.489,"1",61871
"14604",1,"1Vne1A",1.9284,"0",61871
"14605",1,"1Vne1A",2.0836,"0",61871
"14606",1,"1Vne1A",3.0786,"0",61871
"14607",1,"1Vne1A",2.6673,"0",61871
"14608",1,"1Vne1A",2.0759,"0",61871
"14609",1,"1Vne1A",3.7017,"1",61871
"14610",1,"1Vne1A",4.1398,"1",61871
"14611",1,"1Vne1A",1.5206,"1",61871
"14612",1,"1Vne1A",3.8116,"1",61871
"14613",1,"1Vne1A",3.2333,"1",61871
"14614",1,"1Vne1A",5.5108,"1",61871
"14615",1,"1Vne1A",5.379,"0",61871
"14616",1,"1Vne1A",1.816,"1",61871
"57",2,"0V0A",4.0585,"0",62477
"58",2,"0V0A",6.2799,"0",62477
"59",2,"0V0A",3.3176,"0",62477
"60",2,"0V0A",3.5712,"0",62477
"61",2,"0V0A",9.56621470506223,"1",62477
"62",2,"0V0A",2.6325,"0",62477
"63",2,"0V0A",3.3876,"0",62477
"64",2,"0V0A",6.772,"0",62477
"65",2,"0V0A",5.8498,"0",62477
"66",2,"0V0A",3.5145,"0",62477
"67",2,"0V0A",2.4362,"0",62477
"68",2,"0V0A",3.5342,"0",62477
"69",2,"0V0A",9.56621470506223,"1",62477
"70",2,"0V0A",1.4,"1",62477
"71",2,"0V0A",1.8136,"1",62477
"72",2,"0V0A",5.4353,"1",62477
"73",2,"0V0A",4.3324,"0",62477
"74",2,"0V0A",2.4823,"1",62477
"75",2,"0V0A",5.1847,"0",62477
"76",2,"0V0A",1.9299,"0",62477
"77",2,"0V0A",1.7832,"1",62477
"78",2,"0V0A",3.2461,"1",62477
"79",2,"0V0A",3.7789,"0",62477
"80",2,"0V0A",2.3999,"0",62477
"81",2,"0V0A",3.1347,"1",62477
"82",2,"0V0A",1.7307,"1",62477
"83",2,"0V0A",2.7022,"1",62477
"84",2,"0V0A",1.2485,"1",62477
"3697",2,"0V1A",4.815,"1",62477
"3698",2,"0V1A",2.0279,"1",62477
"3699",2,"0V1A",8.5842,"0",62477
"3700",2,"0V1A",2.035,"1",62477
"3701",2,"0V1A",2.1679,"0",62477
"3702",2,"0V1A",3.8513,"0",62477
"3703",2,"0V1A",4.9776,"0",62477
"3704",2,"0V1A",1.8408,"0",62477
"3705",2,"0V1A",3.1164,"0",62477
"3706",2,"0V1A",5.9148,"1",62477
"3707",2,"0V1A",2.3308,"1",62477
"3708",2,"0V1A",4.0479,"1",62477
"3709",2,"0V1A",3.6985,"1",62477
"3710",2,"0V1A",2.6679,"1",62477
"3711",2,"0V1A",3.7337,"1",62477
"3712",2,"0V1A",5.1017,"0",62477
"3713",2,"0V1A",1.68,"0",62477
"3714",2,"0V1A",1.7002,"0",62477
"3715",2,"0V1A",3.3455,"0",62477
"3716",2,"0V1A",1.8953,"0",62477
"3717",2,"0V1A",2.8202,"0",62477
"3718",2,"0V1A",6.7339,"1",62477
"3719",2,"0V1A",4.1166,"0",62477
"3720",2,"0V1A",1.1601,"0",62477
"3721",2,"0V1A",4.0688,"0",62477
"3722",2,"0V1A",4.7157,"1",62477
"3723",2,"0V1A",4.2686,"0",62477
"3724",2,"0V1A",5.3483,"1",62477
"7337",2,"1V0A",1.6829,"0",62477
"7338",2,"1V0A",1.4772,"0",62477
"7339",2,"1V0A",6.8141,"0",62477
"7340",2,"1V0A",1.9675,"0",62477
"7341",2,"1V0A",8.7708,"0",62477
"7342",2,"1V0A",3.3249,"0",62477
"7343",2,"1V0A",7.477,"1",62477
"7344",2,"1V0A",2.6658,"0",62477
"7345",2,"1V0A",6.0385,"0",62477
"7346",2,"1V0A",3.0429,"0",62477
"7347",2,"1V0A",3.813,"0",62477
"7348",2,"1V0A",1.5814,"0",62477
"7349",2,"1V0A",1.8518,"0",62477
"7350",2,"1V0A",2.377,"0",62477
"7351",2,"1V0A",2.2974,"0",62477
"7352",2,"1V0A",2.577,"0",62477
"7353",2,"1V0A",4.5623,"0",62477
"7354",2,"1V0A",0.9666,"0",62477
"7355",2,"1V0A",4.716,"0",62477
"7356",2,"1V0A",2.8153,"0",62477
"7357",2,"1V0A",2.0464,"1",62477
"7358",2,"1V0A",0.9646,"0",62477
"7359",2,"1V0A",1.4414,"0",62477
"7360",2,"1V0A",1.326,"0",62477
"7361",2,"1V0A",3.064,"0",62477
"7362",2,"1V0A",3.9456,"0",62477
"7363",2,"1V0A",1.7008,"0",62477
"7364",2,"1V0A",1.6165,"0",62477
"10977",2,"1V1A",6.7469,"0",62477
"10978",2,"1V1A",4.4809,"1",62477
"10979",2,"1V1A",1.6365,"0",62477
"10980",2,"1V1A",2.5843,"1",62477
"10981",2,"1V1A",2.9003,"0",62477
"10982",2,"1V1A",4.4671,"0",62477
"10983",2,"1V1A",5.2474,"0",62477
"10984",2,"1V1A",8.7073,"0",62477
"10985",2,"1V1A",5.264,"0",62477
"10986",2,"1V1A",3.3695,"0",62477
"10987",2,"1V1A",5.3517,"0",62477
"10988",2,"1V1A",1.7168,"0",62477
"10989",2,"1V1A",9.56621470506223,"1",62477
"10990",2,"1V1A",1.5771,"1",62477
"10991",2,"1V1A",3.5012,"0",62477
"10992",2,"1V1A",8.5733,"1",62477
"10993",2,"1V1A",7.544,"0",62477
"10994",2,"1V1A",1.2149,"0",62477
"10995",2,"1V1A",1.9337,"0",62477
"10996",2,"1V1A",1.5671,"1",62477
"10997",2,"1V1A",5.649,"0",62477
"10998",2,"1V1A",2.0099,"0",62477
"10999",2,"1V1A",3.4308,"0",62477
"11000",2,"1V1A",0.85,"0",62477
"11001",2,"1V1A",1.4351,"0",62477
"11002",2,"1V1A",1.3269,"0",62477
"11003",2,"1V1A",1.3139,"0",62477
"11004",2,"1V1A",3.0771,"0",62477
"14617",2,"1Vne1A",3.971,"0",62477
"14618",2,"1Vne1A",4.1602,"0",62477
"14619",2,"1Vne1A",4.4508,"0",62477
"14620",2,"1Vne1A",2.5816,"0",62477
"14621",2,"1Vne1A",3.1686,"0",62477
"14622",2,"1Vne1A",7.0126,"0",62477
"14623",2,"1Vne1A",6.5126,"0",62477
"14624",2,"1Vne1A",3.3249,"1",62477
"14625",2,"1Vne1A",5.6339,"1",62477
"14626",2,"1Vne1A",2.5597,"0",62477
"14627",2,"1Vne1A",1.8021,"0",62477
"14628",2,"1Vne1A",2.3028,"0",62477
"14629",2,"1Vne1A",3.3164,"0",62477
"14630",2,"1Vne1A",3.8015,"0",62477
"14631",2,"1Vne1A",3.2452,"0",62477
"14632",2,"1Vne1A",2.5152,"0",62477
"14633",2,"1Vne1A",1.9816,"0",62477
"14634",2,"1Vne1A",1.7304,"1",62477
"14635",2,"1Vne1A",2.0664,"1",62477
"14636",2,"1Vne1A",2.9509,"0",62477
"14637",2,"1Vne1A",1.8495,"0",62477
"14638",2,"1Vne1A",1.2645,"0",62477
"14639",2,"1Vne1A",1.5419,"0",62477
"14640",2,"1Vne1A",1.6083,"0",62477
"14641",2,"1Vne1A",2.2837,"0",62477
"14642",2,"1Vne1A",3.3744,"0",62477
"14643",2,"1Vne1A",3.0511,"0",62477
"14644",2,"1Vne1A",2.4816,"0",62477
"85",3,"0V0A",2.4377,"0",63876
"86",3,"0V0A",1.9674,"0",63876
"87",3,"0V0A",1.5501,"0",63876
"88",3,"0V0A",1.518,"1",63876
"89",3,"0V0A",1.4852,"1",63876
"90",3,"0V0A",0.7637,"1",63876
"91",3,"0V0A",1.303,"0",63876
"92",3,"0V0A",1.7004,"0",63876
"93",3,"0V0A",2.7186,"1",63876
"94",3,"0V0A",2.8235,"0",63876
"95",3,"0V0A",1.7686,"1",63876
"96",3,"0V0A",1.3344,"0",63876
"97",3,"0V0A",2.6359,"0",63876
"98",3,"0V0A",1.1348,"0",63876
"99",3,"0V0A",1.3696,"1",63876
"100",3,"0V0A",1.4166,"0",63876
"101",3,"0V0A",0.8857,"0",63876
"102",3,"0V0A",1.1876,"0",63876
"103",3,"0V0A",1.5348,"1",63876
"104",3,"0V0A",3.2041,"1",63876
"105",3,"0V0A",1.7355,"0",63876
"106",3,"0V0A",2.0172,"0",63876
"107",3,"0V0A",1.4176,"0",63876
"108",3,"0V0A",2.051,"0",63876
"109",3,"0V0A",3.8042,"0",63876
"110",3,"0V0A",2.6192,"0",63876
"111",3,"0V0A",0.8843,"1",63876
"112",3,"0V0A",1.9676,"1",63876
"3725",3,"0V1A",2.049,"1",63876
"3726",3,"0V1A",1.635,"1",63876
"3727",3,"0V1A",1.3721,"0",63876
"3728",3,"0V1A",1.5177,"1",63876
"3729",3,"0V1A",1.9666,"1",63876
"3730",3,"0V1A",1.7197,"1",63876
"3731",3,"0V1A",1.4679,"0",63876
"3732",3,"0V1A",0.9528,"0",63876
"3733",3,"0V1A",1.6863,"0",63876
"3734",3,"0V1A",2.134,"0",63876
"3735",3,"0V1A",2.2795,"0",63876
"3736",3,"0V1A",2.7201,"0",63876
"3737",3,"0V1A",2.0016,"0",63876
"3738",3,"0V1A",0.8865,"1",63876
"3739",3,"0V1A",0.799,"1",63876
"3740",3,"0V1A",1.6694,"1",63876
"3741",3,"0V1A",2.2195,"1",63876
"3742",3,"0V1A",1.4022,"0",63876
"3743",3,"0V1A",2.2353,"0",63876
"3744",3,"0V1A",2.0351,"1",63876
"3745",3,"0V1A",0.7179,"1",63876
"3746",3,"0V1A",1.103,"1",63876
"3747",3,"0V1A",1.3521,"1",63876
"3748",3,"0V1A",1.03,"0",63876
"3749",3,"0V1A",1.4302,"1",63876
"3750",3,"0V1A",1.9199,"0",63876
"3751",3,"0V1A",0.9168,"1",63876
"3752",3,"0V1A",1.4684,"1",63876
"7365",3,"1V0A",3.6316,"0",63876
"7366",3,"1V0A",2.6295,"1",63876
"7367",3,"1V0A",2.0781,"1",63876
"7368",3,"1V0A",1.1171,"0",63876
"7369",3,"1V0A",1.4471,"0",63876
"7370",3,"1V0A",1.4134,"0",63876
"7371",3,"1V0A",2.4995,"0",63876
"7372",3,"1V0A",1.9044,"1",63876
"7373",3,"1V0A",1.9872,"0",63876
"7374",3,"1V0A",1.3527,"0",63876
"7375",3,"1V0A",1.6371,"0",63876
"7376",3,"1V0A",3.5141,"0",63876
"7377",3,"1V0A",1.1049,"0",63876
"7378",3,"1V0A",1.5691,"0",63876
"7379",3,"1V0A",1.8161,"0",63876
"7380",3,"1V0A",1.5866,"1",63876
"7381",3,"1V0A",2.1494,"0",63876
"7382",3,"1V0A",1.4838,"1",63876
"7383",3,"1V0A",1.5706,"0",63876
"7384",3,"1V0A",2.8705,"0",63876
"7385",3,"1V0A",0.97,"0",63876
"7386",3,"1V0A",1.2163,"0",63876
"7387",3,"1V0A",1.3688,"0",63876
"7388",3,"1V0A",0.8711,"0",63876
"7389",3,"1V0A",2.0018,"0",63876
"7390",3,"1V0A",1.8826,"0",63876
"7391",3,"1V0A",3.5867,"0",63876
"7392",3,"1V0A",1.2307,"0",63876
"11005",3,"1V1A",2.2308,"0",63876
"11006",3,"1V1A",2.3171,"0",63876
"11007",3,"1V1A",2.2207,"1",63876
"11008",3,"1V1A",1.4344,"0",63876
"11009",3,"1V1A",1.4008,"0",63876
"11010",3,"1V1A",2.0188,"0",63876
"11011",3,"1V1A",1.186,"0",63876
"11012",3,"1V1A",1.6341,"0",63876
"11013",3,"1V1A",1.8189,"0",63876
"11014",3,"1V1A",1.2683,"0",63876
"11015",3,"1V1A",1.7981,"0",63876
"11016",3,"1V1A",0.9704,"0",63876
"11017",3,"1V1A",2.0801,"0",63876
"11018",3,"1V1A",3.0463,"0",63876
"11019",3,"1V1A",2.55,"1",63876
"11020",3,"1V1A",1.0313,"0",63876
"11021",3,"1V1A",2.7211,"1",63876
"11022",3,"1V1A",1.1849,"1",63876
"11023",3,"1V1A",1.0357,"0",63876
"11024",3,"1V1A",0.8867,"0",63876
"11025",3,"1V1A",3.4967,"1",63876
"11026",3,"1V1A",1.5025,"0",63876
"11027",3,"1V1A",2.7488,"0",63876
"11028",3,"1V1A",1.1346,"0",63876
"11029",3,"1V1A",1.7341,"0",63876
"11030",3,"1V1A",2.6466,"0",63876
"11031",3,"1V1A",1.0714,"0",63876
"11032",3,"1V1A",1.1837,"0",63876
"14645",3,"1Vne1A",2.8789,"0",63876
"14646",3,"1Vne1A",1.3181,"0",63876
"14647",3,"1Vne1A",1.6354,"0",63876
"14648",3,"1Vne1A",1.2212,"0",63876
"14649",3,"1Vne1A",2.1197,"0",63876
"14650",3,"1Vne1A",1.169,"0",63876
"14651",3,"1Vne1A",1.0691,"0",63876
"14652",3,"1Vne1A",1.8368,"0",63876
"14653",3,"1Vne1A",1.5504,"0",63876
"14654",3,"1Vne1A",1.4124,"0",63876
"14655",3,"1Vne1A",2.9028,"0",63876
"14656",3,"1Vne1A",1.4678,"0",63876
"14657",3,"1Vne1A",1.2345,"0",63876
"14658",3,"1Vne1A",1.7639,"0",63876
"14659",3,"1Vne1A",1.3462,"0",63876
"14660",3,"1Vne1A",1.002,"0",63876
"14661",3,"1Vne1A",2.6054,"1",63876
"14662",3,"1Vne1A",1.2025,"0",63876
"14663",3,"1Vne1A",3.6331,"0",63876
"14664",3,"1Vne1A",1.6526,"0",63876
"14665",3,"1Vne1A",2.2822,"0",63876
"14666",3,"1Vne1A",2.634,"0",63876
"14667",3,"1Vne1A",1.7859,"0",63876
"14668",3,"1Vne1A",1.4013,"0",63876
"14669",3,"1Vne1A",1.5681,"0",63876
"14670",3,"1Vne1A",1.5021,"0",63876
"14671",3,"1Vne1A",2.4878,"0",63876
"14672",3,"1Vne1A",1.2351,"0",63876
"113",4,"0V0A",5.9232,"0",65019
"114",4,"0V0A",2.9382,"0",65019
"115",4,"0V0A",4.0062,"0",65019
"116",4,"0V0A",5.313,"1",65019
"117",4,"0V0A",2.821,"0",65019
"118",4,"0V0A",1.8234,"0",65019
"119",4,"0V0A",1.19,"1",65019
"120",4,"0V0A",2.3223,"0",65019
"121",4,"0V0A",3.6916,"0",65019
"122",4,"0V0A",1.5885,"0",65019
"123",4,"0V0A",1.3719,"1",65019
"124",4,"0V0A",2.5395,"1",65019
"125",4,"0V0A",2.2719,"1",65019
"126",4,"0V0A",4.077,"0",65019
"127",4,"0V0A",2.5586,"1",65019
"128",4,"0V0A",2.6405,"1",65019
"129",4,"0V0A",3.1403,"1",65019
"130",4,"0V0A",2.0408,"0",65019
"131",4,"0V0A",1.9083,"1",65019
"132",4,"0V0A",1.3231,"1",65019
"133",4,"0V0A",2.3686,"1",65019
"134",4,"0V0A",3.5894,"1",65019
"135",4,"0V0A",1.1385,"0",65019
"136",4,"0V0A",6.20481535401033,"1",65019
"137",4,"0V0A",3.1222,"1",65019
"138",4,"0V0A",2.0561,"0",65019
"139",4,"0V0A",2.2554,"0",65019
"140",4,"0V0A",1.2897,"0",65019
"3753",4,"0V1A",3.5868,"1",65019
"3754",4,"0V1A",6.20481535401033,"1",65019
"3755",4,"0V1A",1.5546,"1",65019
"3756",4,"0V1A",1.2717,"1",65019
"3757",4,"0V1A",2.0745,"1",65019
"3758",4,"0V1A",4.0719,"1",65019
"3759",4,"0V1A",2.5738,"1",65019
"3760",4,"0V1A",1.8221,"0",65019
"3761",4,"0V1A",2.9933,"0",65019
"3762",4,"0V1A",2.8913,"0",65019
"3763",4,"0V1A",4.3936,"0",65019
"3764",4,"0V1A",1.5087,"0",65019
"3765",4,"0V1A",4.7898,"0",65019
"3766",4,"0V1A",5.2039,"0",65019
"3767",4,"0V1A",2.3251,"1",65019
"3768",4,"0V1A",1.4399,"1",65019
"3769",4,"0V1A",5.2946,"0",65019
