"","subj_idx","stim","rt","response","group","arousal","valence","participant"
"4397",44,"0V1A",2.9264,"1","group2",4,4,96096
"4398",44,"0V1A",7.3602,"1","group2",4,4,96096
"4399",44,"0V1A",2.8033,"0","group2",4,4,96096
"4400",44,"0V1A",2.0403,"0","group2",4,4,96096
"4401",44,"0V1A",3.534,"0","group2",2,4,96096
"4402",44,"0V1A",2.7165,"1","group2",2,4,96096
"4403",44,"0V1A",2.1054,"1","group2",2,4,96096
"4404",44,"0V1A",1.4182,"0","group2",2,4,96096
"4405",44,"0V1A",1.1674,"0","group2",3,4,96096
"4406",44,"0V1A",1.4899,"0","group2",3,4,96096
"4407",44,"0V1A",3.6085,"1","group2",3,4,96096
"4408",44,"0V1A",3.4658,"1","group2",3,4,96096
"4409",44,"0V1A",3.4569,"1","group2",2,3,96096
"4410",44,"0V1A",2.6077,"0","group2",2,3,96096
"4411",44,"0V1A",2.9689,"1","group2",2,3,96096
"4412",44,"0V1A",1.5492,"0","group2",2,3,96096
"4413",44,"0V1A",2.4449,"1","group2",3,4,96096
"4414",44,"0V1A",10.491,"1","group2",3,4,96096
"4415",44,"0V1A",4.6369,"1","group2",3,4,96096
"4416",44,"0V1A",3.7254,"0","group2",3,4,96096
"4417",44,"0V1A",5.6515,"1","group2",4,4,96096
"4418",44,"0V1A",2.3913,"0","group2",4,4,96096
"4419",44,"0V1A",10.7971871160098,"1","group2",4,4,96096
"4420",44,"0V1A",6.5697,"0","group2",4,4,96096
"4421",44,"0V1A",8.9518,"1","group2",3,3,96096
"4422",44,"0V1A",7.0151,"1","group2",3,3,96096
"4423",44,"0V1A",4.1086,"1","group2",3,3,96096
"4424",44,"0V1A",4.8374,"1","group2",3,3,96096
"7953",44,"1V0A",3.7184,"1","group2",4,4,96096
"7954",44,"1V0A",1.9912,"0","group2",4,4,96096
"7955",44,"1V0A",3.6924,"0","group2",4,4,96096
"7956",44,"1V0A",6.058,"0","group2",4,4,96096
"7957",44,"1V0A",3.2645,"1","group2",2,4,96096
"7958",44,"1V0A",1.5335,"0","group2",2,4,96096
"7959",44,"1V0A",2.8048,"0","group2",2,4,96096
"7960",44,"1V0A",7.6456,"1","group2",2,4,96096
"7961",44,"1V0A",5.1837,"1","group2",3,4,96096
"7962",44,"1V0A",2.9239,"0","group2",3,4,96096
"7963",44,"1V0A",2.0934,"1","group2",3,4,96096
"7964",44,"1V0A",0.9595,"0","group2",3,4,96096
"7965",44,"1V0A",4.7368,"1","group2",2,3,96096
"7966",44,"1V0A",3.5357,"0","group2",2,3,96096
"7967",44,"1V0A",1.669,"0","group2",2,3,96096
"7968",44,"1V0A",1.1752,"0","group2",2,3,96096
"7969",44,"1V0A",3.7506,"0","group2",3,4,96096
"7970",44,"1V0A",2.6741,"1","group2",3,4,96096
"7971",44,"1V0A",9.8944,"0","group2",3,4,96096
"7972",44,"1V0A",5.9787,"0","group2",3,4,96096
"7973",44,"1V0A",2.3364,"0","group2",4,4,96096
"7974",44,"1V0A",5.4987,"0","group2",4,4,96096
"7975",44,"1V0A",1.8834,"0","group2",4,4,96096
"7976",44,"1V0A",4.1512,"0","group2",4,4,96096
"7977",44,"1V0A",3.1166,"1","group2",3,3,96096
"7978",44,"1V0A",5.2815,"1","group2",3,3,96096
"7979",44,"1V0A",2.5396,"0","group2",3,3,96096
"7980",44,"1V0A",5.6295,"0","group2",3,3,96096
"11509",44,"1V1A",4.323,"0","group2",4,4,96096
"11510",44,"1V1A",2.878,"0","group2",4,4,96096
"11511",44,"1V1A",8.1105,"1","group2",4,4,96096
"11512",44,"1V1A",2.137,"0","group2",4,4,96096
"11513",44,"1V1A",4.5787,"1","group2",2,4,96096
"11514",44,"1V1A",2.5276,"1","group2",2,4,96096
"11515",44,"1V1A",1.7803,"0","group2",2,4,96096
"11516",44,"1V1A",7.004,"0","group2",2,4,96096
"11517",44,"1V1A",1.2582,"0","group2",3,4,96096
"11518",44,"1V1A",1.2533,"1","group2",3,4,96096
"11519",44,"1V1A",2.9374,"0","group2",3,4,96096
"11520",44,"1V1A",3.6663,"1","group2",3,4,96096
"11521",44,"1V1A",4.199,"0","group2",2,3,96096
"11522",44,"1V1A",2.2622,"0","group2",2,3,96096
"11523",44,"1V1A",1.2297,"0","group2",2,3,96096
"11524",44,"1V1A",0.8762,"0","group2",2,3,96096
"11525",44,"1V1A",5.0062,"0","group2",3,4,96096
"11526",44,"1V1A",1.7222,"0","group2",3,4,96096
"11527",44,"1V1A",3.7415,"0","group2",3,4,96096
"11528",44,"1V1A",4.9937,"0","group2",3,4,96096
"11529",44,"1V1A",4.9374,"0","group2",4,4,96096
"11530",44,"1V1A",3.4019,"0","group2",4,4,96096
"11531",44,"1V1A",10.7971871160098,"0","group2",4,4,96096
"11532",44,"1V1A",1.9835,"0","group2",4,4,96096
"11533",44,"1V1A",3.5654,"0","group2",3,3,96096
"11534",44,"1V1A",6.0829,"1","group2",3,3,96096
"11535",44,"1V1A",2.3132,"1","group2",3,3,96096
"11536",44,"1V1A",2.767,"1","group2",3,3,96096
"15065",44,"1Vne1A",3.5838,"0","group2",4,4,96096
"15066",44,"1Vne1A",4.4924,"0","group2",4,4,96096
"15067",44,"1Vne1A",4.7656,"0","group2",4,4,96096
"15068",44,"1Vne1A",4.0699,"1","group2",4,4,96096
"15069",44,"1Vne1A",1.7098,"1","group2",2,4,96096
"15070",44,"1Vne1A",1.7962,"1","group2",2,4,96096
"15071",44,"1Vne1A",2.4075,"1","group2",2,4,96096
"15072",44,"1Vne1A",3.1381,"0","group2",2,4,96096
"15073",44,"1Vne1A",2.5586,"0","group2",3,4,96096
"15074",44,"1Vne1A",1.7431,"0","group2",3,4,96096
"15075",44,"1Vne1A",2.8144,"0","group2",3,4,96096
"15076",44,"1Vne1A",1.5619,"0","group2",3,4,96096
"15077",44,"1Vne1A",6.1868,"0","group2",2,3,96096
"15078",44,"1Vne1A",5.6885,"1","group2",2,3,96096
"15079",44,"1Vne1A",2.4169,"0","group2",2,3,96096
"15080",44,"1Vne1A",1.0799,"1","group2",2,3,96096
"15081",44,"1Vne1A",3.1245,"0","group2",3,4,96096
"15082",44,"1Vne1A",2.0812,"0","group2",3,4,96096
"15083",44,"1Vne1A",2.342,"0","group2",3,4,96096
"15084",44,"1Vne1A",5.3065,"0","group2",3,4,96096
"15085",44,"1Vne1A",1.7907,"1","group2",4,4,96096
"15086",44,"1Vne1A",8.5537,"0","group2",4,4,96096
"15087",44,"1Vne1A",7.9322,"0","group2",4,4,96096
"15088",44,"1Vne1A",2.1657,"0","group2",4,4,96096
"15089",44,"1Vne1A",2.392,"0","group2",3,3,96096
"15090",44,"1Vne1A",8.6279,"1","group2",3,3,96096
"15091",44,"1Vne1A",3.8308,"0","group2",3,3,96096
"15092",44,"1Vne1A",7.8387,"1","group2",3,3,96096
"869",45,"0V0A",0.7559,"0","group4",4,5,91517
"870",45,"0V0A",0.5739,"1","group4",4,5,91517
"871",45,"0V0A",0.822,"1","group4",4,5,91517
"872",45,"0V0A",0.3799,"0","group4",4,5,91517
"873",45,"0V0A",3.8019,"0","group4",4,5,91517
"874",45,"0V0A",0.539,"0","group4",4,5,91517
"875",45,"0V0A",0.718,"1","group4",4,5,91517
"876",45,"0V0A",0.4619,"0","group4",4,5,91517
"877",45,"0V0A",2.1069,"1","group4",4,5,91517
"878",45,"0V0A",0.6939,"1","group4",4,5,91517
"879",45,"0V0A",0.884,"1","group4",4,5,91517
"880",45,"0V0A",0.485,"0","group4",4,5,91517
"881",45,"0V0A",6.725,"1","group4",3,4,91517
"882",45,"0V0A",2.3539,"1","group4",3,4,91517
"883",45,"0V0A",0.466,"0","group4",3,4,91517
"884",45,"0V0A",0.9209,"0","group4",3,4,91517
"885",45,"0V0A",0.5399,"1","group4",4,4,91517
"886",45,"0V0A",0.67,"0","group4",4,4,91517
"887",45,"0V0A",0.5869,"0","group4",4,4,91517
"888",45,"0V0A",0.38,"0","group4",4,4,91517
"889",45,"0V0A",1.068,"0","group4",5,5,91517
"890",45,"0V0A",2.7919,"0","group4",5,5,91517
"891",45,"0V0A",9.297,"0","group4",5,5,91517
"892",45,"0V0A",5.8579,"0","group4",5,5,91517
"893",45,"0V0A",1.5459,"0","group4",4,3,91517
"894",45,"0V0A",0.8929,"1","group4",4,3,91517
"895",45,"0V0A",2.01,"0","group4",4,3,91517
"896",45,"0V0A",9.081,"0","group4",4,3,91517
"4425",45,"0V1A",1.213,"0","group4",4,5,91517
"4426",45,"0V1A",1.079,"0","group4",4,5,91517
"4427",45,"0V1A",1.406,"1","group4",4,5,91517
"4428",45,"0V1A",0.913,"1","group4",4,5,91517
"4429",45,"0V1A",2.0269,"0","group4",4,5,91517
"4430",45,"0V1A",5.254,"1","group4",4,5,91517
"4431",45,"0V1A",0.7129,"0","group4",4,5,91517
"4432",45,"0V1A",0.418,"1","group4",4,5,91517
"4433",45,"0V1A",0.441,"1","group4",4,5,91517
"4434",45,"0V1A",0.7599,"0","group4",4,5,91517
"4435",45,"0V1A",0.755,"1","group4",4,5,91517
"4436",45,"0V1A",0.755,"1","group4",4,5,91517
"4437",45,"0V1A",11.741,"0","group4",3,4,91517
"4438",45,"0V1A",0.4539,"1","group4",3,4,91517
"4439",45,"0V1A",2.4809,"0","group4",3,4,91517
"4440",45,"0V1A",0.796,"1","group4",3,4,91517
"4441",45,"0V1A",0.7759,"1","group4",4,4,91517
"4442",45,"0V1A",0.502,"0","group4",4,4,91517
"4443",45,"0V1A",0.6879,"0","group4",4,4,91517
"4444",45,"0V1A",0.63,"0","group4",4,4,91517
"4445",45,"0V1A",1.248,"0","group4",5,5,91517
"4446",45,"0V1A",1.291,"1","group4",5,5,91517
"4447",45,"0V1A",8.09,"0","group4",5,5,91517
"4448",45,"0V1A",4.407,"0","group4",5,5,91517
"4449",45,"0V1A",1.4189,"0","group4",4,3,91517
"4450",45,"0V1A",11.9595575612609,"0","group4",4,3,91517
"4451",45,"0V1A",0.838,"0","group4",4,3,91517
"4452",45,"0V1A",2.1159,"1","group4",4,3,91517
"7981",45,"1V0A",0.7609,"0","group4",4,5,91517
"7982",45,"1V0A",0.5009,"0","group4",4,5,91517
"7983",45,"1V0A",0.653,"1","group4",4,5,91517
"7984",45,"1V0A",0.478,"1","group4",4,5,91517
"7985",45,"1V0A",7.3319,"0","group4",4,5,91517
"7986",45,"1V0A",0.969,"1","group4",4,5,91517
"7987",45,"1V0A",0.4199,"0","group4",4,5,91517
"7988",45,"1V0A",0.9219,"1","group4",4,5,91517
"7989",45,"1V0A",0.9149,"1","group4",4,5,91517
"7990",45,"1V0A",0.506,"0","group4",4,5,91517
"7991",45,"1V0A",0.506,"0","group4",4,5,91517
"7992",45,"1V0A",0.5099,"0","group4",4,5,91517
"7993",45,"1V0A",0.614,"1","group4",3,4,91517
"7994",45,"1V0A",1.5209,"0","group4",3,4,91517
"7995",45,"1V0A",1.634,"0","group4",3,4,91517
"7996",45,"1V0A",3.61,"1","group4",3,4,91517
"7997",45,"1V0A",0.464,"0","group4",4,4,91517
"7998",45,"1V0A",1.0049,"1","group4",4,4,91517
"7999",45,"1V0A",0.3599,"1","group4",4,4,91517
"8000",45,"1V0A",0.5499,"0","group4",4,4,91517
"8001",45,"1V0A",1.6939,"0","group4",5,5,91517
"8002",45,"1V0A",11.9595575612609,"0","group4",5,5,91517
"8003",45,"1V0A",1.855,"1","group4",5,5,91517
"8004",45,"1V0A",11.9595575612609,"0","group4",5,5,91517
"8005",45,"1V0A",0.863,"0","group4",4,3,91517
"8006",45,"1V0A",2.42,"0","group4",4,3,91517
"8007",45,"1V0A",0.48,"1","group4",4,3,91517
"8008",45,"1V0A",5.539,"0","group4",4,3,91517
"11537",45,"1V1A",2.1779,"0","group4",4,5,91517
"11538",45,"1V1A",1.115,"0","group4",4,5,91517
"11539",45,"1V1A",0.531,"1","group4",4,5,91517
"11540",45,"1V1A",0.396,"0","group4",4,5,91517
"11541",45,"1V1A",1.964,"1","group4",4,5,91517
"11542",45,"1V1A",0.6929,"0","group4",4,5,91517
"11543",45,"1V1A",0.394,"1","group4",4,5,91517
"11544",45,"1V1A",0.528,"1","group4",4,5,91517
"11545",45,"1V1A",0.724,"1","group4",4,5,91517
"11546",45,"1V1A",0.652,"0","group4",4,5,91517
"11547",45,"1V1A",1.0739,"0","group4",4,5,91517
"11548",45,"1V1A",0.7139,"1","group4",4,5,91517
"11549",45,"1V1A",7.008,"1","group4",3,4,91517
"11550",45,"1V1A",2.8959,"1","group4",3,4,91517
"11551",45,"1V1A",2.1359,"1","group4",3,4,91517
"11552",45,"1V1A",2.3099,"1","group4",3,4,91517
"11553",45,"1V1A",0.547,"1","group4",4,4,91517
"11554",45,"1V1A",0.4019,"0","group4",4,4,91517
"11555",45,"1V1A",0.613,"0","group4",4,4,91517
"11556",45,"1V1A",0.672,"0","group4",4,4,91517
"11557",45,"1V1A",7.3099,"1","group4",5,5,91517
"11558",45,"1V1A",1.1619,"0","group4",5,5,91517
"11559",45,"1V1A",11.51,"0","group4",5,5,91517
"11560",45,"1V1A",6.045,"1","group4",5,5,91517
"11561",45,"1V1A",5.7449,"0","group4",4,3,91517
"11562",45,"1V1A",0.9729,"0","group4",4,3,91517
"11563",45,"1V1A",11.175,"1","group4",4,3,91517
"11564",45,"1V1A",1.755,"0","group4",4,3,91517
"15093",45,"1Vne1A",2.316,"0","group4",4,5,91517
"15094",45,"1Vne1A",1.7379,"1","group4",4,5,91517
"15095",45,"1Vne1A",1.8489,"1","group4",4,5,91517
"15096",45,"1Vne1A",0.8639,"0","group4",4,5,91517
"15097",45,"1Vne1A",1.5869,"1","group4",4,5,91517
"15098",45,"1Vne1A",8.244,"0","group4",4,5,91517
"15099",45,"1Vne1A",0.567,"1","group4",4,5,91517
"15100",45,"1Vne1A",0.3969,"1","group4",4,5,91517
"15101",45,"1Vne1A",6.0529,"1","group4",4,5,91517
"15102",45,"1Vne1A",0.9549,"1","group4",4,5,91517
"15103",45,"1Vne1A",0.5029,"0","group4",4,5,91517
"15104",45,"1Vne1A",0.436,"0","group4",4,5,91517
"15105",45,"1Vne1A",1.546,"1","group4",3,4,91517
"15106",45,"1Vne1A",2.4849,"0","group4",3,4,91517
"15107",45,"1Vne1A",0.7139,"1","group4",3,4,91517
"15108",45,"1Vne1A",1.32,"0","group4",3,4,91517
"15109",45,"1Vne1A",0.6709,"1","group4",4,4,91517
"15110",45,"1Vne1A",0.63,"1","group4",4,4,91517
"15111",45,"1Vne1A",0.528,"0","group4",4,4,91517
"15112",45,"1Vne1A",2.0049,"0","group4",4,4,91517
"15113",45,"1Vne1A",11.9595575612609,"1","group4",5,5,91517
"15114",45,"1Vne1A",2.8369,"0","group4",5,5,91517
"15115",45,"1Vne1A",3.204,"0","group4",5,5,91517
"15116",45,"1Vne1A",7.3709,"1","group4",5,5,91517
"15117",45,"1Vne1A",11.9595575612609,"0","group4",4,3,91517
"15118",45,"1Vne1A",11.9595575612609,"1","group4",4,3,91517
"15119",45,"1Vne1A",0.9229,"0","group4",4,3,91517
"15120",45,"1Vne1A",1.7789,"0","group4",4,3,91517
"897",46,"0V0A",7.5199,"1","group1",3,3,95431
"898",46,"0V0A",3.9199,"0","group1",3,3,95431
"899",46,"0V0A",9.2449,"1","group1",3,3,95431
"900",46,"0V0A",7.6009,"0","group1",3,3,95431
"901",46,"0V0A",8.5629,"1","group1",2,3,95431
"902",46,"0V0A",2.926,"1","group1",2,3,95431
"903",46,"0V0A",3.143,"0","group1",2,3,95431
"904",46,"0V0A",2.3379,"0","group1",2,3,95431
"905",46,"0V0A",9.2809,"1","group1",3,4,95431
"906",46,"0V0A",5.8409,"0","group1",3,4,95431
"907",46,"0V0A",2.064,"1","group1",3,4,95431
"908",46,"0V0A",3.7319,"0","group1",3,4,95431
"909",46,"0V0A",1.7709,"0","group1",4,3,95431
"910",46,"0V0A",2.128,"0","group1",4,3,95431
"911",46,"0V0A",2.5879,"1","group1",4,3,95431
"912",46,"0V0A",1.6559,"0","group1",4,3,95431
"913",46,"0V0A",1.7419,"0","group1",4,4,95431
"914",46,"0V0A",4.5879,"0","group1",4,4,95431
"915",46,"0V0A",1.344,"0","group1",4,4,95431
"916",46,"0V0A",2.261,"1","group1",4,4,95431
"917",46,"0V0A",1.697,"0","group1",4,2,95431
"918",46,"0V0A",3.8439,"0","group1",4,2,95431
"919",46,"0V0A",2.678,"1","group1",4,2,95431
"920",46,"0V0A",1.13,"1","group1",4,2,95431
"921",46,"0V0A",1.0039,"1","group1",4,4,95431
"922",46,"0V0A",1.3659,"1","group1",4,4,95431
"923",46,"0V0A",3.876,"0","group1",4,4,95431
"924",46,"0V0A",4.7679,"1","group1",4,4,95431
"4453",46,"0V1A",8.9839,"1","group1",3,3,95431
"4454",46,"0V1A",7.2279,"1","group1",3,3,95431
"4455",46,"0V1A",2.865,"1","group1",3,3,95431
"4456",46,"0V1A",3.1559,"1","group1",3,3,95431
"4457",46,"0V1A",3.7379,"0","group1",2,3,95431
"4458",46,"0V1A",5.4619,"1","group1",2,3,95431
"4459",46,"0V1A",3.264,"0","group1",2,3,95431
"4460",46,"0V1A",2.7439,"0","group1",2,3,95431
"4461",46,"0V1A",1.8669,"1","group1",3,4,95431
"4462",46,"0V1A",1.759,"1","group1",3,4,95431
"4463",46,"0V1A",2.604,"1","group1",3,4,95431
"4464",46,"0V1A",1.22,"1","group1",3,4,95431
"4465",46,"0V1A",2.4469,"0","group1",4,3,95431
"4466",46,"0V1A",0.3789,"0","group1",4,3,95431
"4467",46,"0V1A",0.25,"1","group1",4,3,95431
"4468",46,"0V1A",3.7899,"1","group1",4,3,95431
"4469",46,"0V1A",7.0419,"0","group1",4,4,95431
"4470",46,"0V1A",3.3949,"1","group1",4,4,95431
"4471",46,"0V1A",2.4569,"0","group1",4,4,95431
"4472",46,"0V1A",2.293,"1","group1",4,4,95431
"4473",46,"0V1A",10.4613750941128,"1","group1",4,2,95431
"4474",46,"0V1A",1.679,"1","group1",4,2,95431
"4475",46,"0V1A",2.686,"0","group1",4,2,95431
"4476",46,"0V1A",1.896,"0","group1",4,2,95431
"4477",46,"0V1A",0.7339,"1","group1",4,4,95431
"4478",46,"0V1A",0.968,"0","group1",4,4,95431
"4479",46,"0V1A",1.347,"0","group1",4,4,95431
"4480",46,"0V1A",1.999,"1","group1",4,4,95431
"8009",46,"1V0A",4.37,"1","group1",3,3,95431
"8010",46,"1V0A",3.9729,"1","group1",3,3,95431
"8011",46,"1V0A",5.6599,"0","group1",3,3,95431
"8012",46,"1V0A",2.949,"1","group1",3,3,95431
"8013",46,"1V0A",3.0839,"1","group1",2,3,95431
"8014",46,"1V0A",6.2509,"1","group1",2,3,95431
"8015",46,"1V0A",8.855,"1","group1",2,3,95431
"8016",46,"1V0A",10.4613750941128,"1","group1",2,3,95431
"8017",46,"1V0A",1.5719,"0","group1",3,4,95431
"8018",46,"1V0A",0.643,"1","group1",3,4,95431
"8019",46,"1V0A",1.1739,"1","group1",3,4,95431
"8020",46,"1V0A",0.369,"1","group1",3,4,95431
"8021",46,"1V0A",1.5739,"1","group1",4,3,95431
"8022",46,"1V0A",2.615,"1","group1",4,3,95431
"8023",46,"1V0A",1.596,"1","group1",4,3,95431
"8024",46,"1V0A",3.7449,"0","group1",4,3,95431
"8025",46,"1V0A",0.4909,"0","group1",4,4,95431
"8026",46,"1V0A",1.0309,"1","group1",4,4,95431
"8027",46,"1V0A",1.5209,"1","group1",4,4,95431
"8028",46,"1V0A",1.248,"1","group1",4,4,95431
"8029",46,"1V0A",5.678,"1","group1",4,2,95431
"8030",46,"1V0A",1.977,"0","group1",4,2,95431
"8031",46,"1V0A",2.277,"1","group1",4,2,95431
"8032",46,"1V0A",1.306,"0","group1",4,2,95431
"8033",46,"1V0A",4.251,"1","group1",4,4,95431
"8034",46,"1V0A",1.8869,"0","group1",4,4,95431
"8035",46,"1V0A",10.4613750941128,"0","group1",4,4,95431
"8036",46,"1V0A",2.2959,"1","group1",4,4,95431
"11565",46,"1V1A",3.839,"1","group1",3,3,95431
"11566",46,"1V1A",4.0079,"1","group1",3,3,95431
"11567",46,"1V1A",2.855,"1","group1",3,3,95431
"11568",46,"1V1A",2.9669,"1","group1",3,3,95431
"11569",46,"1V1A",3.8479,"1","group1",2,3,95431
"11570",46,"1V1A",7.793,"0","group1",2,3,95431
"11571",46,"1V1A",5.772,"1","group1",2,3,95431
"11572",46,"1V1A",4.567,"0","group1",2,3,95431
"11573",46,"1V1A",3.576,"1","group1",3,4,95431
"11574",46,"1V1A",3.6189,"0","group1",3,4,95431
"11575",46,"1V1A",1.5879,"1","group1",3,4,95431
"11576",46,"1V1A",0.412,"0","group1",3,4,95431
"11577",46,"1V1A",3.2649,"1","group1",4,3,95431
"11578",46,"1V1A",1.8959,"0","group1",4,3,95431
"11579",46,"1V1A",1.2219,"1","group1",4,3,95431
"11580",46,"1V1A",1.3079,"1","group1",4,3,95431
"11581",46,"1V1A",1.716,"1","group1",4,4,95431
"11582",46,"1V1A",2.0049,"1","group1",4,4,95431
"11583",46,"1V1A",0.8189,"1","group1",4,4,95431
"11584",46,"1V1A",1.8399,"1","group1",4,4,95431
"11585",46,"1V1A",2.428,"0","group1",4,2,95431
"11586",46,"1V1A",2.463,"1","group1",4,2,95431
"11587",46,"1V1A",0.291,"0","group1",4,2,95431
"11588",46,"1V1A",2.1359,"1","group1",4,2,95431
"11589",46,"1V1A",3.3809,"0","group1",4,4,95431
"11590",46,"1V1A",1.1909,"1","group1",4,4,95431
"11591",46,"1V1A",1.1079,"0","group1",4,4,95431
"11592",46,"1V1A",1.794,"1","group1",4,4,95431
"15121",46,"1Vne1A",7.765,"0","group1",3,3,95431
"15122",46,"1Vne1A",9.634,"0","group1",3,3,95431
"15123",46,"1Vne1A",10.4613750941128,"0","group1",3,3,95431
"15124",46,"1Vne1A",4.103,"0","group1",3,3,95431
"15125",46,"1Vne1A",2.3799,"1","group1",2,3,95431
"15126",46,"1Vne1A",2.295,"1","group1",2,3,95431
"15127",46,"1Vne1A",2.75,"1","group1",2,3,95431
"15128",46,"1Vne1A",2.31,"1","group1",2,3,95431
"15129",46,"1Vne1A",1.1019,"0","group1",3,4,95431
"15130",46,"1Vne1A",1.6199,"0","group1",3,4,95431
"15131",46,"1Vne1A",1.3479,"0","group1",3,4,95431
"15132",46,"1Vne1A",3.18,"1","group1",3,4,95431
"15133",46,"1Vne1A",2.0789,"1","group1",4,3,95431
"15134",46,"1Vne1A",1.807,"1","group1",4,3,95431
"15135",46,"1Vne1A",3.196,"0","group1",4,3,95431
"15136",46,"1Vne1A",2.4819,"1","group1",4,3,95431
"15137",46,"1Vne1A",5.4259,"1","group1",4,4,95431
"15138",46,"1Vne1A",4.18,"1","group1",4,4,95431
"15139",46,"1Vne1A",1.5589,"1","group1",4,4,95431
"15140",46,"1Vne1A",0.8779,"1","group1",4,4,95431
"15141",46,"1Vne1A",3.1829,"0","group1",4,2,95431
"15142",46,"1Vne1A",2.51,"1","group1",4,2,95431
"15143",46,"1Vne1A",4.067,"0","group1",4,2,95431
"15144",46,"1Vne1A",1.6729,"0","group1",4,2,95431
"15145",46,"1Vne1A",1.3389,"0","group1",4,4,95431
"15146",46,"1Vne1A",2.822,"0","group1",4,4,95431
"15147",46,"1Vne1A",3.027,"0","group1",4,4,95431
"15148",46,"1Vne1A",1.3629,"0","group1",4,4,95431
"925",47,"0V0A",5.5357,"0","group1",3,2,95004
"926",47,"0V0A",4.3066,"1","group1",3,2,95004
"927",47,"0V0A",3.0053,"1","group1",3,2,95004
"928",47,"0V0A",2.2884,"1","group1",3,2,95004
"929",47,"0V0A",3.7228,"1","group1",4,3,95004
"930",47,"0V0A",8.77751928722773,"1","group1",4,3,95004
"931",47,"0V0A",7.1484,"0","group1",4,3,95004
"932",47,"0V0A",3.1321,"1","group1",4,3,95004
"933",47,"0V0A",8.77751928722773,"0","group1",3,3,95004
"934",47,"0V0A",6.5884,"1","group1",3,3,95004
"935",47,"0V0A",2.292,"0","group1",3,3,95004
"936",47,"0V0A",3.2381,"1","group1",3,3,95004
"937",47,"0V0A",4.9333,"1","group1",3,3,95004
"938",47,"0V0A",4.3945,"0","group1",3,3,95004
"939",47,"0V0A",3.6155,"0","group1",3,3,95004
"940",47,"0V0A",2.8391,"1","group1",3,3,95004
"941",47,"0V0A",3.1333,"0","group1",3,2,95004
"942",47,"0V0A",2.8299,"0","group1",3,2,95004
"943",47,"0V0A",3.9882,"1","group1",3,2,95004
"944",47,"0V0A",3.0414,"1","group1",3,2,95004
"945",47,"0V0A",6.2982,"1","group1",2,2,95004
"946",47,"0V0A",5.2245,"1","group1",2,2,95004
"947",47,"0V0A",3.0185,"1","group1",2,2,95004
"948",47,"0V0A",2.2393,"1","group1",2,2,95004
"949",47,"0V0A",4.2737,"1","group1",3,3,95004
"950",47,"0V0A",3.2221,"0","group1",3,3,95004
"951",47,"0V0A",2.4303,"0","group1",3,3,95004
"952",47,"0V0A",3.5496,"1","group1",3,3,95004
"4481",47,"0V1A",3.9558,"1","group1",3,2,95004
"4482",47,"0V1A",5.1712,"0","group1",3,2,95004
"4483",47,"0V1A",5.0695,"0","group1",3,2,95004
"4484",47,"0V1A",2.5112,"0","group1",3,2,95004
"4485",47,"0V1A",3.5169,"0","group1",4,3,95004
"4486",47,"0V1A",4.5483,"1","group1",4,3,95004
"4487",47,"0V1A",4.0737,"0","group1",4,3,95004
"4488",47,"0V1A",2.4746,"0","group1",4,3,95004
"4489",47,"0V1A",2.3461,"1","group1",3,3,95004
"4490",47,"0V1A",3.7355,"0","group1",3,3,95004
"4491",47,"0V1A",6.7925,"1","group1",3,3,95004
"4492",47,"0V1A",3.8566,"1","group1",3,3,95004
"4493",47,"0V1A",3.9546,"0","group1",3,3,95004
"4494",47,"0V1A",7.7306,"0","group1",3,3,95004
"4495",47,"0V1A",3.116,"0","group1",3,3,95004
"4496",47,"0V1A",6.3397,"1","group1",3,3,95004
"4497",47,"0V1A",2.6551,"0","group1",3,2,95004
"4498",47,"0V1A",3.4,"0","group1",3,2,95004
"4499",47,"0V1A",2.3565,"1","group1",3,2,95004
"4500",47,"0V1A",2.7153,"0","group1",3,2,95004
"4501",47,"0V1A",3.9488,"1","group1",2,2,95004
"4502",47,"0V1A",1.4346,"0","group1",2,2,95004
"4503",47,"0V1A",4.7052,"0","group1",2,2,95004
"4504",47,"0V1A",2.8809,"1","group1",2,2,95004
"4505",47,"0V1A",2.9312,"0","group1",3,3,95004
"4506",47,"0V1A",2.4043,"0","group1",3,3,95004
"4507",47,"0V1A",3.5087,"0","group1",3,3,95004
"4508",47,"0V1A",1.7174,"0","group1",3,3,95004
"8037",47,"1V0A",5.1381,"0","group1",3,2,95004
"8038",47,"1V0A",5.1719,"0","group1",3,2,95004
"8039",47,"1V0A",3.6672,"1","group1",3,2,95004
"8040",47,"1V0A",2.8904,"1","group1",3,2,95004
"8041",47,"1V0A",6.17,"0","group1",4,3,95004
"8042",47,"1V0A",3.2881,"0","group1",4,3,95004
"8043",47,"1V0A",4.8376,"0","group1",4,3,95004
"8044",47,"1V0A",3.3067,"1","group1",4,3,95004
"8045",47,"1V0A",6.9883,"1","group1",3,3,95004
"8046",47,"1V0A",4.8476,"1","group1",3,3,95004
"8047",47,"1V0A",2.9154,"1","group1",3,3,95004
"8048",47,"1V0A",2.9903,"1","group1",3,3,95004
"8049",47,"1V0A",2.9875,"0","group1",3,3,95004
"8050",47,"1V0A",4.2215,"0","group1",3,3,95004
"8051",47,"1V0A",1.7323,"1","group1",3,3,95004
"8052",47,"1V0A",2.4725,"0","group1",3,3,95004
"8053",47,"1V0A",7.0562,"0","group1",3,2,95004
"8054",47,"1V0A",2.8341,"0","group1",3,2,95004
