"","subj_idx","stim","rt","response","group","arousal","valence","participant"
"1",0,"0V0A",6.0531,"1","group4",3,3,96107
"2",0,"0V0A",5.0807,"1","group4",3,3,96107
"3",0,"0V0A",4.0615,"1","group4",3,3,96107
"4",0,"0V0A",1.9012,"0","group4",3,3,96107
"5",0,"0V0A",5.6357,"1","group4",3,3,96107
"6",0,"0V0A",6.4327243889638,"1","group4",3,3,96107
"7",0,"0V0A",2.8543,"0","group4",3,3,96107
"8",0,"0V0A",1.2359,"0","group4",3,3,96107
"9",0,"0V0A",1.5177,"0","group4",3,3,96107
"10",0,"0V0A",0.9341,"0","group4",3,3,96107
"11",0,"0V0A",1.1706,"0","group4",3,3,96107
"12",0,"0V0A",0.8825,"0","group4",3,3,96107
"13",0,"0V0A",2.4496,"1","group4",2,2,96107
"14",0,"0V0A",1.7499,"1","group4",2,2,96107
"15",0,"0V0A",2.9163,"1","group4",2,2,96107
"16",0,"0V0A",1.121,"1","group4",2,2,96107
"17",0,"0V0A",1.2,"1","group4",3,3,96107
"18",0,"0V0A",1.0327,"1","group4",3,3,96107
"19",0,"0V0A",1.2689,"0","group4",3,3,96107
"20",0,"0V0A",0.8483,"1","group4",3,3,96107
"21",0,"0V0A",3.2672,"0","group4",3,3,96107
"22",0,"0V0A",1.5487,"1","group4",3,3,96107
"23",0,"0V0A",1.6337,"0","group4",3,3,96107
"24",0,"0V0A",0.7635,"1","group4",3,3,96107
"25",0,"0V0A",3.0665,"1","group4",3,3,96107
"26",0,"0V0A",1.0169,"1","group4",3,3,96107
"27",0,"0V0A",0.9707,"0","group4",3,3,96107
"28",0,"0V0A",0.7112,"0","group4",3,3,96107
"3557",0,"0V1A",6.3314,"0","group4",3,3,96107
"3558",0,"0V1A",6.4327243889638,"0","group4",3,3,96107
"3559",0,"0V1A",6.4327243889638,"1","group4",3,3,96107
"3560",0,"0V1A",1.8478,"0","group4",3,3,96107
"3561",0,"0V1A",4.0336,"1","group4",3,3,96107
"3562",0,"0V1A",2.0051,"1","group4",3,3,96107
"3563",0,"0V1A",1.7319,"0","group4",3,3,96107
"3564",0,"0V1A",1.9009,"0","group4",3,3,96107
"3565",0,"0V1A",3.3243,"0","group4",3,3,96107
"3566",0,"0V1A",1.8484,"0","group4",3,3,96107
"3567",0,"0V1A",3.8326,"1","group4",3,3,96107
"3568",0,"0V1A",1.55,"0","group4",3,3,96107
"3569",0,"0V1A",2.7659,"1","group4",2,2,96107
"3570",0,"0V1A",1.8751,"1","group4",2,2,96107
"3571",0,"0V1A",1.3212,"1","group4",2,2,96107
"3572",0,"0V1A",1.1376,"0","group4",2,2,96107
"3573",0,"0V1A",1.4156,"0","group4",3,3,96107
"3574",0,"0V1A",1.7653,"1","group4",3,3,96107
"3575",0,"0V1A",1.7172,"1","group4",3,3,96107
"3576",0,"0V1A",0.833,"1","group4",3,3,96107
"3577",0,"0V1A",1.3997,"1","group4",3,3,96107
"3578",0,"0V1A",0.8052,"1","group4",3,3,96107
"3579",0,"0V1A",0.639,"0","group4",3,3,96107
"3580",0,"0V1A",1.0686,"0","group4",3,3,96107
"3581",0,"0V1A",1.066,"0","group4",3,3,96107
"3582",0,"0V1A",0.6716,"0","group4",3,3,96107
"3583",0,"0V1A",0.8963,"0","group4",3,3,96107
"3584",0,"0V1A",1.0202,"0","group4",3,3,96107
"7113",0,"1V0A",3.8494,"0","group4",3,3,96107
"7114",0,"1V0A",6.4327243889638,"0","group4",3,3,96107
"7115",0,"1V0A",2.2997,"1","group4",3,3,96107
"7116",0,"1V0A",4.9833,"1","group4",3,3,96107
"7117",0,"1V0A",2.6491,"0","group4",3,3,96107
"7118",0,"1V0A",2.316,"1","group4",3,3,96107
"7119",0,"1V0A",6.4327243889638,"0","group4",3,3,96107
"7120",0,"1V0A",1.8667,"0","group4",3,3,96107
"7121",0,"1V0A",0.9383,"1","group4",3,3,96107
"7122",0,"1V0A",0.8676,"0","group4",3,3,96107
"7123",0,"1V0A",1.5013,"0","group4",3,3,96107
"7124",0,"1V0A",1.0527,"0","group4",3,3,96107
"7125",0,"1V0A",1.3175,"0","group4",2,2,96107
"7126",0,"1V0A",0.936,"0","group4",2,2,96107
"7127",0,"1V0A",1.3819,"0","group4",2,2,96107
"7128",0,"1V0A",1.1986,"0","group4",2,2,96107
"7129",0,"1V0A",1.5522,"0","group4",3,3,96107
"7130",0,"1V0A",1.584,"1","group4",3,3,96107
"7131",0,"1V0A",0.9815,"0","group4",3,3,96107
"7132",0,"1V0A",1.099,"0","group4",3,3,96107
"7133",0,"1V0A",1.3827,"0","group4",3,3,96107
"7134",0,"1V0A",0.8825,"0","group4",3,3,96107
"7135",0,"1V0A",0.898,"0","group4",3,3,96107
"7136",0,"1V0A",0.939,"0","group4",3,3,96107
"7137",0,"1V0A",1.8189,"0","group4",3,3,96107
"7138",0,"1V0A",1.3666,"0","group4",3,3,96107
"7139",0,"1V0A",0.994,"1","group4",3,3,96107
"7140",0,"1V0A",0.9341,"0","group4",3,3,96107
"10669",0,"1V1A",2.681,"0","group4",3,3,96107
"10670",0,"1V1A",4.2111,"0","group4",3,3,96107
"10671",0,"1V1A",4.1787,"1","group4",3,3,96107
"10672",0,"1V1A",3.047,"0","group4",3,3,96107
"10673",0,"1V1A",2.3658,"0","group4",3,3,96107
"10674",0,"1V1A",1.269,"0","group4",3,3,96107
"10675",0,"1V1A",1.8361,"1","group4",3,3,96107
"10676",0,"1V1A",1.3831,"0","group4",3,3,96107
"10677",0,"1V1A",2.0231,"1","group4",3,3,96107
"10678",0,"1V1A",1.0692,"0","group4",3,3,96107
"10679",0,"1V1A",1.3485,"1","group4",3,3,96107
"10680",0,"1V1A",0.9632,"0","group4",3,3,96107
"10681",0,"1V1A",2.4985,"0","group4",2,2,96107
"10682",0,"1V1A",2.0848,"0","group4",2,2,96107
"10683",0,"1V1A",1.3169,"0","group4",2,2,96107
"10684",0,"1V1A",1.3829,"1","group4",2,2,96107
"10685",0,"1V1A",1.9014,"0","group4",3,3,96107
"10686",0,"1V1A",2.5005,"0","group4",3,3,96107
"10687",0,"1V1A",1.2176,"0","group4",3,3,96107
"10688",0,"1V1A",0.8361,"0","group4",3,3,96107
"10689",0,"1V1A",1.3158,"0","group4",3,3,96107
"10690",0,"1V1A",1.2493,"0","group4",3,3,96107
"10691",0,"1V1A",0.7553,"0","group4",3,3,96107
"10692",0,"1V1A",0.7327,"0","group4",3,3,96107
"10693",0,"1V1A",1.7672,"0","group4",3,3,96107
"10694",0,"1V1A",2.034,"1","group4",3,3,96107
"10695",0,"1V1A",1.8335,"0","group4",3,3,96107
"10696",0,"1V1A",1.2831,"0","group4",3,3,96107
"14225",0,"1Vne1A",5.6475,"1","group4",3,3,96107
"14226",0,"1Vne1A",3.4008,"0","group4",3,3,96107
"14227",0,"1Vne1A",3.8313,"1","group4",3,3,96107
"14228",0,"1Vne1A",3.5508,"1","group4",3,3,96107
"14229",0,"1Vne1A",3.3204,"1","group4",3,3,96107
"14230",0,"1Vne1A",0.9997,"1","group4",3,3,96107
"14231",0,"1Vne1A",1.6125,"0","group4",3,3,96107
"14232",0,"1Vne1A",1.0824,"0","group4",3,3,96107
"14233",0,"1Vne1A",4.4163,"0","group4",3,3,96107
"14234",0,"1Vne1A",1.8017,"0","group4",3,3,96107
"14235",0,"1Vne1A",1.452,"1","group4",3,3,96107
"14236",0,"1Vne1A",0.9618,"0","group4",3,3,96107
"14237",0,"1Vne1A",2.5324,"0","group4",2,2,96107
"14238",0,"1Vne1A",1.1172,"0","group4",2,2,96107
"14239",0,"1Vne1A",1.0532,"0","group4",2,2,96107
"14240",0,"1Vne1A",0.8659,"0","group4",2,2,96107
"14241",0,"1Vne1A",3.3831,"0","group4",3,3,96107
"14242",0,"1Vne1A",1.9853,"0","group4",3,3,96107
"14243",0,"1Vne1A",3.315,"0","group4",3,3,96107
"14244",0,"1Vne1A",1.0494,"0","group4",3,3,96107
"14245",0,"1Vne1A",1.6229,"0","group4",3,3,96107
"14246",0,"1Vne1A",1.4153,"0","group4",3,3,96107
"14247",0,"1Vne1A",1.3389,"0","group4",3,3,96107
"14248",0,"1Vne1A",0.9974,"0","group4",3,3,96107
"14249",0,"1Vne1A",1.1683,"0","group4",3,3,96107
"14250",0,"1Vne1A",1.2004,"1","group4",3,3,96107
"14251",0,"1Vne1A",1.1676,"0","group4",3,3,96107
"14252",0,"1Vne1A",1.3736,"0","group4",3,3,96107
"29",3,"0V0A",3.4001,"1","group1",5,4,83365
"30",3,"0V0A",3.1973,"1","group1",5,4,83365
"31",3,"0V0A",5.9379493830999,"1","group1",5,4,83365
"32",3,"0V0A",3.6808,"1","group1",5,4,83365
"33",3,"0V0A",3.2425,"0","group1",4,4,83365
"34",3,"0V0A",1.6971,"0","group1",4,4,83365
"35",3,"0V0A",2.2568,"1","group1",4,4,83365
"36",3,"0V0A",4.3649,"0","group1",4,4,83365
"37",3,"0V0A",2.1116,"0","group1",2,3,83365
"38",3,"0V0A",1.589,"1","group1",2,3,83365
"39",3,"0V0A",3.2668,"0","group1",2,3,83365
"40",3,"0V0A",5.9379493830999,"0","group1",2,3,83365
"41",3,"0V0A",2.7028,"0","group1",4,3,83365
"42",3,"0V0A",1.77,"0","group1",4,3,83365
"43",3,"0V0A",2.0279,"1","group1",4,3,83365
"44",3,"0V0A",2.7855,"0","group1",4,3,83365
"45",3,"0V0A",2.1705,"1","group1",2,3,83365
"46",3,"0V0A",2.9235,"0","group1",2,3,83365
"47",3,"0V0A",2.0991,"0","group1",2,3,83365
"48",3,"0V0A",5.9379493830999,"1","group1",2,3,83365
"49",3,"0V0A",1.5942,"0","group1",2,3,83365
"50",3,"0V0A",2.8031,"0","group1",2,3,83365
"51",3,"0V0A",1.5637,"0","group1",2,3,83365
"52",3,"0V0A",1.8931,"0","group1",2,3,83365
"53",3,"0V0A",5.8267,"1","group1",3,3,83365
"54",3,"0V0A",5.4768,"1","group1",3,3,83365
"55",3,"0V0A",1.8585,"0","group1",3,3,83365
"56",3,"0V0A",1.0848,"0","group1",3,3,83365
"3585",3,"0V1A",2.4,"1","group1",5,4,83365
"3586",3,"0V1A",2.4105,"1","group1",5,4,83365
"3587",3,"0V1A",2.8629,"1","group1",5,4,83365
"3588",3,"0V1A",3.0877,"1","group1",5,4,83365
"3589",3,"0V1A",3.5911,"1","group1",4,4,83365
"3590",3,"0V1A",2.481,"1","group1",4,4,83365
"3591",3,"0V1A",2.3749,"1","group1",4,4,83365
"3592",3,"0V1A",1.1047,"1","group1",4,4,83365
"3593",3,"0V1A",4.9916,"1","group1",2,3,83365
"3594",3,"0V1A",3.2442,"0","group1",2,3,83365
"3595",3,"0V1A",2.3602,"0","group1",2,3,83365
"3596",3,"0V1A",3.7456,"1","group1",2,3,83365
"3597",3,"0V1A",4.072,"1","group1",4,3,83365
"3598",3,"0V1A",2.0799,"0","group1",4,3,83365
"3599",3,"0V1A",1.2124,"0","group1",4,3,83365
"3600",3,"0V1A",2.6947,"1","group1",4,3,83365
"3601",3,"0V1A",2.0466,"1","group1",2,3,83365
"3602",3,"0V1A",1.7758,"1","group1",2,3,83365
"3603",3,"0V1A",2.1459,"0","group1",2,3,83365
"3604",3,"0V1A",1.9555,"0","group1",2,3,83365
"3605",3,"0V1A",2.6904,"0","group1",2,3,83365
"3606",3,"0V1A",1.5715,"0","group1",2,3,83365
"3607",3,"0V1A",0.9035,"0","group1",2,3,83365
"3608",3,"0V1A",1.5482,"0","group1",2,3,83365
"3609",3,"0V1A",1.6081,"0","group1",3,3,83365
"3610",3,"0V1A",1.4599,"1","group1",3,3,83365
"3611",3,"0V1A",4.7857,"0","group1",3,3,83365
"3612",3,"0V1A",1.4223,"0","group1",3,3,83365
"7141",3,"1V0A",2.649,"1","group1",5,4,83365
"7142",3,"1V0A",2.27,"0","group1",5,4,83365
"7143",3,"1V0A",2.605,"0","group1",5,4,83365
"7144",3,"1V0A",1.1176,"1","group1",5,4,83365
"7145",3,"1V0A",2.0309,"0","group1",4,4,83365
"7146",3,"1V0A",1.9253,"0","group1",4,4,83365
"7147",3,"1V0A",2.544,"0","group1",4,4,83365
"7148",3,"1V0A",2.0928,"1","group1",4,4,83365
"7149",3,"1V0A",1.8421,"0","group1",2,3,83365
"7150",3,"1V0A",1.7391,"1","group1",2,3,83365
"7151",3,"1V0A",1.5341,"1","group1",2,3,83365
"7152",3,"1V0A",2.7399,"0","group1",2,3,83365
"7153",3,"1V0A",3.7518,"1","group1",4,3,83365
"7154",3,"1V0A",1.8507,"0","group1",4,3,83365
"7155",3,"1V0A",1.9594,"0","group1",4,3,83365
"7156",3,"1V0A",2.3853,"0","group1",4,3,83365
"7157",3,"1V0A",1.7318,"0","group1",2,3,83365
"7158",3,"1V0A",3.6084,"1","group1",2,3,83365
"7159",3,"1V0A",3.1271,"0","group1",2,3,83365
"7160",3,"1V0A",1.4399,"0","group1",2,3,83365
"7161",3,"1V0A",2.1761,"0","group1",2,3,83365
"7162",3,"1V0A",1.8595,"0","group1",2,3,83365
"7163",3,"1V0A",1.144,"0","group1",2,3,83365
"7164",3,"1V0A",1.3667,"0","group1",2,3,83365
"7165",3,"1V0A",1.0814,"1","group1",3,3,83365
"7166",3,"1V0A",1.7623,"1","group1",3,3,83365
"7167",3,"1V0A",1.1664,"1","group1",3,3,83365
"7168",3,"1V0A",1.0036,"1","group1",3,3,83365
"10697",3,"1V1A",5.2955,"1","group1",5,4,83365
"10698",3,"1V1A",1.7435,"1","group1",5,4,83365
"10699",3,"1V1A",1.3591,"1","group1",5,4,83365
"10700",3,"1V1A",1.6119,"1","group1",5,4,83365
"10701",3,"1V1A",5.0673,"0","group1",4,4,83365
"10702",3,"1V1A",3.7781,"1","group1",4,4,83365
"10703",3,"1V1A",3.0739,"0","group1",4,4,83365
"10704",3,"1V1A",2.5423,"1","group1",4,4,83365
"10705",3,"1V1A",2.0551,"0","group1",2,3,83365
"10706",3,"1V1A",1.5856,"0","group1",2,3,83365
"10707",3,"1V1A",2.2373,"1","group1",2,3,83365
"10708",3,"1V1A",1.9186,"1","group1",2,3,83365
"10709",3,"1V1A",1.7203,"0","group1",4,3,83365
"10710",3,"1V1A",1.5367,"0","group1",4,3,83365
"10711",3,"1V1A",1.494,"0","group1",4,3,83365
"10712",3,"1V1A",1.4776,"0","group1",4,3,83365
"10713",3,"1V1A",2.3545,"0","group1",2,3,83365
"10714",3,"1V1A",1.3185,"0","group1",2,3,83365
"10715",3,"1V1A",2.9642,"0","group1",2,3,83365
"10716",3,"1V1A",1.5422,"0","group1",2,3,83365
"10717",3,"1V1A",3.1762,"1","group1",2,3,83365
"10718",3,"1V1A",3.5152,"0","group1",2,3,83365
"10719",3,"1V1A",1.463,"0","group1",2,3,83365
"10720",3,"1V1A",4.709,"1","group1",2,3,83365
"10721",3,"1V1A",2.0061,"1","group1",3,3,83365
"10722",3,"1V1A",1.8624,"1","group1",3,3,83365
"10723",3,"1V1A",1.3448,"1","group1",3,3,83365
"10724",3,"1V1A",0.5368,"1","group1",3,3,83365
"14253",3,"1Vne1A",3.2352,"0","group1",5,4,83365
"14254",3,"1Vne1A",2.2846,"0","group1",5,4,83365
"14255",3,"1Vne1A",1.8531,"0","group1",5,4,83365
"14256",3,"1Vne1A",4.9997,"0","group1",5,4,83365
"14257",3,"1Vne1A",1.3293,"0","group1",4,4,83365
"14258",3,"1Vne1A",1.201,"0","group1",4,4,83365
"14259",3,"1Vne1A",2.4882,"0","group1",4,4,83365
"14260",3,"1Vne1A",1.3247,"0","group1",4,4,83365
"14261",3,"1Vne1A",2.8928,"0","group1",2,3,83365
"14262",3,"1Vne1A",3.4351,"1","group1",2,3,83365
"14263",3,"1Vne1A",3.0744,"1","group1",2,3,83365
"14264",3,"1Vne1A",1.8744,"0","group1",2,3,83365
"14265",3,"1Vne1A",4.6396,"0","group1",4,3,83365
"14266",3,"1Vne1A",3.5997,"1","group1",4,3,83365
"14267",3,"1Vne1A",2.4485,"0","group1",4,3,83365
"14268",3,"1Vne1A",1.9382,"1","group1",4,3,83365
"14269",3,"1Vne1A",2.0142,"0","group1",2,3,83365
"14270",3,"1Vne1A",2.0034,"0","group1",2,3,83365
"14271",3,"1Vne1A",1.5133,"0","group1",2,3,83365
"14272",3,"1Vne1A",1.4868,"0","group1",2,3,83365
"14273",3,"1Vne1A",2.2202,"1","group1",2,3,83365
"14274",3,"1Vne1A",2.7583,"1","group1",2,3,83365
"14275",3,"1Vne1A",3.851,"0","group1",2,3,83365
"14276",3,"1Vne1A",1.2951,"1","group1",2,3,83365
"14277",3,"1Vne1A",2.0458,"1","group1",3,3,83365
"14278",3,"1Vne1A",1.4894,"1","group1",3,3,83365
"14279",3,"1Vne1A",1.9901,"1","group1",3,3,83365
"14280",3,"1Vne1A",1.5089,"1","group1",3,3,83365
"57",8,"0V0A",2.0747,"0","group2",3,4,96007
"58",8,"0V0A",2.6458,"0","group2",3,4,96007
"59",8,"0V0A",2.377,"1","group2",3,4,96007
"60",8,"0V0A",1.2596,"1","group2",3,4,96007
"61",8,"0V0A",1.703,"0","group2",2,5,96007
"62",8,"0V0A",1.4419,"1","group2",2,5,96007
"63",8,"0V0A",0.9945,"1","group2",2,5,96007
"64",8,"0V0A",1.4237,"0","group2",2,5,96007
"65",8,"0V0A",1.4605,"0","group2",1,3,96007
"66",8,"0V0A",0.86,"0","group2",1,3,96007
"67",8,"0V0A",1.4079,"1","group2",1,3,96007
"68",8,"0V0A",3.6534,"0","group2",1,3,96007
"69",8,"0V0A",4.1417,"1","group2",1,3,96007
"70",8,"0V0A",1.299,"1","group2",1,3,96007
"71",8,"0V0A",2.2308,"0","group2",1,3,96007
"72",8,"0V0A",0.9153,"1","group2",1,3,96007
"73",8,"0V0A",0.9918,"1","group2",2,3,96007
"74",8,"0V0A",1.391,"1","group2",2,3,96007
"75",8,"0V0A",1.7071,"0","group2",2,3,96007
"76",8,"0V0A",1.6031,"1","group2",2,3,96007
"77",8,"0V0A",2.5939,"0","group2",3,4,96007
"78",8,"0V0A",1.4402,"0","group2",3,4,96007
"79",8,"0V0A",4.1866,"1","group2",3,4,96007
"80",8,"0V0A",1.8701,"0","group2",3,4,96007
"81",8,"0V0A",0.9358,"0","group2",2,4,96007
"82",8,"0V0A",0.8904,"1","group2",2,4,96007
"83",8,"0V0A",1.0304,"1","group2",2,4,96007
"84",8,"0V0A",0.9693,"1","group2",2,4,96007
"3613",8,"0V1A",2.5802,"1","group2",3,4,96007
"3614",8,"0V1A",2.063,"0","group2",3,4,96007
"3615",8,"0V1A",1.5392,"1","group2",3,4,96007
"3616",8,"0V1A",1.4647,"0","group2",3,4,96007
"3617",8,"0V1A",1.253,"0","group2",2,5,96007
"3618",8,"0V1A",1.6082,"0","group2",2,5,96007
"3619",8,"0V1A",1.3397,"0","group2",2,5,96007
"3620",8,"0V1A",0.9548,"1","group2",2,5,96007
"3621",8,"0V1A",1.6595,"0","group2",1,3,96007
"3622",8,"0V1A",1.5266,"0","group2",1,3,96007
"3623",8,"0V1A",2.6196,"0","group2",1,3,96007
"3624",8,"0V1A",1.0936,"0","group2",1,3,96007
"3625",8,"0V1A",1.8742,"1","group2",1,3,96007
"3626",8,"0V1A",1.5535,"0","group2",1,3,96007
"3627",8,"0V1A",3.2023,"1","group2",1,3,96007
"3628",8,"0V1A",0.6112,"1","group2",1,3,96007
"3629",8,"0V1A",2.3405,"1","group2",2,3,96007
"3630",8,"0V1A",1.1858,"0","group2",2,3,96007
"3631",8,"0V1A",1.6129,"1","group2",2,3,96007
"3632",8,"0V1A",2.5056,"1","group2",2,3,96007
"3633",8,"0V1A",1.7424,"1","group2",3,4,96007
"3634",8,"0V1A",2.1578,"1","group2",3,4,96007
"3635",8,"0V1A",3.235,"0","group2",3,4,96007
"3636",8,"0V1A",2.1251,"0","group2",3,4,96007
"3637",8,"0V1A",4.5247,"1","group2",2,4,96007
"3638",8,"0V1A",1.1132,"0","group2",2,4,96007
"3639",8,"0V1A",0.7959,"1","group2",2,4,96007
"3640",8,"0V1A",4.0589,"1","group2",2,4,96007
"7169",8,"1V0A",2.7908,"1","group2",3,4,96007
"7170",8,"1V0A",1.2243,"1","group2",3,4,96007
"7171",8,"1V0A",1.3812,"1","group2",3,4,96007
"7172",8,"1V0A",1.3937,"0","group2",3,4,96007
"7173",8,"1V0A",1.3655,"0","group2",2,5,96007
"7174",8,"1V0A",1.2357,"1","group2",2,5,96007
"7175",8,"1V0A",1.2415,"0","group2",2,5,96007
"7176",8,"1V0A",0.842,"1","group2",2,5,96007
"7177",8,"1V0A",1.8416,"1","group2",1,3,96007
"7178",8,"1V0A",1.1888,"1","group2",1,3,96007
"7179",8,"1V0A",2.8096,"0","group2",1,3,96007
"7180",8,"1V0A",1.0099,"1","group2",1,3,96007
"7181",8,"1V0A",1.6248,"0","group2",1,3,96007
"7182",8,"1V0A",2.2091,"1","group2",1,3,96007
"7183",8,"1V0A",1.2074,"1","group2",1,3,96007
"7184",8,"1V0A",1.1978,"1","group2",1,3,96007
"7185",8,"1V0A",2.8567,"0","group2",2,3,96007
"7186",8,"1V0A",1.9359,"0","group2",2,3,96007
"7187",8,"1V0A",1.5075,"1","group2",2,3,96007
"7188",8,"1V0A",1.265,"1","group2",2,3,96007
"7189",8,"1V0A",1.5419,"0","group2",3,4,96007
"7190",8,"1V0A",2.2932,"0","group2",3,4,96007
"7191",8,"1V0A",2.212,"0","group2",3,4,96007
"7192",8,"1V0A",1.6592,"1","group2",3,4,96007
"7193",8,"1V0A",2.2037,"0","group2",2,4,96007
"7194",8,"1V0A",4.90294700273879,"1","group2",2,4,96007
"7195",8,"1V0A",1.3162,"1","group2",2,4,96007
"7196",8,"1V0A",1.1891,"0","group2",2,4,96007
"10725",8,"1V1A",3.1359,"1","group2",3,4,96007
"10726",8,"1V1A",1.4183,"1","group2",3,4,96007
"10727",8,"1V1A",3.2564,"1","group2",3,4,96007
"10728",8,"1V1A",1.6074,"0","group2",3,4,96007
"10729",8,"1V1A",1.1255,"0","group2",2,5,96007
"10730",8,"1V1A",1.0469,"0","group2",2,5,96007
"10731",8,"1V1A",1.0271,"0","group2",2,5,96007
"10732",8,"1V1A",2.4993,"1","group2",2,5,96007
"10733",8,"1V1A",1.0757,"0","group2",1,3,96007
"10734",8,"1V1A",1.7694,"0","group2",1,3,96007
"10735",8,"1V1A",1.9301,"1","group2",1,3,96007
"10736",8,"1V1A",4.5011,"0","group2",1,3,96007
"10737",8,"1V1A",2.3758,"1","group2",1,3,96007
"10738",8,"1V1A",2.8919,"1","group2",1,3,96007
"10739",8,"1V1A",1.1404,"1","group2",1,3,96007
"10740",8,"1V1A",0.9921,"1","group2",1,3,96007
"10741",8,"1V1A",2.0328,"1","group2",2,3,96007
"10742",8,"1V1A",2.308,"1","group2",2,3,96007
"10743",8,"1V1A",3.8212,"1","group2",2,3,96007
"10744",8,"1V1A",3.9335,"0","group2",2,3,96007
"10745",8,"1V1A",2.2971,"0","group2",3,4,96007
"10746",8,"1V1A",1.7045,"1","group2",3,4,96007
"10747",8,"1V1A",1.9392,"1","group2",3,4,96007
"10748",8,"1V1A",1.455,"1","group2",3,4,96007
"10749",8,"1V1A",1.3265,"1","group2",2,4,96007
"10750",8,"1V1A",1.673,"0","group2",2,4,96007
"10751",8,"1V1A",0.7118,"1","group2",2,4,96007
"10752",8,"1V1A",1.2312,"0","group2",2,4,96007
"14281",8,"1Vne1A",1.7605,"1","group2",3,4,96007
"14282",8,"1Vne1A",1.8723,"1","group2",3,4,96007
"14283",8,"1Vne1A",1.377,"0","group2",3,4,96007
"14284",8,"1Vne1A",1.7534,"1","group2",3,4,96007
"14285",8,"1Vne1A",1.0261,"0","group2",2,5,96007
"14286",8,"1Vne1A",2.2723,"1","group2",2,5,96007
"14287",8,"1Vne1A",0.9734,"1","group2",2,5,96007
"14288",8,"1Vne1A",0.9843,"0","group2",2,5,96007
"14289",8,"1Vne1A",2.8731,"1","group2",1,3,96007
"14290",8,"1Vne1A",3.6638,"0","group2",1,3,96007
"14291",8,"1Vne1A",1.5253,"1","group2",1,3,96007
"14292",8,"1Vne1A",1.6431,"0","group2",1,3,96007
"14293",8,"1Vne1A",2.3172,"1","group2",1,3,96007
"14294",8,"1Vne1A",4.7138,"0","group2",1,3,96007
"14295",8,"1Vne1A",4.284,"0","group2",1,3,96007
"14296",8,"1Vne1A",1.5702,"0","group2",1,3,96007
"14297",8,"1Vne1A",2.2658,"1","group2",2,3,96007
"14298",8,"1Vne1A",1.1938,"1","group2",2,3,96007
"14299",8,"1Vne1A",3.3816,"1","group2",2,3,96007
"14300",8,"1Vne1A",4.4333,"1","group2",2,3,96007
"14301",8,"1Vne1A",2.0838,"0","group2",3,4,96007
"14302",8,"1Vne1A",4.90294700273879,"1","group2",3,4,96007
"14303",8,"1Vne1A",1.3982,"1","group2",3,4,96007
"14304",8,"1Vne1A",1.5423,"0","group2",3,4,96007
"14305",8,"1Vne1A",0.7434,"0","group2",2,4,96007
"14306",8,"1Vne1A",1.1069,"1","group2",2,4,96007
"14307",8,"1Vne1A",0.9582,"1","group2",2,4,96007
"14308",8,"1Vne1A",1.3354,"0","group2",2,4,96007
"85",9,"0V0A",7.376,"0","group2",3,4,96739
"86",9,"0V0A",12.538,"0","group2",3,4,96739
"87",9,"0V0A",5.927,"0","group2",3,4,96739
"88",9,"0V0A",7.4049,"0","group2",3,4,96739
"89",9,"0V0A",10.834,"0","group2",2,3,96739
"90",9,"0V0A",4.639,"1","group2",2,3,96739
"91",9,"0V0A",3.4939,"0","group2",2,3,96739
"92",9,"0V0A",9.765,"0","group2",2,3,96739
"93",9,"0V0A",3.566,"1","group2",1,3,96739
"94",9,"0V0A",6.422,"1","group2",1,3,96739
"95",9,"0V0A",2.403,"1","group2",1,3,96739
"96",9,"0V0A",4.432,"1","group2",1,3,96739
"97",9,"0V0A",4.6509,"0","group2",1,4,96739
"98",9,"0V0A",7.1799,"1","group2",1,4,96739
"99",9,"0V0A",7.57,"1","group2",1,4,96739
"100",9,"0V0A",3.563,"0","group2",1,4,96739
"101",9,"0V0A",8.2539,"1","group2",1,3,96739
"102",9,"0V0A",3.1309,"1","group2",1,3,96739
"103",9,"0V0A",2.2619,"0","group2",1,3,96739
"104",9,"0V0A",1.6329,"0","group2",1,3,96739
"105",9,"0V0A",14.755426308481,"0","group2",2,3,96739
"106",9,"0V0A",3.318,"0","group2",2,3,96739
"107",9,"0V0A",2.4279,"1","group2",2,3,96739
"108",9,"0V0A",2.009,"0","group2",2,3,96739
"109",9,"0V0A",6.3299,"1","group2",1,3,96739
"110",9,"0V0A",14.043,"0","group2",1,3,96739
"111",9,"0V0A",8.199,"1","group2",1,3,96739
"112",9,"0V0A",2.592,"0","group2",1,3,96739
"3641",9,"0V1A",8.98,"1","group2",3,4,96739
"3642",9,"0V1A",5.533,"1","group2",3,4,96739
"3643",9,"0V1A",6.5689,"0","group2",3,4,96739
"3644",9,"0V1A",5.6319,"0","group2",3,4,96739
"3645",9,"0V1A",5.478,"0","group2",2,3,96739
"3646",9,"0V1A",5.1279,"0","group2",2,3,96739
"3647",9,"0V1A",3.65,"1","group2",2,3,96739
"3648",9,"0V1A",2.8109,"1","group2",2,3,96739
"3649",9,"0V1A",6.084,"1","group2",1,3,96739
"3650",9,"0V1A",6.8659,"0","group2",1,3,96739
"3651",9,"0V1A",6.3079,"1","group2",1,3,96739
"3652",9,"0V1A",2.3499,"0","group2",1,3,96739
"3653",9,"0V1A",12.903,"0","group2",1,4,96739
"3654",9,"0V1A",3.0149,"0","group2",1,4,96739
"3655",9,"0V1A",5.4909,"0","group2",1,4,96739
"3656",9,"0V1A",3.362,"1","group2",1,4,96739
"3657",9,"0V1A",3.316,"0","group2",1,3,96739
