,subj_idx,movie,movie_arousal,movie_valence
235,56,imageLL10,2.0,1.0
236,56,imageHL9,2.0,2.0
237,56,imageHL13,3.0,3.0
238,56,imageHH6,3.0,4.0
239,56,imageHH10,3.0,4.0
240,56,imageLH9,4.0,2.0
241,56,imageLL5,4.0,2.0
242,56,imageLH4,4.0,2.0
282,56,imageLH11,3.0,2.0
283,56,imageLL6,4.0,1.0
284,56,imageHH13,4.0,2.0
285,56,imageHL4,5.0,4.0
286,56,imageHH5,3.0,3.0
287,56,imageHL12,3.0,4.0
288,56,imageLH14,3.0,1.0
289,56,imageLL14,3.0,2.0
0,57,imageHL4,4.0,3.0
1,57,imageLL5,5.0,5.0
2,57,imageHH8,3.0,3.0
3,57,imageLH13,4.0,2.0
4,57,imageHL3,3.0,3.0
5,57,imageHH5,2.0,2.0
6,57,imageLH3,4.0,4.0
7,57,imageLL12,4.0,4.0
47,57,imageHL11,4.0,4.0
48,57,imageLL6,2.0,1.0
49,57,imageHL2,4.0,4.0
50,57,imageHH4,3.0,3.0
51,57,imageLH2,2.0,2.0
52,57,imageLH5,3.0,4.0
53,57,imageLL3,3.0,3.0
54,57,imageHH11,3.0,3.0
94,57,imageHH13,3.0,3.0
95,57,imageLH4,2.0,2.0
96,57,imageLL8,1.0,1.0
97,57,imageLH1,2.0,2.0
98,57,imageHH3,2.0,2.0
99,57,imageHL9,3.0,3.0
100,57,imageLL2,1.0,1.0
101,57,imageHL7,4.0,4.0
141,57,imageLL13,2.0,1.0
142,57,imageLH6,4.0,1.0
143,57,imageHH1,5.0,1.0
144,57,imageLH8,4.0,2.0
145,57,imageHL1,3.0,3.0
146,57,imageLL1,5.0,1.0
147,57,imageHH2,4.0,4.0
148,57,imageHL14,3.0,3.0
188,57,imageHH6,3.0,3.0
189,57,imageHH14,3.0,3.0
190,57,imageHL10,3.0,3.0
191,57,imageHL5,4.0,4.0
192,57,imageLH10,3.0,1.0
193,57,imageLH12,4.0,1.0
194,57,imageLL9,3.0,2.0
195,57,imageLL7,3.0,2.0
235,57,imageHH10,3.0,2.0
236,57,imageLL11,3.0,2.0
237,57,imageHH9,4.0,4.0
238,57,imageHL13,4.0,4.0
239,57,imageHL6,4.0,3.0
240,57,imageLH11,3.0,2.0
241,57,imageLL10,3.0,1.0
242,57,imageLH9,3.0,1.0
282,57,imageLH7,3.0,1.0
283,57,imageLL4,4.0,1.0
284,57,imageHL12,3.0,4.0
285,57,imageLH14,4.0,1.0
286,57,imageHH12,4.0,4.0
287,57,imageHL8,3.0,3.0
288,57,imageHH7,4.0,4.0
289,57,imageLL14,3.0,3.0
0,58,imageLH4,5.0,2.0
1,58,imageLL2,4.0,1.0
2,58,imageHH7,2.0,4.0
3,58,imageLH11,5.0,3.0
4,58,imageHH8,2.0,3.0
5,58,imageHL14,1.0,2.0
6,58,imageLL8,4.0,2.0
7,58,imageHL3,2.0,2.0
47,58,imageHH1,4.0,3.0
48,58,imageHL5,2.0,4.0
49,58,imageLH1,4.0,2.0
50,58,imageLL14,4.0,3.0
51,58,imageHH4,3.0,4.0
52,58,imageLH7,5.0,2.0
53,58,imageLL11,4.0,2.0
54,58,imageHL9,4.0,3.0
94,58,imageHH9,3.0,4.0
95,58,imageHL11,1.0,3.0
96,58,imageLL6,4.0,1.0
97,58,imageHL2,1.0,3.0
98,58,imageHH2,3.0,4.0
99,58,imageLH2,4.0,2.0
100,58,imageLH5,5.0,2.0
101,58,imageLL1,5.0,1.0
141,58,imageLH3,5.0,3.0
142,58,imageHH11,4.0,3.0
143,58,imageHL4,4.0,3.0
144,58,imageHH6,3.0,3.0
145,58,imageLH12,4.0,3.0
146,58,imageLL12,4.0,3.0
147,58,imageHL1,2.0,3.0
148,58,imageLL13,4.0,1.0
188,58,imageHH14,1.0,3.0
189,58,imageHL7,4.0,1.0
190,58,imageLH13,4.0,3.0
191,58,imageHH12,3.0,3.0
192,58,imageLL9,4.0,3.0
193,58,imageLL7,3.0,3.0
194,58,imageHL8,1.0,3.0
195,58,imageLH8,3.0,3.0
235,58,imageLH14,4.0,1.0
236,58,imageLH10,5.0,1.0
237,58,imageLL10,4.0,1.0
238,58,imageLL4,3.0,1.0
239,58,imageHL13,3.0,3.0
240,58,imageHL12,2.0,3.0
241,58,imageHH10,3.0,3.0
242,58,imageHH5,2.0,4.0
282,58,imageLH9,4.0,2.0
283,58,imageHL6,1.0,4.0
284,58,imageHL10,1.0,4.0
285,58,imageLL5,4.0,2.0
286,58,imageLH6,4.0,2.0
287,58,imageHH13,4.0,2.0
288,58,imageHH3,2.0,2.0
289,58,imageLL3,3.0,3.0
0,59,imageHH6,4.0,2.0
1,59,imageLL4,4.0,1.0
2,59,imageHH5,5.0,4.0
3,59,imageLH9,4.0,1.0
4,59,imageHL7,4.0,2.0
5,59,imageLL3,4.0,4.0
6,59,imageLH1,5.0,1.0
7,59,imageHL12,4.0,4.0
47,59,imageHH8,4.0,5.0
48,59,imageHL3,3.0,4.0
49,59,imageLH10,5.0,1.0
50,59,imageLH4,5.0,1.0
51,59,imageLL2,3.0,1.0
52,59,imageHH11,5.0,4.0
53,59,imageHL4,4.0,5.0
54,59,imageLL10,2.0,1.0
94,59,imageHH3,4.0,4.0
95,59,imageLL14,2.0,2.0
96,59,imageLL1,5.0,1.0
97,59,imageHL9,4.0,4.0
98,59,imageHL6,3.0,2.0
99,59,imageLH2,4.0,2.0
100,59,imageHH4,4.0,4.0
101,59,imageLH11,3.0,3.0
141,59,imageHL14,4.0,4.0
142,59,imageHH14,3.0,3.0
143,59,imageHH2,3.0,4.0
144,59,imageLL5,5.0,2.0
145,59,imageHL11,3.0,3.0
146,59,imageLH14,4.0,1.0
147,59,imageLH6,5.0,3.0
148,59,imageLL12,2.0,1.0
188,59,imageLL9,4.0,2.0
189,59,imageLH3,5.0,3.0
190,59,imageHH1,5.0,3.0
191,59,imageHL5,4.0,3.0
192,59,imageLH8,4.0,2.0
193,59,imageHH10,3.0,3.0
194,59,imageLL8,4.0,3.0
195,59,imageHL13,4.0,4.0
235,59,imageLH5,5.0,3.0
236,59,imageLL7,5.0,1.0
237,59,imageHH12,4.0,3.0
238,59,imageHH7,4.0,5.0
239,59,imageHL10,3.0,3.0
240,59,imageLH13,3.0,1.0
241,59,imageHL2,3.0,4.0
242,59,imageLL13,2.0,2.0
282,59,imageLL6,2.0,1.0
283,59,imageHH13,4.0,3.0
284,59,imageHH9,4.0,4.0
285,59,imageLH7,5.0,1.0
286,59,imageLH12,5.0,2.0
287,59,imageHL1,5.0,4.0
288,59,imageLL11,5.0,3.0
289,59,imageHL8,4.0,2.0
0,60,imageHL2,3.0,3.0
1,60,imageHL3,1.0,3.0
2,60,imageLL2,1.0,2.0
3,60,imageLL1,1.0,2.0
4,60,imageLH4,1.0,3.0
5,60,imageHH6,1.0,3.0
6,60,imageHH11,2.0,3.0
7,60,imageLH7,1.0,3.0
47,60,imageHH13,3.0,3.0
48,60,imageHH3,1.0,3.0
49,60,imageHL10,1.0,3.0
50,60,imageHL9,3.0,4.0
51,60,imageLH11,1.0,3.0
52,60,imageLH8,1.0,3.0
53,60,imageLL4,1.0,3.0
54,60,imageLL3,2.0,3.0
94,60,imageLH12,1.0,3.0
95,60,imageHL5,3.0,4.0
96,60,imageLH3,1.0,3.0
97,60,imageLL5,1.0,3.0
98,60,imageHL6,2.0,3.0
99,60,imageHH10,2.0,3.0
100,60,imageLL6,3.0,2.0
101,60,imageHH12,3.0,3.0
141,60,imageHL12,1.0,3.0
142,60,imageHH7,2.0,3.0
143,60,imageHL13,2.0,3.0
144,60,imageLL7,1.0,3.0
145,60,imageLH13,3.0,4.0
146,60,imageHH2,3.0,4.0
147,60,imageLH6,1.0,3.0
148,60,imageLL12,1.0,3.0
188,60,imageHH5,3.0,4.0
189,60,imageHL1,4.0,4.0
190,60,imageLL13,3.0,4.0
191,60,imageHL8,2.0,3.0
192,60,imageHH14,1.0,3.0
193,60,imageLL8,4.0,4.0
194,60,imageLH9,1.0,3.0
195,60,imageLH10,1.0,3.0
235,60,imageHH1,3.0,2.0
236,60,imageHH9,4.0,4.0
237,60,imageHL14,2.0,3.0
238,60,imageHL11,2.0,3.0
239,60,imageLH2,1.0,3.0
240,60,imageLH5,1.0,3.0
241,60,imageLL9,1.0,3.0
242,60,imageLL14,1.0,3.0
282,60,imageHH8,1.0,3.0
283,60,imageLL11,1.0,3.0
284,60,imageLH1,1.0,3.0
285,60,imageHH4,2.0,3.0
286,60,imageLL10,2.0,2.0
287,60,imageHL7,2.0,3.0
288,60,imageHL4,3.0,4.0
289,60,imageLH14,1.0,3.0
0,61,imageLL4,4.0,1.0
1,61,imageLL6,3.0,1.0
2,61,imageLH14,4.0,1.0
3,61,imageLH1,5.0,3.0
4,61,imageHL5,2.0,4.0
5,61,imageHL8,1.0,5.0
6,61,imageHH5,3.0,4.0
7,61,imageHH14,2.0,4.0
47,61,imageLL9,4.0,3.0
48,61,imageLH8,2.0,4.0
49,61,imageHL9,1.0,4.0
50,61,imageLH2,1.0,3.0
51,61,imageHL11,1.0,3.0
52,61,imageHH11,3.0,4.0
53,61,imageLL1,4.0,1.0
54,61,imageHH8,1.0,3.0
94,61,imageHH7,4.0,5.0
95,61,imageHH4,5.0,5.0
96,61,imageLH10,4.0,1.0
97,61,imageLH3,1.0,3.0
98,61,imageHL10,2.0,4.0
99,61,imageLL14,1.0,3.0
100,61,imageHL7,3.0,2.0
101,61,imageLL2,1.0,1.0
141,61,imageLL11,5.0,3.0
142,61,imageLH4,4.0,1.0
143,61,imageHH1,4.0,1.0
144,61,imageLL13,1.0,1.0
145,61,imageHH9,1.0,4.0
146,61,imageHL14,5.0,5.0
147,61,imageLH12,3.0,3.0
148,61,imageHL1,3.0,4.0
188,61,imageLL5,5.0,2.0
189,61,imageHH6,4.0,4.0
190,61,imageLH9,3.0,3.0
191,61,imageHH3,1.0,3.0
192,61,imageLL3,4.0,3.0
193,61,imageHL6,1.0,3.0
194,61,imageHL12,4.0,5.0
195,61,imageLH7,3.0,1.0
235,61,imageLL10,4.0,1.0
236,61,imageHH13,4.0,3.0
237,61,imageLH6,1.0,3.0
238,61,imageLH5,5.0,4.0
239,61,imageHL2,1.0,5.0
240,61,imageLL7,1.0,3.0
241,61,imageHL3,5.0,5.0
242,61,imageHH2,3.0,5.0
282,61,imageHH12,3.0,4.0
283,61,imageHL13,4.0,5.0
284,61,imageLH13,5.0,1.0
285,61,imageLL12,3.0,3.0
286,61,imageLH11,4.0,2.0
287,61,imageLL8,5.0,3.0
288,61,imageHL4,4.0,3.0
289,61,imageHH10,2.0,2.0
0,62,imageLL12,4.0,1.0
1,62,imageHH14,3.0,5.0
2,62,imageHH2,5.0,3.0
3,62,imageLL13,2.0,1.0
4,62,imageHL6,3.0,3.0
5,62,imageLH7,5.0,1.0
6,62,imageLH8,4.0,2.0
7,62,imageHL1,5.0,4.0
47,62,imageLH2,5.0,1.0
48,62,imageHH5,3.0,3.0
49,62,imageHL7,2.0,1.0
50,62,imageHH10,2.0,2.0
51,62,imageLL5,5.0,1.0
52,62,imageLL4,4.0,1.0
53,62,imageLH5,5.0,1.0
54,62,imageHL2,3.0,3.0
94,62,imageHH9,1.0,2.0
95,62,imageLL6,4.0,1.0
96,62,imageHL12,3.0,3.0
97,62,imageHH6,5.0,4.0
98,62,imageLH3,5.0,2.0
99,62,imageHL10,2.0,3.0
100,62,imageLL14,4.0,1.0
101,62,imageLH1,5.0,1.0
141,62,imageHL14,4.0,4.0
142,62,imageHH4,5.0,5.0
143,62,imageLL8,5.0,3.0
144,62,imageLH9,5.0,2.0
145,62,imageHL3,3.0,4.0
146,62,imageLL11,5.0,3.0
147,62,imageHH1,5.0,1.0
148,62,imageLH4,4.0,3.0
188,62,imageLL9,5.0,2.0
189,62,imageLH10,5.0,1.0
190,62,imageHL11,1.0,1.0
191,62,imageHH3,3.0,1.0
192,62,imageHH8,5.0,4.0
193,62,imageLL3,5.0,3.0
194,62,imageHL9,5.0,3.0
195,62,imageLH13,5.0,1.0
235,62,imageLH11,5.0,3.0
236,62,imageHL13,5.0,4.0
237,62,imageLH6,5.0,1.0
238,62,imageHH13,5.0,1.0
239,62,imageLL2,5.0,1.0
240,62,imageHL4,5.0,4.0
241,62,imageHH11,5.0,3.0
242,62,imageLL10,3.0,1.0
282,62,imageHH12,5.0,3.0
283,62,imageHH7,5.0,5.0
284,62,imageLL1,5.0,1.0
285,62,imageLL7,5.0,2.0
286,62,imageHL5,5.0,3.0
287,62,imageHL8,3.0,3.0
288,62,imageLH12,5.0,2.0
289,62,imageLH14,5.0,1.0
0,63,imageHL6,4.0,5.0
1,63,imageLH8,4.0,3.0
2,63,imageLL13,3.0,4.0
3,63,imageLL9,3.0,4.0
4,63,imageHH8,3.0,4.0
5,63,imageLH1,3.0,4.0
6,63,imageHH4,4.0,3.0
7,63,imageHL4,3.0,2.0
47,63,imageHL13,3.0,4.0
48,63,imageHH13,3.0,4.0
49,63,imageLH14,3.0,4.0
50,63,imageLL6,3.0,4.0
51,63,imageLL4,3.0,4.0
52,63,imageHH6,4.0,4.0
53,63,imageHL11,4.0,3.0
54,63,imageLH12,4.0,3.0
94,63,imageHH12,4.0,5.0
95,63,imageLL7,3.0,4.0
96,63,imageHL2,3.0,4.0
97,63,imageLH2,4.0,3.0
98,63,imageHH3,3.0,4.0
99,63,imageHL14,3.0,2.0
100,63,imageLH7,3.0,4.0
101,63,imageLL3,5.0,5.0
141,63,imageHH2,4.0,5.0
142,63,imageHL5,4.0,4.0
143,63,imageHH1,3.0,4.0
144,63,imageLH5,3.0,4.0
145,63,imageLH11,3.0,4.0
146,63,imageHL8,3.0,4.0
147,63,imageLL1,2.0,3.0
148,63,imageLL5,2.0,3.0
188,63,imageLH6,4.0,3.0
189,63,imageHL12,3.0,4.0
190,63,imageLL2,3.0,4.0
191,63,imageHH11,4.0,3.0
192,63,imageHH5,3.0,4.0
193,63,imageLL12,3.0,4.0
194,63,imageHL1,3.0,3.0
195,63,imageLH3,3.0,2.0
235,63,imageLL14,3.0,4.0
236,63,imageHL3,3.0,3.0
237,63,imageHL9,3.0,4.0
238,63,imageLH10,3.0,3.0
239,63,imageHH14,3.0,4.0
240,63,imageHH9,4.0,3.0
241,63,imageLH13,3.0,4.0
242,63,imageLL8,4.0,3.0
282,63,imageLH4,1.0,2.0
283,63,imageHL7,3.0,4.0
284,63,imageHH10,3.0,4.0
285,63,imageHH7,4.0,3.0
286,63,imageLL11,4.0,3.0
287,63,imageHL10,3.0,4.0
288,63,imageLH9,3.0,4.0
289,63,imageLL10,3.0,2.0
0,64,imageHL3,3.0,2.0
1,64,imageHH4,5.0,4.0
2,64,imageLL11,4.0,1.0
3,64,imageLL13,4.0,1.0
4,64,imageHH10,4.0,1.0
5,64,imageLH5,3.0,2.0
6,64,imageHL8,1.0,3.0
7,64,imageLH6,4.0,1.0
47,64,imageHH6,2.0,4.0
48,64,imageHL4,5.0,2.0
49,64,imageLL3,3.0,2.0
50,64,imageLL14,5.0,1.0
51,64,imageHH8,4.0,2.0
52,64,imageLH4,4.0,1.0
53,64,imageHL7,3.0,2.0
54,64,imageLH8,4.0,1.0
94,64,imageLL8,4.0,1.0
95,64,imageHL9,3.0,2.0
96,64,imageLH11,3.0,2.0
97,64,imageLL5,4.0,1.0
98,64,imageHH9,3.0,4.0
99,64,imageLH3,3.0,2.0
100,64,imageHH2,5.0,4.0
101,64,imageHL11,2.0,3.0
141,64,imageLL4,5.0,1.0
142,64,imageHH13,3.0,2.0
143,64,imageLL9,4.0,1.0
144,64,imageLH7,4.0,1.0
145,64,imageHL5,5.0,4.0
146,64,imageHH7,2.0,3.0
147,64,imageHL2,3.0,3.0
148,64,imageLH2,3.0,1.0
188,64,imageLL6,4.0,1.0
189,64,imageLH13,4.0,1.0
190,64,imageLL2,4.0,1.0
191,64,imageLH12,3.0,2.0
192,64,imageHL13,3.0,3.0
193,64,imageHL10,1.0,3.0
194,64,imageHH14,2.0,3.0
195,64,imageHH3,1.0,3.0
235,64,imageHL1,5.0,2.0
236,64,imageHH5,2.0,3.0
237,64,imageLH10,3.0,1.0
238,64,imageHL14,2.0,3.0
239,64,imageHH12,2.0,3.0
240,64,imageLH14,2.0,1.0
241,64,imageLL10,4.0,1.0
242,64,imageLL12,2.0,1.0
282,64,imageHL6,2.0,3.0
283,64,imageLH9,3.0,1.0
284,64,imageLL7,3.0,1.0
285,64,imageLL1,5.0,1.0
286,64,imageHH1,3.0,2.0
287,64,imageHL12,2.0,2.0
288,64,imageHH11,4.0,3.0
289,64,imageLH1,5.0,1.0
0,65,imageLL10,1.0,1.0
1,65,imageLH14,4.0,1.0
2,65,imageHL10,3.0,4.0
3,65,imageHH9,4.0,4.0
4,65,imageLH2,5.0,1.0
5,65,imageHH1,5.0,1.0
6,65,imageLL8,3.0,2.0
7,65,imageHL8,1.0,3.0
47,65,imageLH12,4.0,2.0
48,65,imageHH2,5.0,4.0
49,65,imageHH11,2.0,2.0
50,65,imageLL4,3.0,1.0
51,65,imageHL12,3.0,4.0
52,65,imageLH5,4.0,1.0
53,65,imageHL3,3.0,4.0
54,65,imageLL11,2.0,1.0
94,65,imageLL12,3.0,2.0
95,65,imageHH6,4.0,1.0
96,65,imageHL14,2.0,4.0
97,65,imageLH1,4.0,1.0
98,65,imageLL6,2.0,1.0
99,65,imageHH3,3.0,2.0
100,65,imageHL6,3.0,3.0
101,65,imageLH3,4.0,2.0
141,65,imageLL9,3.0,2.0
142,65,imageHL9,2.0,4.0
143,65,imageHL7,4.0,4.0
144,65,imageHH14,2.0,5.0
145,65,imageLH6,4.0,1.0
146,65,imageHH5,2.0,2.0
147,65,imageLL3,2.0,1.0
148,65,imageLH8,4.0,2.0
188,65,imageHH4,2.0,3.0
189,65,imageHH10,4.0,2.0
190,65,imageLL5,4.0,1.0
191,65,imageLL14,3.0,2.0
192,65,imageLH9,4.0,3.0
193,65,imageHL2,1.0,2.0
194,65,imageHL5,3.0,2.0
195,65,imageLH13,1.0,1.0
235,65,imageLH4,4.0,2.0
236,65,imageLH7,3.0,1.0
237,65,imageLL13,3.0,2.0
238,65,imageLL7,2.0,1.0
239,65,imageHH8,2.0,2.0
240,65,imageHH13,4.0,3.0
241,65,imageHL1,4.0,5.0
242,65,imageHL4,4.0,4.0
282,65,imageLL2,4.0,1.0
283,65,imageLH10,5.0,1.0
284,65,imageLH11,2.0,2.0
285,65,imageHL13,4.0,3.0
286,65,imageHL11,2.0,2.0
287,65,imageHH7,3.0,4.0
288,65,imageHH12,4.0,4.0
289,65,imageLL1,4.0,1.0
0,66,imageHH10,2.0,3.0
1,66,imageLH7,4.0,1.0
2,66,imageLL4,2.0,1.0
3,66,imageHL11,1.0,5.0
4,66,imageHL4,3.0,3.0
5,66,imageHH3,1.0,3.0
6,66,imageLH8,3.0,3.0
7,66,imageLL12,2.0,2.0
47,66,imageHL14,1.0,3.0
48,66,imageLH6,5.0,4.0
49,66,imageLH12,4.0,2.0
50,66,imageLL5,5.0,1.0
51,66,imageLL11,3.0,3.0
52,66,imageHH6,3.0,3.0
53,66,imageHL8,1.0,3.0
54,66,imageHH8,3.0,3.0
94,66,imageHH14,3.0,3.0
95,66,imageLL2,4.0,1.0
96,66,imageHH2,1.0,3.0
97,66,imageHL12,1.0,3.0
98,66,imageLL1,3.0,1.0
99,66,imageHL7,3.0,3.0
100,66,imageLH5,2.0,2.0
101,66,imageLH11,4.0,2.0
141,66,imageLH3,3.0,3.0
142,66,imageHL10,1.0,1.0
143,66,imageHH12,3.0,3.0
144,66,imageLL13,3.0,1.0
145,66,imageHH9,3.0,3.0
146,66,imageLH4,4.0,2.0
147,66,imageHL6,1.0,3.0
148,66,imageLL7,4.0,2.0
188,66,imageLH9,4.0,2.0
189,66,imageLL14,4.0,1.0
190,66,imageHL13,1.0,3.0
191,66,imageHL1,4.0,4.0
192,66,imageHH7,3.0,3.0
193,66,imageHH1,5.0,1.0
194,66,imageLH14,3.0,1.0
195,66,imageLL6,3.0,1.0
235,66,imageHH4,3.0,3.0
236,66,imageHH5,3.0,3.0
237,66,imageHL3,4.0,2.0
238,66,imageLL3,3.0,3.0
239,66,imageHL2,1.0,1.0
240,66,imageLH13,3.0,1.0
241,66,imageLH2,4.0,1.0
242,66,imageLL9,3.0,1.0
282,66,imageHL5,3.0,3.0
283,66,imageLH10,4.0,1.0
284,66,imageLH1,4.0,1.0
285,66,imageLL10,4.0,1.0
286,66,imageHH13,4.0,2.0
287,66,imageLL8,3.0,3.0
288,66,imageHL9,3.0,3.0
289,66,imageHH11,3.0,3.0
0,68,imageLL3,2.0,2.0
1,68,imageHH1,3.0,3.0
2,68,imageHH9,4.0,3.0
3,68,imageLH1,4.0,3.0
4,68,imageLH7,5.0,1.0
5,68,imageLL14,3.0,2.0
6,68,imageHL8,2.0,3.0
7,68,imageHL1,5.0,4.0
47,68,imageHH4,4.0,3.0
48,68,imageLH2,4.0,2.0
49,68,imageHH2,5.0,5.0
50,68,imageLL9,4.0,2.0
51,68,imageHL2,2.0,3.0
52,68,imageHL11,2.0,3.0
53,68,imageLH5,4.0,3.0
54,68,imageLL11,4.0,2.0
94,68,imageLL2,4.0,2.0
95,68,imageLH4,4.0,1.0
96,68,imageHH5,4.0,4.0
97,68,imageHL4,4.0,3.0
98,68,imageHL3,3.0,3.0
99,68,imageLL10,3.0,2.0
100,68,imageHH10,3.0,3.0
101,68,imageLH9,4.0,2.0
141,68,imageLH8,4.0,2.0
142,68,imageHH14,3.0,4.0
143,68,imageLH10,4.0,2.0
144,68,imageLL1,5.0,1.0
145,68,imageLL6,4.0,1.0
146,68,imageHL13,4.0,3.0
147,68,imageHH13,3.0,2.0
148,68,imageHL14,3.0,3.0
188,68,imageLH3,5.0,3.0
189,68,imageLH13,4.0,2.0
190,68,imageHL5,3.0,3.0
191,68,imageHL9,3.0,3.0
192,68,imageHH11,4.0,3.0
193,68,imageHH3,2.0,3.0
194,68,imageLL13,3.0,3.0
195,68,imageLL7,3.0,3.0
235,68,imageHL6,3.0,3.0
236,68,imageLH14,3.0,1.0
237,68,imageLL4,4.0,2.0
238,68,imageHL10,1.0,3.0
239,68,imageHH6,3.0,3.0
240,68,imageHH8,3.0,3.0
241,68,imageLL12,3.0,2.0
242,68,imageLH12,4.0,3.0
282,68,imageHL12,3.0,4.0
283,68,imageHH12,4.0,4.0
284,68,imageLH6,4.0,2.0
285,68,imageHH7,3.0,3.0
286,68,imageLH11,4.0,3.0
287,68,imageLL8,4.0,1.0
288,68,imageLL5,5.0,1.0
289,68,imageHL7,3.0,2.0
0,69,imageLL13,3.0,3.0
1,69,imageHL9,4.0,4.0
2,69,imageLL7,4.0,2.0
3,69,imageHH13,3.0,3.0
4,69,imageLH9,2.0,2.0
5,69,imageLH7,3.0,1.0
6,69,imageHH4,1.0,3.0
7,69,imageHL7,2.0,2.0
47,69,imageLL6,2.0,2.0
48,69,imageHL6,1.0,3.0
49,69,imageLH8,3.0,3.0
50,69,imageHL13,2.0,3.0
51,69,imageHH1,4.0,2.0
52,69,imageHH2,3.0,3.0
53,69,imageLH4,3.0,3.0
54,69,imageLL12,2.0,3.0
94,69,imageHH11,2.0,3.0
95,69,imageHH6,1.0,3.0
96,69,imageHL14,2.0,3.0
97,69,imageLL9,4.0,4.0
98,69,imageHL4,4.0,4.0
99,69,imageLH5,4.0,4.0
100,69,imageLH2,2.0,2.0
101,69,imageLL14,2.0,1.0
141,69,imageHL11,1.0,3.0
142,69,imageHH14,2.0,3.0
143,69,imageLH6,3.0,3.0
144,69,imageLH10,4.0,1.0
145,69,imageLL1,3.0,1.0
146,69,imageLL4,3.0,2.0
147,69,imageHH10,2.0,2.0
148,69,imageHL12,3.0,3.0
188,69,imageHH8,2.0,3.0
189,69,imageHL8,1.0,3.0
190,69,imageLH11,2.0,2.0
191,69,imageHH3,1.0,3.0
192,69,imageHL5,3.0,4.0
193,69,imageLH13,2.0,2.0
194,69,imageLL10,2.0,1.0
195,69,imageLL11,3.0,3.0
235,69,imageLL2,3.0,2.0
236,69,imageLL8,4.0,4.0
237,69,imageLH14,3.0,1.0
238,69,imageLH3,3.0,3.0
239,69,imageHL10,1.0,3.0
240,69,imageHL1,3.0,3.0
241,69,imageHH7,4.0,4.0
242,69,imageHH12,3.0,3.0
282,69,imageLL3,3.0,2.0
283,69,imageHL2,2.0,3.0
284,69,imageLL5,4.0,3.0
285,69,imageLH12,3.0,3.0
286,69,imageHH9,2.0,3.0
287,69,imageHH5,1.0,3.0
288,69,imageHL3,2.0,4.0
289,69,imageLH1,4.0,2.0
0,70,imageHL2,4.0,4.0
1,70,imageHH3,2.0,4.0
2,70,imageLH6,4.0,4.0
3,70,imageLL8,5.0,3.0
4,70,imageLH13,5.0,3.0
5,70,imageHH4,5.0,5.0
6,70,imageLL1,2.0,1.0
7,70,imageHL4,5.0,5.0
47,70,imageHL10,3.0,3.0
48,70,imageHH5,4.0,4.0
49,70,imageHH13,3.0,3.0
50,70,imageLL9,5.0,2.0
51,70,imageLL10,3.0,3.0
52,70,imageLH12,5.0,2.0
53,70,imageHL11,5.0,2.0
54,70,imageLH1,5.0,1.0
94,70,imageLL2,5.0,1.0
95,70,imageLH9,5.0,1.0
96,70,imageHL6,5.0,1.0
97,70,imageHH8,5.0,3.0
98,70,imageHH7,4.0,4.0
99,70,imageLL12,4.0,1.0
100,70,imageLH11,3.0,1.0
101,70,imageHL14,4.0,4.0
141,70,imageLL7,5.0,2.0
142,70,imageHL13,4.0,2.0
143,70,imageLL14,3.0,3.0
144,70,imageHH14,3.0,4.0
145,70,imageHH2,5.0,4.0
146,70,imageLH3,5.0,3.0
147,70,imageHL9,4.0,2.0
148,70,imageLH8,4.0,1.0
188,70,imageHH6,3.0,3.0
189,70,imageHL5,4.0,3.0
190,70,imageLH7,4.0,1.0
191,70,imageHH1,5.0,1.0
192,70,imageLH14,4.0,1.0
193,70,imageHL7,5.0,2.0
194,70,imageLL11,4.0,1.0
195,70,imageLL3,5.0,3.0
235,70,imageHH12,5.0,4.0
236,70,imageLH4,5.0,2.0
237,70,imageHH9,5.0,3.0
238,70,imageHL12,5.0,5.0
239,70,imageHL1,5.0,3.0
240,70,imageLL5,5.0,3.0
241,70,imageLH5,5.0,3.0
242,70,imageLL4,4.0,1.0
282,70,imageHH10,3.0,1.0
283,70,imageHH11,5.0,3.0
284,70,imageLL6,3.0,1.0
285,70,imageHL3,5.0,4.0
286,70,imageLH10,5.0,1.0
287,70,imageHL8,2.0,4.0
288,70,imageLL13,3.0,1.0
289,70,imageLH2,5.0,3.0
0,71,imageHH12,3.0,3.0
1,71,imageHL8,2.0,2.0
2,71,imageLL6,3.0,1.0
3,71,imageLH8,4.0,3.0
4,71,imageLL12,5.0,2.0
5,71,imageLH11,4.0,3.0
6,71,imageHH11,4.0,4.0
7,71,imageHL5,5.0,4.0
47,71,imageHH2,4.0,4.0
48,71,imageLL1,5.0,1.0
49,71,imageLH9,4.0,1.0
50,71,imageHL7,4.0,3.0
51,71,imageHH8,4.0,4.0
52,71,imageHL10,2.0,3.0
53,71,imageLH1,5.0,1.0
54,71,imageLL7,5.0,2.0
94,71,imageHH6,3.0,4.0
95,71,imageLH10,5.0,1.0
96,71,imageHH14,3.0,5.0
97,71,imageLH2,5.0,1.0
98,71,imageHL4,5.0,4.0
99,71,imageHL6,3.0,3.0
100,71,imageLL4,4.0,1.0
101,71,imageLL14,4.0,4.0
141,71,imageLH12,5.0,3.0
142,71,imageHL12,3.0,4.0
143,71,imageLL8,5.0,2.0
144,71,imageHH5,3.0,4.0
145,71,imageLL2,3.0,1.0
146,71,imageHH10,4.0,3.0
147,71,imageHL1,5.0,3.0
148,71,imageLH14,4.0,1.0
