,subj_idx,movie,movie_arousal,movie_valence
5,40,imageLL7,5.0,2.0
6,40,imageHH5,2.0,3.0
7,40,imageHH8,4.0,3.0
29,40,imageLH10,4.0,1.0
30,40,imageLL5,5.0,2.0
31,40,imageHL4,5.0,2.0
32,40,imageLL6,4.0,2.0
33,40,imageHH12,3.0,3.0
34,40,imageLH3,5.0,4.0
35,40,imageHL9,4.0,4.0
36,40,imageHH3,1.0,3.0
58,40,imageLH6,1.0,4.0
59,40,imageHH10,5.0,4.0
60,40,imageHH4,5.0,5.0
61,40,imageLL12,2.0,2.0
62,40,imageLL9,4.0,2.0
63,40,imageLH11,4.0,2.0
64,40,imageHL14,5.0,4.0
65,40,imageHL8,2.0,4.0
87,40,imageHH14,5.0,5.0
88,40,imageLL4,5.0,1.0
89,40,imageLL13,3.0,2.0
90,40,imageHH2,5.0,4.0
91,40,imageHL6,1.0,1.0
92,40,imageHL3,1.0,2.0
93,40,imageLH5,3.0,2.0
94,40,imageLH2,5.0,2.0
116,40,imageLL3,1.0,3.0
117,40,imageHL5,5.0,5.0
118,40,imageHH7,4.0,4.0
119,40,imageLL14,5.0,3.0
120,40,imageHL2,4.0,4.0
121,40,imageLH7,5.0,2.0
122,40,imageHH1,5.0,2.0
123,40,imageLH1,5.0,2.0
145,40,imageLH9,1.0,1.0
146,40,imageHH6,5.0,3.0
147,40,imageLL2,4.0,3.0
148,40,imageHL1,5.0,4.0
149,40,imageLL10,2.0,2.0
150,40,imageHH11,5.0,4.0
151,40,imageHL10,1.0,2.0
152,40,imageLH12,3.0,3.0
174,40,imageHH13,1.0,1.0
175,40,imageHH9,5.0,5.0
176,40,imageHL7,4.0,3.0
177,40,imageHL13,2.0,3.0
178,40,imageLH13,3.0,3.0
179,40,imageLH14,5.0,3.0
180,40,imageLL1,5.0,2.0
181,40,imageLL11,5.0,5.0
0,41,imageLL2,4.0,3.0
1,41,imageHH9,4.0,4.0
2,41,imageLH13,4.0,1.0
3,41,imageHH11,4.0,3.0
4,41,imageLH14,3.0,1.0
5,41,imageHL3,4.0,3.0
6,41,imageHL2,3.0,3.0
7,41,imageLL1,4.0,2.0
29,41,imageHL12,4.0,3.0
30,41,imageLH4,4.0,2.0
31,41,imageLH12,5.0,2.0
32,41,imageHL10,4.0,4.0
33,41,imageHH7,4.0,4.0
34,41,imageLL3,3.0,3.0
35,41,imageLL11,5.0,4.0
36,41,imageHH1,4.0,3.0
58,41,imageLH3,5.0,3.0
59,41,imageHH2,3.0,3.0
60,41,imageHH10,3.0,3.0
61,41,imageHL6,1.0,3.0
62,41,imageHL8,4.0,3.0
63,41,imageLL12,5.0,2.0
64,41,imageLH11,4.0,3.0
65,41,imageLL10,3.0,1.0
87,41,imageHH5,3.0,3.0
88,41,imageHH13,4.0,3.0
89,41,imageHL5,1.0,3.0
90,41,imageHL1,4.0,4.0
91,41,imageLH2,2.0,3.0
92,41,imageLH10,4.0,1.0
93,41,imageLL4,3.0,2.0
94,41,imageLL5,5.0,2.0
116,41,imageHL13,2.0,3.0
117,41,imageHH6,4.0,4.0
118,41,imageLH8,4.0,3.0
119,41,imageLL8,4.0,3.0
120,41,imageLL9,5.0,3.0
121,41,imageHL14,4.0,3.0
122,41,imageHH8,4.0,3.0
123,41,imageLH9,4.0,2.0
145,41,imageHL4,5.0,4.0
146,41,imageLL6,3.0,1.0
147,41,imageHH4,3.0,4.0
148,41,imageLL13,2.0,2.0
149,41,imageHL11,2.0,3.0
150,41,imageHH3,3.0,3.0
151,41,imageLH7,5.0,2.0
152,41,imageLH6,4.0,2.0
174,41,imageHH14,4.0,5.0
175,41,imageHL9,2.0,3.0
176,41,imageLL14,3.0,3.0
177,41,imageLH5,5.0,3.0
178,41,imageHH12,3.0,3.0
179,41,imageHL7,3.0,2.0
180,41,imageLH1,5.0,2.0
181,41,imageLL7,3.0,2.0
0,42,imageLH8,3.0,3.0
1,42,imageHH11,1.0,3.0
2,42,imageHL2,3.0,4.0
3,42,imageHL1,1.0,3.0
4,42,imageHH14,2.0,4.0
5,42,imageLH11,2.0,2.0
6,42,imageLL13,3.0,2.0
7,42,imageLL5,4.0,2.0
29,42,imageLL14,4.0,3.0
30,42,imageLL1,4.0,2.0
31,42,imageLH14,3.0,1.0
32,42,imageHL4,1.0,3.0
33,42,imageLH1,1.0,2.0
34,42,imageHH8,3.0,4.0
35,42,imageHL12,4.0,4.0
36,42,imageHH7,2.0,5.0
58,42,imageLL6,5.0,1.0
59,42,imageHL14,4.0,5.0
60,42,imageHL3,3.0,4.0
61,42,imageHH1,4.0,3.0
62,42,imageLH4,2.0,2.0
63,42,imageHH9,2.0,4.0
64,42,imageLH12,4.0,3.0
65,42,imageLL10,4.0,2.0
87,42,imageHL13,5.0,5.0
88,42,imageLL9,2.0,2.0
89,42,imageHH6,1.0,3.0
90,42,imageHH5,1.0,3.0
91,42,imageLH13,3.0,3.0
92,42,imageLL11,1.0,2.0
93,42,imageHL8,3.0,3.0
94,42,imageLH7,3.0,2.0
116,42,imageLL2,2.0,1.0
117,42,imageLL12,3.0,3.0
118,42,imageLH10,3.0,1.0
119,42,imageLH9,1.0,1.0
120,42,imageHH2,2.0,3.0
121,42,imageHH4,3.0,4.0
122,42,imageHL11,2.0,3.0
123,42,imageHL7,5.0,4.0
145,42,imageLL4,5.0,3.0
146,42,imageLL7,2.0,3.0
147,42,imageHH3,1.0,3.0
148,42,imageHH10,4.0,3.0
149,42,imageHL10,3.0,3.0
150,42,imageLH5,3.0,3.0
151,42,imageLH2,2.0,3.0
152,42,imageHL9,5.0,4.0
174,42,imageHH13,3.0,3.0
175,42,imageLH3,3.0,3.0
176,42,imageHH12,2.0,3.0
177,42,imageLL8,5.0,2.0
178,42,imageHL6,2.0,3.0
179,42,imageLL3,2.0,3.0
180,42,imageLH6,2.0,3.0
181,42,imageHL5,4.0,3.0
0,43,imageHH11,4.0,4.0
1,43,imageHH7,3.0,4.0
2,43,imageLL14,3.0,1.0
3,43,imageLH12,2.0,3.0
4,43,imageHL3,1.0,3.0
5,43,imageLL5,4.0,2.0
6,43,imageHL11,1.0,3.0
7,43,imageLH7,4.0,1.0
29,43,imageHH1,4.0,2.0
30,43,imageHL14,3.0,4.0
31,43,imageLH8,4.0,2.0
32,43,imageLL10,3.0,1.0
33,43,imageHH10,1.0,4.0
34,43,imageHL2,2.0,4.0
35,43,imageLH1,3.0,1.0
36,43,imageLL7,1.0,1.0
58,43,imageLL4,2.0,3.0
59,43,imageLL3,4.0,4.0
60,43,imageHL1,5.0,4.0
61,43,imageHL5,2.0,2.0
62,43,imageHH12,4.0,3.0
63,43,imageLH9,2.0,2.0
64,43,imageLH2,1.0,1.0
65,43,imageHH4,1.0,3.0
87,43,imageHH6,2.0,4.0
88,43,imageLL6,3.0,1.0
89,43,imageLL2,3.0,2.0
90,43,imageHL4,4.0,3.0
91,43,imageLH13,4.0,4.0
92,43,imageHL12,4.0,4.0
93,43,imageHH14,3.0,3.0
94,43,imageLH14,4.0,1.0
116,43,imageLL13,3.0,3.0
117,43,imageLH5,4.0,2.0
118,43,imageLL9,3.0,1.0
119,43,imageHL13,1.0,4.0
120,43,imageLH3,4.0,3.0
121,43,imageHL6,3.0,3.0
122,43,imageHH2,3.0,5.0
123,43,imageHH13,2.0,2.0
145,43,imageLL1,3.0,4.0
146,43,imageHH8,3.0,5.0
147,43,imageHH5,4.0,4.0
148,43,imageHL9,3.0,4.0
149,43,imageHL10,3.0,3.0
150,43,imageLH10,4.0,3.0
151,43,imageLH11,4.0,2.0
152,43,imageLL12,2.0,1.0
174,43,imageLH4,4.0,2.0
175,43,imageLL11,5.0,4.0
176,43,imageLL8,4.0,3.0
177,43,imageHL8,1.0,3.0
178,43,imageLH6,4.0,2.0
179,43,imageHH3,1.0,3.0
180,43,imageHH9,2.0,3.0
181,43,imageHL7,4.0,4.0
0,44,imageHH1,4.0,2.0
1,44,imageHL7,2.0,2.0
2,44,imageLL2,4.0,2.0
3,44,imageLL1,3.0,3.0
4,44,imageHH12,4.0,3.0
5,44,imageLH12,5.0,3.0
6,44,imageHL4,2.0,3.0
7,44,imageLH3,4.0,3.0
29,44,imageLL7,4.0,2.0
30,44,imageLH4,3.0,2.0
31,44,imageHL1,2.0,3.0
32,44,imageLL3,3.0,3.0
33,44,imageLH14,4.0,1.0
34,44,imageHH2,2.0,3.0
35,44,imageHL12,2.0,4.0
36,44,imageHH6,2.0,3.0
58,44,imageLH2,4.0,2.0
59,44,imageLL4,3.0,2.0
60,44,imageHH14,1.0,3.0
61,44,imageLH9,4.0,3.0
62,44,imageHL8,1.0,3.0
63,44,imageHL2,1.0,3.0
64,44,imageHH13,4.0,3.0
65,44,imageLL10,2.0,1.0
87,44,imageHH3,2.0,3.0
88,44,imageLL13,4.0,2.0
89,44,imageHL3,1.0,3.0
90,44,imageLH13,4.0,2.0
91,44,imageHL10,2.0,3.0
92,44,imageHH7,1.0,3.0
93,44,imageLL5,4.0,3.0
94,44,imageLH1,5.0,1.0
116,44,imageLH11,4.0,2.0
117,44,imageHH10,3.0,3.0
118,44,imageHL14,2.0,3.0
119,44,imageLH5,4.0,4.0
120,44,imageHH5,3.0,3.0
121,44,imageHL5,2.0,3.0
122,44,imageLL14,3.0,2.0
123,44,imageLL9,2.0,3.0
145,44,imageLL11,4.0,3.0
146,44,imageHH9,4.0,3.0
147,44,imageLL12,4.0,2.0
148,44,imageLH10,4.0,1.0
149,44,imageHL11,1.0,3.0
150,44,imageLH6,3.0,3.0
151,44,imageHH4,2.0,3.0
152,44,imageHL13,3.0,3.0
174,44,imageHL9,3.0,3.0
175,44,imageHL6,2.0,3.0
176,44,imageLH7,5.0,1.0
177,44,imageLH8,4.0,2.0
178,44,imageHH8,3.0,4.0
179,44,imageHH11,2.0,3.0
180,44,imageLL6,3.0,1.0
181,44,imageLL8,4.0,3.0
0,45,imageLH4,3.0,3.0
1,45,imageHL6,4.0,4.0
2,45,imageHL12,3.0,3.0
3,45,imageHH1,4.0,4.0
4,45,imageHH9,2.0,3.0
5,45,imageLL3,2.0,3.0
6,45,imageLH1,5.0,3.0
7,45,imageLL13,4.0,2.0
29,45,imageLL8,5.0,2.0
30,45,imageHL4,4.0,4.0
31,45,imageHH2,3.0,3.0
32,45,imageHL11,3.0,1.0
33,45,imageHH11,5.0,3.0
34,45,imageLH3,4.0,3.0
35,45,imageLL4,4.0,1.0
36,45,imageLH2,4.0,1.0
58,45,imageLH9,5.0,5.0
59,45,imageLL10,4.0,1.0
60,45,imageHH4,2.0,5.0
61,45,imageHH3,2.0,1.0
62,45,imageHL13,5.0,4.0
63,45,imageLL2,3.0,3.0
64,45,imageHL3,3.0,3.0
65,45,imageLH14,4.0,1.0
87,45,imageLL11,4.0,3.0
88,45,imageHH8,5.0,5.0
89,45,imageHH5,1.0,3.0
90,45,imageLH11,5.0,5.0
91,45,imageHL5,1.0,4.0
92,45,imageHL2,1.0,5.0
93,45,imageLH6,3.0,3.0
94,45,imageLL14,4.0,3.0
116,45,imageHL1,3.0,3.0
117,45,imageLL9,5.0,1.0
118,45,imageHH13,4.0,3.0
119,45,imageLH8,5.0,1.0
120,45,imageHH14,5.0,5.0
121,45,imageLH12,5.0,5.0
122,45,imageLL1,5.0,1.0
123,45,imageHL7,1.0,1.0
145,45,imageLH10,5.0,1.0
146,45,imageHL8,1.0,3.0
147,45,imageHL14,3.0,3.0
148,45,imageLH13,5.0,1.0
149,45,imageLL6,5.0,1.0
150,45,imageHH12,5.0,5.0
151,45,imageHH10,1.0,2.0
152,45,imageLL5,5.0,1.0
174,45,imageHL10,3.0,3.0
175,45,imageLL7,3.0,3.0
176,45,imageHH7,1.0,5.0
177,45,imageLH7,4.0,1.0
178,45,imageHL9,5.0,3.0
179,45,imageLH5,4.0,4.0
180,45,imageLL12,4.0,1.0
181,45,imageHH6,3.0,3.0
0,46,imageLH6,5.0,2.0
1,46,imageLL2,4.0,4.0
2,46,imageLH13,5.0,2.0
3,46,imageHL5,5.0,3.0
4,46,imageLL9,5.0,3.0
5,46,imageHL13,2.0,3.0
6,46,imageHH8,3.0,3.0
7,46,imageHH13,4.0,4.0
29,46,imageLL3,3.0,2.0
30,46,imageHH14,4.0,4.0
31,46,imageHH7,2.0,5.0
32,46,imageLH5,5.0,4.0
33,46,imageLL10,5.0,5.0
34,46,imageHL14,4.0,4.0
35,46,imageLH11,4.0,4.0
36,46,imageHL2,1.0,1.0
58,46,imageLH12,5.0,4.0
59,46,imageHL11,2.0,3.0
60,46,imageLL12,4.0,4.0
61,46,imageLL11,4.0,4.0
62,46,imageHL12,2.0,2.0
63,46,imageLH2,5.0,2.0
64,46,imageHH11,4.0,2.0
65,46,imageHH2,3.0,4.0
87,46,imageHL9,2.0,2.0
88,46,imageHL10,3.0,3.0
89,46,imageHH6,4.0,4.0
90,46,imageHH12,4.0,4.0
91,46,imageLH9,5.0,4.0
92,46,imageLL14,4.0,3.0
93,46,imageLL4,4.0,4.0
94,46,imageLH14,5.0,2.0
116,46,imageHL6,4.0,3.0
117,46,imageLH10,3.0,2.0
118,46,imageLL8,5.0,5.0
119,46,imageHH5,2.0,3.0
120,46,imageHL8,3.0,3.0
121,46,imageLL13,3.0,3.0
122,46,imageLH1,5.0,4.0
123,46,imageHH3,4.0,4.0
145,46,imageHH1,5.0,4.0
146,46,imageLL1,4.0,4.0
147,46,imageHL7,3.0,3.0
148,46,imageHH9,3.0,4.0
149,46,imageLH3,4.0,4.0
150,46,imageLH7,5.0,3.0
151,46,imageLL6,4.0,4.0
152,46,imageHL1,1.0,3.0
174,46,imageLL5,5.0,5.0
175,46,imageLH8,4.0,4.0
176,46,imageHH4,4.0,4.0
177,46,imageLH4,5.0,4.0
178,46,imageLL7,5.0,3.0
179,46,imageHL3,1.0,1.0
180,46,imageHH10,2.0,1.0
181,46,imageHL4,4.0,3.0
0,47,imageLH9,4.0,3.0
1,47,imageLH13,4.0,2.0
2,47,imageHL4,4.0,3.0
3,47,imageHL5,3.0,2.0
4,47,imageHH7,5.0,5.0
5,47,imageLL3,2.0,3.0
6,47,imageHH4,5.0,5.0
7,47,imageLL5,5.0,5.0
29,47,imageHL3,5.0,5.0
30,47,imageHL12,5.0,5.0
31,47,imageLH6,5.0,5.0
32,47,imageHH11,5.0,5.0
33,47,imageLH8,5.0,5.0
34,47,imageHH6,4.0,4.0
35,47,imageLL13,5.0,5.0
36,47,imageLL4,5.0,5.0
58,47,imageLH1,5.0,5.0
59,47,imageHL14,4.0,4.0
60,47,imageHH9,2.0,3.0
61,47,imageLH2,5.0,3.0
62,47,imageLL10,2.0,1.0
63,47,imageHH10,2.0,2.0
64,47,imageHL13,2.0,2.0
65,47,imageLL2,5.0,4.0
87,47,imageHL9,3.0,5.0
88,47,imageHL10,3.0,5.0
89,47,imageLH4,5.0,3.0
90,47,imageHH3,2.0,2.0
91,47,imageHH1,5.0,3.0
92,47,imageLH5,5.0,4.0
93,47,imageLL9,5.0,1.0
94,47,imageLL1,5.0,2.0
116,47,imageHH5,5.0,5.0
117,47,imageHH14,5.0,5.0
118,47,imageHL6,4.0,3.0
119,47,imageLL6,3.0,1.0
120,47,imageLL8,4.0,1.0
121,47,imageLH10,3.0,1.0
122,47,imageLH14,3.0,1.0
123,47,imageHL8,3.0,4.0
145,47,imageHH2,4.0,5.0
146,47,imageHL2,4.0,5.0
147,47,imageHH13,5.0,1.0
148,47,imageHL7,5.0,1.0
149,47,imageLL11,5.0,1.0
150,47,imageLL7,5.0,1.0
151,47,imageLH7,5.0,1.0
152,47,imageLH11,5.0,3.0
174,47,imageLH12,5.0,3.0
175,47,imageHH12,5.0,5.0
176,47,imageLL14,4.0,2.0
177,47,imageHL11,3.0,2.0
178,47,imageHH8,5.0,5.0
179,47,imageLL12,3.0,2.0
180,47,imageLH3,3.0,1.0
181,47,imageHL1,5.0,5.0
0,48,imageLL4,5.0,2.0
1,48,imageLL3,3.0,2.0
2,48,imageHL12,4.0,3.0
3,48,imageHH2,3.0,4.0
4,48,imageLH14,4.0,1.0
5,48,imageHH3,2.0,2.0
6,48,imageLH1,4.0,1.0
7,48,imageHL4,4.0,3.0
29,48,imageHH12,4.0,4.0
30,48,imageLL10,4.0,1.0
31,48,imageLH11,4.0,2.0
32,48,imageHH4,3.0,3.0
33,48,imageHL10,2.0,4.0
34,48,imageLH4,4.0,3.0
35,48,imageHL3,2.0,2.0
36,48,imageLL6,3.0,1.0
58,48,imageHL11,2.0,2.0
59,48,imageHH10,4.0,3.0
60,48,imageLH10,5.0,1.0
61,48,imageHL2,2.0,4.0
62,48,imageLL11,5.0,2.0
63,48,imageLH8,5.0,2.0
64,48,imageLL14,4.0,2.0
65,48,imageHH1,4.0,2.0
87,48,imageLL12,3.0,1.0
88,48,imageHL14,3.0,4.0
89,48,imageLH12,5.0,2.0
90,48,imageLH7,4.0,1.0
91,48,imageHH5,3.0,4.0
92,48,imageHL1,3.0,3.0
93,48,imageLL13,3.0,1.0
94,48,imageHH8,3.0,3.0
116,48,imageHL5,3.0,3.0
117,48,imageLH3,5.0,1.0
118,48,imageLL2,5.0,1.0
119,48,imageHH6,2.0,3.0
120,48,imageLH9,4.0,1.0
121,48,imageHH14,3.0,3.0
122,48,imageLL5,5.0,2.0
123,48,imageHL8,3.0,3.0
145,48,imageLL8,5.0,2.0
146,48,imageHL9,4.0,1.0
147,48,imageHL7,4.0,2.0
148,48,imageHH11,3.0,3.0
149,48,imageLH6,5.0,2.0
150,48,imageHH9,3.0,3.0
151,48,imageLL1,4.0,1.0
152,48,imageLH5,5.0,2.0
174,48,imageHL13,4.0,3.0
175,48,imageHL6,2.0,3.0
176,48,imageLH2,5.0,1.0
177,48,imageLL9,4.0,2.0
178,48,imageLH13,3.0,1.0
179,48,imageHH13,4.0,1.0
180,48,imageHH7,3.0,4.0
181,48,imageLL7,4.0,2.0
0,49,imageHH4,1.0,5.0
1,49,imageHH3,1.0,2.0
2,49,imageHL1,3.0,2.0
3,49,imageLH2,4.0,3.0
4,49,imageLL6,4.0,1.0
5,49,imageHL2,3.0,4.0
6,49,imageLH1,5.0,3.0
7,49,imageLL1,4.0,1.0
29,49,imageHL5,1.0,3.0
30,49,imageHH6,2.0,3.0
31,49,imageLH5,2.0,3.0
32,49,imageHH1,3.0,2.0
33,49,imageLH6,4.0,2.0
34,49,imageHL4,4.0,1.0
35,49,imageLL3,1.0,3.0
36,49,imageLL2,5.0,1.0
58,49,imageHL3,1.0,3.0
59,49,imageHL6,1.0,3.0
60,49,imageHH2,1.0,3.0
61,49,imageLH3,3.0,3.0
62,49,imageHH5,1.0,3.0
63,49,imageLL4,3.0,1.0
64,49,imageLH4,4.0,2.0
65,49,imageLL7,3.0,3.0
87,49,imageLH8,2.0,3.0
88,49,imageHH8,1.0,2.0
89,49,imageHH7,1.0,5.0
90,49,imageLL5,3.0,1.0
91,49,imageHL8,1.0,2.0
92,49,imageLH7,1.0,1.0
93,49,imageLL8,3.0,2.0
94,49,imageHL9,3.0,1.0
116,49,imageHH12,2.0,4.0
117,49,imageHH9,1.0,5.0
118,49,imageHL10,1.0,2.0
119,49,imageHL12,1.0,5.0
120,49,imageLH12,3.0,3.0
121,49,imageLH9,1.0,3.0
122,49,imageLL14,2.0,2.0
123,49,imageLL9,4.0,3.0
145,49,imageHL14,1.0,5.0
146,49,imageHL7,3.0,1.0
147,49,imageHH10,4.0,2.0
148,49,imageLH11,3.0,2.0
149,49,imageLH10,3.0,1.0
150,49,imageHH13,2.0,3.0
151,49,imageLL10,3.0,1.0
152,49,imageLL12,1.0,3.0
174,49,imageHH11,2.0,4.0
175,49,imageHH14,1.0,2.0
176,49,imageHL13,3.0,4.0
177,49,imageHL11,1.0,3.0
178,49,imageLH14,3.0,1.0
179,49,imageLH13,5.0,4.0
180,49,imageLL11,3.0,3.0
181,49,imageLL13,2.0,1.0
0,50,imageLH12,5.0,1.0
1,50,imageLH14,3.0,1.0
2,50,imageLL3,5.0,2.0
3,50,imageHL4,5.0,3.0
4,50,imageLL8,5.0,2.0
5,50,imageHL7,4.0,1.0
6,50,imageHH12,5.0,4.0
7,50,imageHH1,5.0,1.0
29,50,imageHH14,5.0,3.0
30,50,imageLL5,5.0,1.0
31,50,imageHL9,2.0,3.0
32,50,imageHL12,4.0,2.0
33,50,imageHH11,5.0,3.0
34,50,imageLH9,3.0,2.0
35,50,imageLH8,5.0,3.0
36,50,imageLL10,3.0,1.0
58,50,imageLL4,5.0,2.0
59,50,imageHH2,4.0,4.0
60,50,imageLL12,5.0,3.0
61,50,imageHH7,1.0,1.0
62,50,imageHL6,1.0,1.0
63,50,imageLH3,5.0,3.0
64,50,imageHL3,5.0,3.0
65,50,imageLH13,5.0,1.0
87,50,imageHL1,5.0,2.0
88,50,imageLL14,5.0,3.0
89,50,imageLL13,3.0,2.0
90,50,imageHL5,4.0,4.0
91,50,imageLH2,3.0,1.0
92,50,imageLH4,1.0,1.0
93,50,imageHH4,3.0,3.0
94,50,imageHH8,4.0,4.0
116,50,imageHH5,1.0,3.0
117,50,imageLL2,1.0,3.0
118,50,imageLH6,1.0,2.0
119,50,imageLH5,5.0,3.0
120,50,imageHL13,4.0,3.0
121,50,imageHH6,4.0,3.0
122,50,imageLL1,5.0,1.0
123,50,imageHL10,4.0,3.0
145,50,imageHL8,4.0,4.0
146,50,imageLL6,3.0,1.0
147,50,imageHL2,5.0,3.0
148,50,imageLH10,5.0,1.0
149,50,imageHH10,5.0,1.0
150,50,imageHH13,5.0,1.0
151,50,imageLH7,5.0,1.0
152,50,imageLL9,5.0,3.0
174,50,imageHL11,1.0,3.0
175,50,imageHH9,5.0,5.0
176,50,imageLL11,5.0,3.0
177,50,imageLH1,3.0,1.0
178,50,imageHL14,3.0,3.0
179,50,imageLH11,5.0,3.0
180,50,imageLL7,4.0,3.0
181,50,imageHH3,1.0,3.0
0,51,imageHL8,2.0,4.0
1,51,imageLL8,5.0,2.0
2,51,imageLH1,5.0,2.0
3,51,imageLL6,3.0,1.0
4,51,imageHH11,4.0,3.0
5,51,imageHH4,3.0,5.0
6,51,imageLH8,3.0,2.0
7,51,imageHL1,2.0,3.0
29,51,imageHH12,3.0,5.0
30,51,imageHH1,5.0,2.0
31,51,imageHL9,3.0,4.0
32,51,imageLL4,4.0,1.0
33,51,imageHL2,1.0,3.0
34,51,imageLH13,4.0,1.0
35,51,imageLH5,5.0,3.0
36,51,imageLL1,4.0,2.0
58,51,imageLH10,4.0,1.0
59,51,imageHL11,2.0,4.0
60,51,imageHH3,2.0,2.0
61,51,imageLH9,4.0,2.0
62,51,imageLL10,3.0,1.0
63,51,imageHH5,1.0,4.0
64,51,imageLL2,4.0,1.0
65,51,imageHL5,3.0,4.0
87,51,imageHL3,2.0,2.0
88,51,imageHH2,2.0,4.0
89,51,imageHH10,4.0,2.0
90,51,imageLH2,5.0,1.0
91,51,imageLL5,4.0,2.0
92,51,imageLH7,4.0,1.0
93,51,imageHL14,3.0,4.0
94,51,imageLL7,5.0,2.0
116,51,imageHL4,5.0,4.0
117,51,imageHH13,4.0,2.0
118,51,imageLL9,4.0,1.0
119,51,imageLL13,2.0,1.0
120,51,imageLH11,3.0,2.0
121,51,imageHL6,2.0,3.0
122,51,imageLH4,4.0,2.0
123,51,imageHH6,3.0,3.0
145,51,imageLL3,3.0,2.0
146,51,imageHL7,3.0,2.0
147,51,imageHH7,3.0,4.0
148,51,imageLH6,4.0,2.0
149,51,imageLL12,3.0,2.0
150,51,imageLH3,4.0,2.0
151,51,imageHH9,4.0,4.0
152,51,imageHL13,3.0,3.0
174,51,imageHH8,3.0,4.0
175,51,imageHH14,2.0,4.0
176,51,imageLL14,2.0,1.0
177,51,imageHL10,2.0,4.0
178,51,imageLL11,4.0,1.0
179,51,imageLH12,4.0,2.0
180,51,imageHL12,3.0,4.0
181,51,imageLH14,3.0,1.0
0,53,imageLL3,3.0,3.0
1,53,imageLH4,4.0,2.0
2,53,imageHH4,5.0,4.0
3,53,imageHH2,4.0,4.0
4,53,imageLH10,4.0,1.0
5,53,imageHL14,5.0,5.0
6,53,imageHL1,5.0,4.0
7,53,imageLL7,5.0,2.0
29,53,imageLL14,5.0,1.0
30,53,imageHL6,4.0,1.0
31,53,imageLH13,4.0,2.0
32,53,imageLH7,4.0,3.0
33,53,imageHL4,5.0,4.0
34,53,imageLL11,5.0,4.0
35,53,imageHH3,3.0,1.0
36,53,imageHH11,4.0,2.0
58,53,imageHH1,5.0,3.0
59,53,imageHL10,1.0,2.0
60,53,imageHL9,4.0,4.0
61,53,imageHH6,5.0,4.0
62,53,imageLH3,5.0,3.0
63,53,imageLL10,3.0,1.0
64,53,imageLL6,3.0,3.0
65,53,imageLH5,4.0,4.0
87,53,imageHH12,4.0,4.0
88,53,imageLH8,5.0,3.0
89,53,imageHH8,4.0,4.0
90,53,imageHL2,2.0,3.0
91,53,imageLH9,4.0,3.0
92,53,imageLL13,3.0,1.0
93,53,imageHL13,4.0,3.0
94,53,imageLL2,4.0,1.0
116,53,imageLL8,5.0,2.0
117,53,imageHL8,2.0,1.0
118,53,imageLL1,5.0,2.0
119,53,imageHH5,3.0,3.0
120,53,imageLH14,3.0,1.0
121,53,imageLH1,5.0,2.0
122,53,imageHL5,3.0,1.0
123,53,imageHH14,3.0,4.0
145,53,imageHH7,1.0,3.0
146,53,imageLL9,3.0,2.0
147,53,imageLH2,5.0,3.0
148,53,imageLL5,5.0,3.0
149,53,imageHH13,5.0,3.0
150,53,imageLH11,4.0,2.0
151,53,imageHL12,3.0,3.0
152,53,imageHL3,3.0,3.0
174,53,imageHL7,4.0,1.0
175,53,imageHL11,3.0,3.0
176,53,imageHH9,4.0,5.0
177,53,imageLH12,5.0,2.0
178,53,imageHH10,5.0,3.0
179,53,imageLL12,3.0,1.0
180,53,imageLH6,3.0,3.0
181,53,imageLL4,3.0,2.0
0,54,imageHL8,1.0,3.0
1,54,imageHH8,3.0,2.0
2,54,imageHL1,5.0,4.0
3,54,imageLH1,5.0,2.0
4,54,imageLL9,5.0,1.0
5,54,imageLH4,5.0,1.0
6,54,imageLL7,2.0,3.0
7,54,imageHH11,4.0,4.0
29,54,imageHL2,3.0,4.0
30,54,imageHH7,2.0,2.0
31,54,imageHL10,4.0,1.0
32,54,imageLL1,5.0,1.0
33,54,imageLH13,4.0,2.0
34,54,imageLL10,2.0,3.0
35,54,imageHH6,4.0,3.0
36,54,imageLH11,5.0,2.0
58,54,imageHH10,4.0,2.0
59,54,imageHL9,3.0,3.0
60,54,imageLH3,5.0,1.0
61,54,imageHH14,5.0,1.0
62,54,imageLL13,4.0,2.0
63,54,imageHL5,4.0,2.0
64,54,imageLH9,4.0,3.0
65,54,imageLL2,4.0,2.0
87,54,imageLH8,2.0,3.0
88,54,imageHL12,3.0,4.0
89,54,imageHH4,5.0,3.0
90,54,imageLL3,1.0,3.0
91,54,imageHH9,1.0,3.0
92,54,imageLH14,5.0,1.0
93,54,imageHL6,3.0,3.0
94,54,imageLL12,3.0,2.0
116,54,imageHH2,4.0,2.0
117,54,imageLL11,2.0,3.0
118,54,imageHL7,2.0,3.0
119,54,imageLH6,2.0,3.0
120,54,imageLL4,5.0,1.0
121,54,imageHH5,4.0,3.0
122,54,imageHL11,3.0,3.0
123,54,imageLH7,5.0,2.0
145,54,imageHH13,3.0,2.0
146,54,imageLH12,5.0,1.0
147,54,imageLL6,4.0,2.0
148,54,imageLH10,5.0,1.0
149,54,imageHH3,1.0,3.0
150,54,imageLL5,4.0,3.0
151,54,imageHL13,2.0,3.0
152,54,imageHL3,1.0,3.0
174,54,imageLL14,4.0,3.0
175,54,imageHL4,5.0,2.0
176,54,imageHL14,3.0,4.0
177,54,imageLL8,5.0,3.0
178,54,imageLH2,5.0,2.0
