,subj_idx,movie,movie_arousal,movie_valence
7,1,imageLH1,5.0,5.0
29,1,imageHH1,3.0,3.0
30,1,imageLH5,5.0,5.0
31,1,imageHL7,3.0,3.0
32,1,imageLH8,2.0,2.0
33,1,imageHL12,2.0,2.0
34,1,imageLL14,3.0,3.0
35,1,imageHH2,3.0,3.0
36,1,imageLL9,3.0,3.0
58,1,imageLL12,2.0,2.0
59,1,imageLL8,2.0,2.0
60,1,imageLH11,2.0,2.0
61,1,imageLH7,2.0,2.0
62,1,imageHH10,3.0,3.0
63,1,imageHH4,2.0,2.0
64,1,imageHL8,2.0,2.0
65,1,imageHL14,2.0,2.0
87,1,imageLH13,2.0,2.0
88,1,imageHH14,3.0,3.0
89,1,imageLH6,2.0,2.0
90,1,imageLL3,3.0,3.0
91,1,imageLL11,3.0,3.0
92,1,imageHH3,4.0,4.0
93,1,imageHL6,4.0,4.0
94,1,imageHL5,5.0,5.0
116,1,imageLL1,2.0,2.0
117,1,imageLH9,3.0,3.0
118,1,imageLL10,3.0,3.0
119,1,imageHL2,3.0,3.0
120,1,imageHL3,3.0,3.0
121,1,imageHH9,3.0,3.0
122,1,imageLH2,3.0,3.0
123,1,imageHH12,3.0,3.0
145,1,imageHH6,2.0,2.0
146,1,imageHL9,3.0,3.0
147,1,imageLH3,1.0,1.0
148,1,imageHH8,4.0,4.0
149,1,imageLH14,3.0,3.0
150,1,imageLL7,4.0,4.0
151,1,imageLL2,4.0,4.0
152,1,imageHL1,4.0,4.0
174,1,imageHL11,3.0,3.0
175,1,imageLH4,2.0,2.0
176,1,imageLL5,2.0,3.0
177,1,imageLH12,3.0,2.0
178,1,imageHL10,3.0,3.0
179,1,imageLL6,3.0,3.0
180,1,imageHH5,2.0,2.0
181,1,imageHH7,3.0,3.0
0,2,imageHH6,1.0,2.0
1,2,imageHL7,4.0,2.0
2,2,imageHL5,3.0,3.0
3,2,imageHH14,2.0,4.0
4,2,imageLL1,5.0,1.0
5,2,imageLH1,5.0,1.0
6,2,imageLL9,4.0,1.0
7,2,imageLH12,5.0,1.0
29,2,imageLH14,5.0,1.0
30,2,imageLH2,4.0,1.0
31,2,imageHH3,2.0,3.0
32,2,imageLL2,3.0,1.0
33,2,imageHL14,4.0,4.0
34,2,imageLL13,4.0,2.0
35,2,imageHH4,4.0,4.0
36,2,imageHL11,1.0,3.0
58,2,imageLH11,4.0,2.0
59,2,imageHH9,4.0,4.0
60,2,imageLL12,5.0,1.0
61,2,imageLL10,3.0,1.0
62,2,imageHH7,3.0,3.0
63,2,imageHL8,3.0,2.0
64,2,imageHL3,4.0,3.0
65,2,imageLH13,4.0,1.0
87,2,imageHL10,3.0,1.0
88,2,imageHL13,3.0,3.0
89,2,imageHH13,4.0,1.0
90,2,imageHH5,1.0,3.0
91,2,imageLL6,3.0,1.0
92,2,imageLL5,5.0,1.0
93,2,imageLH7,4.0,1.0
94,2,imageLH5,5.0,3.0
116,2,imageLL11,5.0,1.0
117,2,imageLH3,5.0,1.0
118,2,imageLH8,5.0,1.0
119,2,imageHH11,3.0,3.0
120,2,imageLL14,5.0,1.0
121,2,imageHH10,3.0,3.0
122,2,imageHL9,4.0,1.0
123,2,imageHL6,2.0,3.0
145,2,imageLH4,4.0,2.0
146,2,imageHL12,3.0,3.0
147,2,imageHL4,4.0,4.0
148,2,imageHH12,3.0,3.0
149,2,imageLL8,5.0,1.0
150,2,imageLL3,3.0,3.0
151,2,imageHH2,2.0,3.0
152,2,imageLH10,5.0,1.0
174,2,imageLL4,5.0,1.0
175,2,imageHL2,1.0,3.0
176,2,imageLL7,4.0,2.0
177,2,imageLH9,4.0,1.0
178,2,imageHL1,3.0,4.0
179,2,imageHH8,2.0,3.0
180,2,imageLH6,4.0,2.0
181,2,imageHH1,4.0,2.0
0,3,imageLH11,4.0,2.0
1,3,imageHL10,4.0,4.0
2,3,imageLL14,4.0,2.0
3,3,imageHH4,4.0,3.0
4,3,imageLL13,2.0,1.0
5,3,imageLH13,2.0,1.0
6,3,imageHL4,4.0,3.0
7,3,imageHH3,4.0,3.0
29,3,imageLL7,4.0,3.0
30,3,imageHH1,2.0,2.0
31,3,imageHL9,3.0,2.0
32,3,imageLL11,5.0,2.0
33,3,imageHH2,4.0,4.0
34,3,imageHL8,4.0,3.0
35,3,imageLH4,3.0,1.0
36,3,imageLH12,3.0,2.0
58,3,imageHH7,4.0,4.0
59,3,imageLH10,4.0,1.0
60,3,imageHL7,2.0,1.0
61,3,imageLL10,2.0,1.0
62,3,imageHH12,2.0,2.0
63,3,imageHL11,2.0,2.0
64,3,imageLH3,3.0,1.0
65,3,imageLL9,3.0,1.0
87,3,imageLH2,3.0,1.0
88,3,imageLH1,3.0,1.0
89,3,imageLL4,4.0,1.0
90,3,imageLL12,2.0,1.0
91,3,imageHL14,5.0,4.0
92,3,imageHH8,5.0,4.0
93,3,imageHH6,5.0,4.0
94,3,imageHL12,3.0,3.0
116,3,imageHL1,2.0,4.0
117,3,imageLL1,3.0,1.0
118,3,imageHH5,4.0,4.0
119,3,imageLH9,2.0,1.0
120,3,imageHH13,3.0,1.0
121,3,imageHL2,4.0,4.0
122,3,imageLL2,4.0,1.0
123,3,imageLH8,2.0,1.0
145,3,imageHH9,4.0,4.0
146,3,imageLL3,2.0,1.0
147,3,imageHL3,4.0,3.0
148,3,imageHL6,2.0,2.0
149,3,imageLH7,3.0,1.0
150,3,imageLL8,4.0,1.0
151,3,imageHH10,3.0,2.0
152,3,imageLH14,4.0,1.0
174,3,imageLH5,3.0,1.0
175,3,imageHH14,5.0,5.0
176,3,imageLL5,3.0,1.0
177,3,imageHL5,3.0,3.0
178,3,imageLH6,2.0,2.0
179,3,imageHH11,3.0,3.0
180,3,imageLL6,2.0,1.0
181,3,imageHL13,4.0,4.0
0,4,imageHH3,2.0,2.0
1,4,imageLH5,4.0,4.0
2,4,imageHH6,1.0,3.0
3,4,imageLL8,5.0,4.0
4,4,imageHL6,1.0,3.0
5,4,imageHL4,4.0,2.0
6,4,imageLH13,3.0,2.0
7,4,imageLL6,2.0,1.0
29,4,imageLH12,4.0,2.0
30,4,imageLL10,2.0,1.0
31,4,imageLL5,5.0,4.0
32,4,imageHL13,2.0,2.0
33,4,imageHL2,1.0,4.0
34,4,imageHH2,3.0,4.0
35,4,imageLH3,3.0,4.0
36,4,imageHH14,2.0,5.0
58,4,imageHH11,3.0,2.0
59,4,imageHH5,2.0,2.0
60,4,imageLH8,3.0,2.0
61,4,imageLH7,3.0,1.0
62,4,imageLL3,2.0,4.0
63,4,imageHL7,3.0,2.0
64,4,imageHL5,3.0,2.0
65,4,imageLL4,4.0,1.0
87,4,imageHH10,3.0,2.0
88,4,imageLH2,3.0,2.0
89,4,imageHH4,3.0,4.0
90,4,imageLH6,4.0,4.0
91,4,imageHL11,1.0,3.0
92,4,imageHL12,2.0,1.0
93,4,imageLL2,3.0,2.0
94,4,imageLL1,5.0,2.0
116,4,imageHL14,3.0,5.0
117,4,imageHH12,4.0,4.0
118,4,imageLH9,4.0,2.0
119,4,imageLL12,3.0,2.0
120,4,imageHH8,3.0,5.0
121,4,imageLH1,3.0,2.0
122,4,imageLL13,2.0,2.0
123,4,imageHL9,2.0,2.0
145,4,imageLH10,3.0,2.0
146,4,imageHL1,4.0,4.0
147,4,imageLL9,3.0,2.0
148,4,imageHH1,3.0,1.0
149,4,imageLL14,4.0,1.0
150,4,imageHH9,2.0,4.0
151,4,imageHL3,1.0,4.0
152,4,imageLH11,3.0,2.0
174,4,imageHL10,3.0,4.0
175,4,imageLL11,4.0,2.0
176,4,imageHH7,2.0,4.0
177,4,imageHH13,3.0,2.0
178,4,imageHL8,1.0,4.0
179,4,imageLL7,3.0,2.0
180,4,imageLH14,2.0,1.0
181,4,imageLH4,2.0,2.0
0,5,imageHH5,1.0,4.0
1,5,imageHH4,4.0,3.0
2,5,imageLH4,4.0,2.0
3,5,imageLH3,3.0,3.0
4,5,imageLL7,2.0,2.0
5,5,imageLL12,3.0,2.0
6,5,imageHL3,3.0,3.0
7,5,imageHL8,3.0,4.0
29,5,imageHH9,3.0,4.0
30,5,imageLL4,3.0,2.0
31,5,imageHH14,2.0,3.0
32,5,imageLL10,3.0,1.0
33,5,imageLH2,3.0,2.0
34,5,imageHL2,1.0,3.0
35,5,imageLH10,4.0,1.0
36,5,imageHL9,3.0,2.0
58,5,imageHL11,2.0,3.0
59,5,imageHH3,2.0,2.0
60,5,imageLH12,4.0,3.0
61,5,imageLH7,4.0,2.0
62,5,imageLL3,3.0,2.0
63,5,imageHL10,3.0,4.0
64,5,imageHH8,2.0,3.0
65,5,imageLL14,3.0,2.0
87,5,imageHH13,2.0,2.0
88,5,imageLL11,4.0,3.0
89,5,imageHH12,2.0,3.0
90,5,imageLH1,4.0,1.0
91,5,imageLL9,3.0,2.0
92,5,imageHL14,2.0,3.0
93,5,imageHL12,2.0,3.0
94,5,imageLH8,3.0,2.0
116,5,imageLL13,3.0,2.0
117,5,imageHL4,4.0,3.0
118,5,imageLL6,2.0,1.0
119,5,imageLH9,2.0,2.0
120,5,imageHL13,3.0,2.0
121,5,imageHH6,2.0,2.0
122,5,imageLH14,2.0,1.0
123,5,imageHH2,3.0,3.0
145,5,imageLL8,2.0,2.0
146,5,imageHH1,4.0,3.0
147,5,imageHL7,3.0,3.0
148,5,imageLH6,2.0,2.0
149,5,imageLL2,3.0,2.0
150,5,imageLH5,4.0,3.0
151,5,imageHH10,3.0,2.0
152,5,imageHL6,2.0,3.0
174,5,imageHL1,4.0,3.0
175,5,imageLH11,4.0,3.0
176,5,imageLH13,3.0,2.0
177,5,imageHH7,2.0,4.0
178,5,imageLL5,4.0,3.0
179,5,imageLL1,3.0,3.0
180,5,imageHH11,2.0,3.0
181,5,imageHL5,4.0,3.0
0,7,imageLH8,4.0,3.0
1,7,imageHH11,5.0,3.0
2,7,imageLH5,5.0,2.0
3,7,imageHH9,3.0,3.0
4,7,imageHL11,3.0,3.0
5,7,imageLL11,1.0,1.0
6,7,imageLL2,4.0,1.0
7,7,imageHL8,5.0,5.0
29,7,imageLH13,4.0,3.0
30,7,imageHH7,3.0,3.0
31,7,imageLH10,2.0,1.0
32,7,imageHH8,4.0,5.0
33,7,imageLL8,4.0,2.0
34,7,imageHL5,3.0,3.0
35,7,imageLL10,3.0,1.0
36,7,imageHL10,4.0,3.0
58,7,imageHH5,4.0,5.0
59,7,imageHL1,1.0,1.0
60,7,imageLH6,3.0,2.0
61,7,imageLH4,5.0,2.0
62,7,imageLL14,5.0,1.0
63,7,imageHH6,3.0,3.0
64,7,imageLL5,5.0,2.0
65,7,imageHL13,3.0,3.0
87,7,imageLH3,5.0,1.0
88,7,imageHL6,4.0,4.0
89,7,imageLL1,5.0,1.0
90,7,imageLL9,3.0,1.0
91,7,imageHH3,3.0,2.0
92,7,imageHL14,4.0,3.0
93,7,imageHH4,5.0,5.0
94,7,imageLH2,3.0,1.0
116,7,imageLL12,1.0,1.0
117,7,imageLH12,3.0,2.0
118,7,imageHL7,4.0,4.0
119,7,imageHH13,1.0,1.0
120,7,imageHH2,4.0,4.0
121,7,imageLH1,4.0,1.0
122,7,imageHL2,4.0,3.0
123,7,imageLL7,2.0,1.0
145,7,imageLH14,3.0,1.0
146,7,imageLL4,3.0,1.0
147,7,imageHH1,2.0,1.0
148,7,imageHH14,3.0,3.0
149,7,imageLL6,4.0,1.0
150,7,imageHL3,4.0,3.0
151,7,imageHL4,3.0,3.0
152,7,imageLH11,4.0,2.0
174,7,imageLH7,4.0,1.0
175,7,imageLH9,4.0,1.0
176,7,imageHL9,3.0,1.0
177,7,imageHL12,3.0,3.0
178,7,imageLL3,4.0,2.0
179,7,imageHH12,5.0,3.0
180,7,imageHH10,4.0,2.0
181,7,imageLL13,4.0,4.0
0,8,imageHH6,3.0,4.0
1,8,imageHL3,4.0,4.0
2,8,imageLH13,3.0,2.0
3,8,imageLH1,3.0,1.0
4,8,imageLL8,4.0,1.0
5,8,imageLL7,5.0,3.0
6,8,imageHH1,5.0,3.0
7,8,imageHL12,3.0,2.0
29,8,imageLH12,5.0,4.0
30,8,imageLH4,4.0,1.0
31,8,imageHL11,1.0,1.0
32,8,imageLL6,1.0,1.0
33,8,imageLL11,4.0,1.0
34,8,imageHL7,4.0,2.0
35,8,imageHH12,3.0,2.0
36,8,imageHH11,2.0,2.0
58,8,imageLH11,5.0,3.0
59,8,imageHH9,3.0,2.0
60,8,imageLL9,5.0,2.0
61,8,imageHL1,4.0,2.0
62,8,imageHL8,5.0,1.0
63,8,imageHH2,3.0,4.0
64,8,imageLL3,3.0,1.0
65,8,imageLH14,5.0,1.0
87,8,imageHL13,5.0,4.0
88,8,imageLL14,5.0,1.0
89,8,imageLH7,5.0,1.0
90,8,imageLL1,5.0,1.0
91,8,imageLH6,4.0,2.0
92,8,imageHL6,1.0,3.0
93,8,imageHH14,1.0,1.0
94,8,imageHH5,2.0,3.0
116,8,imageLL13,4.0,1.0
117,8,imageLH9,5.0,1.0
118,8,imageLH5,4.0,1.0
119,8,imageHL10,5.0,3.0
120,8,imageHL5,4.0,2.0
121,8,imageHH10,5.0,3.0
122,8,imageLL10,2.0,1.0
123,8,imageHH8,2.0,4.0
145,8,imageHL4,5.0,3.0
146,8,imageHH3,3.0,1.0
147,8,imageHH7,5.0,3.0
148,8,imageLH10,4.0,1.0
149,8,imageLL4,4.0,2.0
150,8,imageLH2,4.0,2.0
151,8,imageHL2,3.0,1.0
152,8,imageLL2,4.0,1.0
174,8,imageLH8,5.0,1.0
175,8,imageHL14,5.0,3.0
176,8,imageHL9,5.0,2.0
177,8,imageLL5,5.0,1.0
178,8,imageHH13,4.0,1.0
179,8,imageLL12,5.0,1.0
180,8,imageLH3,4.0,1.0
181,8,imageHH4,5.0,5.0
0,9,imageLL14,5.0,1.0
1,9,imageLH9,5.0,1.0
2,9,imageHL13,3.0,4.0
3,9,imageHL8,1.0,3.0
4,9,imageLL5,5.0,2.0
5,9,imageHH4,4.0,5.0
6,9,imageHH2,2.0,3.0
7,9,imageLH5,5.0,2.0
29,9,imageHL9,4.0,2.0
30,9,imageLH4,5.0,1.0
31,9,imageLL1,2.0,2.0
32,9,imageHL6,1.0,3.0
33,9,imageLH6,4.0,4.0
34,9,imageHH1,2.0,2.0
35,9,imageLL2,2.0,3.0
36,9,imageHH14,1.0,3.0
58,9,imageLL12,4.0,2.0
59,9,imageLL6,4.0,1.0
60,9,imageLH13,4.0,4.0
61,9,imageHL4,5.0,5.0
62,9,imageLH14,4.0,1.0
63,9,imageHL5,4.0,4.0
64,9,imageHH3,1.0,3.0
65,9,imageHH7,2.0,3.0
87,9,imageHL3,4.0,4.0
88,9,imageLL10,2.0,1.0
89,9,imageLL11,4.0,3.0
90,9,imageHH6,3.0,5.0
91,9,imageHH11,4.0,4.0
92,9,imageLH10,4.0,1.0
93,9,imageLH11,5.0,2.0
94,9,imageHL2,1.0,3.0
116,9,imageHH8,1.0,3.0
117,9,imageHL10,4.0,5.0
118,9,imageLH2,2.0,3.0
119,9,imageLL8,4.0,2.0
120,9,imageHH5,1.0,3.0
121,9,imageHL7,1.0,3.0
122,9,imageLL4,2.0,3.0
123,9,imageLH3,4.0,2.0
145,9,imageHL14,4.0,5.0
146,9,imageLH1,5.0,1.0
147,9,imageLH12,3.0,3.0
148,9,imageHH13,1.0,3.0
149,9,imageLL7,4.0,3.0
150,9,imageHH10,1.0,3.0
151,9,imageHL1,1.0,3.0
152,9,imageLL13,1.0,3.0
174,9,imageHL12,3.0,3.0
175,9,imageHH12,2.0,3.0
176,9,imageLL9,4.0,4.0
177,9,imageLH8,4.0,4.0
178,9,imageHH9,1.0,3.0
179,9,imageLL3,1.0,3.0
180,9,imageHL11,1.0,3.0
181,9,imageLH7,3.0,1.0
0,11,imageHL5,4.0,4.0
1,11,imageHH2,5.0,4.0
2,11,imageLL12,5.0,1.0
3,11,imageLH3,5.0,3.0
4,11,imageLH2,4.0,2.0
5,11,imageLL4,3.0,2.0
6,11,imageHL11,2.0,3.0
7,11,imageHH10,4.0,3.0
29,11,imageHH12,4.0,4.0
30,11,imageLH4,4.0,2.0
31,11,imageHH7,4.0,5.0
32,11,imageHL12,4.0,4.0
33,11,imageHL13,3.0,3.0
34,11,imageLH5,5.0,3.0
35,11,imageLL6,4.0,1.0
36,11,imageLL2,4.0,2.0
58,11,imageHL8,2.0,3.0
59,11,imageHH3,3.0,2.0
60,11,imageLL10,4.0,1.0
61,11,imageHL2,2.0,3.0
62,11,imageHH13,4.0,3.0
63,11,imageLH1,4.0,2.0
64,11,imageLL3,5.0,2.0
65,11,imageLH7,4.0,2.0
87,11,imageHL9,4.0,3.0
88,11,imageHH6,3.0,3.0
89,11,imageLH13,4.0,1.0
90,11,imageLL1,4.0,1.0
91,11,imageHH14,3.0,4.0
92,11,imageHL3,3.0,4.0
93,11,imageLH14,4.0,1.0
94,11,imageLL8,5.0,2.0
116,11,imageLH10,3.0,1.0
117,11,imageHH11,5.0,3.0
118,11,imageLL14,4.0,3.0
119,11,imageHL4,5.0,4.0
120,11,imageLL5,5.0,2.0
121,11,imageHH4,4.0,4.0
122,11,imageHL7,3.0,2.0
123,11,imageLH6,4.0,2.0
145,11,imageLL11,4.0,2.0
146,11,imageLL13,3.0,1.0
147,11,imageLH9,4.0,2.0
148,11,imageLH8,4.0,1.0
149,11,imageHL1,3.0,3.0
150,11,imageHL14,3.0,4.0
151,11,imageHH1,4.0,2.0
152,11,imageHH8,4.0,4.0
174,11,imageLH12,4.0,2.0
175,11,imageLL9,4.0,2.0
176,11,imageHL6,3.0,3.0
177,11,imageHH9,4.0,3.0
178,11,imageLH11,4.0,2.0
179,11,imageHH5,3.0,3.0
180,11,imageHL10,2.0,2.0
181,11,imageLL7,4.0,3.0
0,12,imageLL12,4.0,4.0
1,12,imageHH1,3.0,4.0
2,12,imageHL2,3.0,2.0
3,12,imageHH13,4.0,4.0
4,12,imageHL5,4.0,5.0
5,12,imageLH11,4.0,4.0
6,12,imageLH5,4.0,4.0
7,12,imageLL7,3.0,3.0
29,12,imageLL11,3.0,2.0
30,12,imageHL7,1.0,2.0
31,12,imageLH9,5.0,4.0
32,12,imageLL8,3.0,2.0
33,12,imageHH10,2.0,1.0
34,12,imageLH6,2.0,3.0
35,12,imageHH14,4.0,3.0
36,12,imageHL12,2.0,4.0
58,12,imageHH6,3.0,4.0
59,12,imageLH2,3.0,5.0
60,12,imageHL10,2.0,1.0
61,12,imageHL1,1.0,5.0
62,12,imageLL13,3.0,4.0
63,12,imageHH11,3.0,2.0
64,12,imageLL1,4.0,4.0
65,12,imageLH14,2.0,3.0
87,12,imageLL6,2.0,4.0
88,12,imageLL14,3.0,1.0
89,12,imageLH13,4.0,5.0
90,12,imageHL11,3.0,4.0
91,12,imageLH3,4.0,2.0
92,12,imageHL4,3.0,4.0
93,12,imageHH7,4.0,3.0
94,12,imageHH4,5.0,1.0
116,12,imageHL3,4.0,2.0
117,12,imageHH5,3.0,4.0
118,12,imageLH4,2.0,3.0
119,12,imageLH7,3.0,1.0
120,12,imageLL9,2.0,3.0
121,12,imageLL5,4.0,5.0
122,12,imageHL6,4.0,3.0
123,12,imageHH9,2.0,1.0
145,12,imageLH1,4.0,2.0
146,12,imageHH2,1.0,3.0
147,12,imageLL10,2.0,4.0
148,12,imageLL2,5.0,4.0
149,12,imageHH12,4.0,2.0
150,12,imageLH8,5.0,2.0
151,12,imageHL8,3.0,4.0
152,12,imageHL14,2.0,1.0
174,12,imageLL4,4.0,2.0
175,12,imageHL9,3.0,3.0
176,12,imageLL3,5.0,2.0
177,12,imageHH3,4.0,1.0
178,12,imageHL13,2.0,4.0
179,12,imageHH8,5.0,3.0
180,12,imageLH10,3.0,4.0
181,12,imageLH12,2.0,1.0
0,13,imageHL9,3.0,4.0
1,13,imageLH10,4.0,2.0
2,13,imageLL9,4.0,1.0
3,13,imageHH1,5.0,3.0
4,13,imageLH1,5.0,4.0
5,13,imageHL7,2.0,2.0
6,13,imageHH9,1.0,4.0
7,13,imageLL3,2.0,2.0
29,13,imageHL12,2.0,4.0
30,13,imageHL14,2.0,4.0
31,13,imageLL10,4.0,2.0
32,13,imageLH3,3.0,2.0
33,13,imageLL8,4.0,2.0
34,13,imageHH4,4.0,4.0
35,13,imageLH8,3.0,1.0
36,13,imageHH5,2.0,5.0
58,13,imageLL7,4.0,2.0
59,13,imageHH2,5.0,5.0
60,13,imageHH14,1.0,4.0
61,13,imageLH12,4.0,2.0
62,13,imageHL1,1.0,5.0
63,13,imageLH7,4.0,1.0
64,13,imageLL1,5.0,1.0
65,13,imageHL2,1.0,1.0
87,13,imageLL4,2.0,1.0
88,13,imageLH11,3.0,2.0
89,13,imageHL3,1.0,5.0
90,13,imageHL6,1.0,4.0
91,13,imageHH6,4.0,4.0
92,13,imageLH6,4.0,2.0
93,13,imageLL2,2.0,2.0
94,13,imageHH7,4.0,4.0
116,13,imageHH10,3.0,2.0
117,13,imageHH13,4.0,2.0
118,13,imageHL8,2.0,4.0
119,13,imageLL14,4.0,2.0
120,13,imageHL11,3.0,3.0
121,13,imageLH14,4.0,4.0
122,13,imageLH5,2.0,2.0
123,13,imageLL12,3.0,1.0
145,13,imageLL11,4.0,3.0
146,13,imageLH2,2.0,2.0
147,13,imageHL4,4.0,2.0
148,13,imageLL5,4.0,3.0
149,13,imageHH12,1.0,1.0
150,13,imageHH3,2.0,2.0
151,13,imageLH13,2.0,2.0
152,13,imageHL13,3.0,3.0
174,13,imageHH11,4.0,4.0
175,13,imageLH4,2.0,2.0
176,13,imageLH9,2.0,2.0
177,13,imageLL13,4.0,3.0
178,13,imageLL6,2.0,1.0
179,13,imageHL10,4.0,3.0
180,13,imageHH8,1.0,1.0
181,13,imageHL5,4.0,4.0
0,14,imageLL14,3.0,3.0
1,14,imageLH13,4.0,3.0
2,14,imageLL9,5.0,3.0
3,14,imageHH13,3.0,3.0
4,14,imageHH14,1.0,3.0
5,14,imageHL14,2.0,3.0
6,14,imageLH8,3.0,3.0
7,14,imageHL12,2.0,3.0
29,14,imageLH1,5.0,4.0
30,14,imageLL10,4.0,2.0
31,14,imageLH5,4.0,3.0
32,14,imageLL13,2.0,3.0
33,14,imageHH9,3.0,3.0
34,14,imageHL8,1.0,3.0
35,14,imageHL5,2.0,3.0
36,14,imageHH10,1.0,3.0
58,14,imageLL4,4.0,4.0
59,14,imageHL13,2.0,3.0
60,14,imageHH1,3.0,3.0
61,14,imageHL1,4.0,3.0
62,14,imageLH6,3.0,3.0
63,14,imageLL5,5.0,4.0
64,14,imageLH14,4.0,2.0
65,14,imageHH11,2.0,3.0
87,14,imageHH4,2.0,3.0
88,14,imageHH3,2.0,3.0
89,14,imageHL2,1.0,3.0
90,14,imageLL1,4.0,3.0
91,14,imageLH10,3.0,2.0
92,14,imageHL3,1.0,1.0
93,14,imageLL7,5.0,4.0
94,14,imageLH7,4.0,1.0
116,14,imageHH2,1.0,3.0
117,14,imageLL6,2.0,1.0
118,14,imageHL11,1.0,3.0
119,14,imageHH12,1.0,3.0
120,14,imageLH12,4.0,3.0
121,14,imageHL7,3.0,3.0
122,14,imageLL2,2.0,3.0
123,14,imageLH9,2.0,3.0
145,14,imageLH11,5.0,4.0
146,14,imageHH5,4.0,4.0
147,14,imageLH4,3.0,3.0
148,14,imageHH7,1.0,3.0
149,14,imageLL12,3.0,1.0
150,14,imageHL10,1.0,3.0
151,14,imageLL3,1.0,3.0
152,14,imageHL9,4.0,3.0
174,14,imageLH3,5.0,4.0
175,14,imageLL11,3.0,3.0
176,14,imageLH2,2.0,2.0
177,14,imageLL8,5.0,3.0
178,14,imageHH8,2.0,3.0
179,14,imageHL6,1.0,3.0
180,14,imageHL4,1.0,3.0
181,14,imageHH6,1.0,3.0
0,15,imageLH4,3.0,4.0
1,15,imageLH11,3.0,3.0
2,15,imageLL12,4.0,3.0
3,15,imageHL12,4.0,4.0
4,15,imageLL13,5.0,5.0
5,15,imageHH7,5.0,5.0
6,15,imageHL13,4.0,4.0
7,15,imageHH10,4.0,4.0
29,15,imageHH8,5.0,5.0
30,15,imageLH8,4.0,4.0
31,15,imageLL9,5.0,5.0
32,15,imageLL11,5.0,5.0
33,15,imageHH2,5.0,5.0
34,15,imageHL14,5.0,5.0
35,15,imageLH14,5.0,3.0
36,15,imageHL4,5.0,5.0
58,15,imageLL7,5.0,5.0
59,15,imageHH6,4.0,4.0
60,15,imageHH4,5.0,4.0
61,15,imageHL7,3.0,3.0
62,15,imageHL6,3.0,4.0
63,15,imageLL14,3.0,4.0
64,15,imageLH3,3.0,4.0
65,15,imageLH5,3.0,3.0
87,15,imageLL10,5.0,3.0
88,15,imageLL8,5.0,4.0
89,15,imageHL5,5.0,5.0
90,15,imageLH12,4.0,4.0
91,15,imageHL9,4.0,4.0
92,15,imageHH3,5.0,4.0
93,15,imageHH1,4.0,5.0
94,15,imageLH13,4.0,4.0
116,15,imageLH10,5.0,3.0
117,15,imageLL5,5.0,4.0
118,15,imageHH13,4.0,4.0
119,15,imageLL2,4.0,4.0
120,15,imageLH9,3.0,4.0
121,15,imageHL10,3.0,3.0
122,15,imageHH5,4.0,4.0
123,15,imageHL11,4.0,4.0
145,15,imageHH9,5.0,5.0
146,15,imageHL2,4.0,4.0
147,15,imageHH14,5.0,5.0
148,15,imageLL6,5.0,4.0
149,15,imageHL8,5.0,5.0
150,15,imageLL1,5.0,3.0
151,15,imageLH6,4.0,4.0
