subj_idx,stim,rt,response
4,1V1A,1.6635,0
4,1V1A,2.7977,1
4,1V1A,2.1524,1
4,1V1A,1.423,0
4,1V1A,2.118,1
4,1V1A,0.9988,0
4,1V1A,1.8976,0
4,1V1A,2.7605,0
4,1V1A,1.4442,0
4,1V1A,0.8745,0
4,1V1A,6.0231,0
4,1V1A,4.1736,0
4,1V1A,2.8038,1
4,1V1A,1.9836,1
4,1V1A,1.6815,0
4,1V1A,2.438,0
4,1V1A,2.3331,0
4,1V1A,1.7976,0
4,1V1A,2.1154,0
4,1V1A,1.9808,0
4,1V1A,0.8856,0
4,1V1A,0.7992,0
4,1Vne1A,4.3914,1
4,1Vne1A,2.1691,0
4,1Vne1A,2.1551,0
4,1Vne1A,7.772904396,1
4,1Vne1A,2.9256,0
4,1Vne1A,2.3035,0
4,1Vne1A,2.5843,0
4,1Vne1A,1.3728,0
4,1Vne1A,3.7145,0
4,1Vne1A,1.8315,1
4,1Vne1A,3.6656,1
4,1Vne1A,1.6512,1
4,1Vne1A,7.772904396,1
4,1Vne1A,2.7709,0
4,1Vne1A,1.2739,0
4,1Vne1A,1.5459,0
4,1Vne1A,2.7724,1
4,1Vne1A,2.1951,0
4,1Vne1A,7.772904396,0
4,1Vne1A,3.4686,0
4,1Vne1A,2.8502,1
4,1Vne1A,3.0372,0
4,1Vne1A,1.7497,1
4,1Vne1A,2.77,0
4,1Vne1A,3.4533,1
4,1Vne1A,2.0199,0
4,1Vne1A,2.1253,1
4,1Vne1A,1.7139,0
5,0V0A,7.0289,0
5,0V0A,8.6102,0
5,0V0A,5.802,1
5,0V0A,6.7799,1
5,0V0A,4.4716,1
5,0V0A,8.1209,0
5,0V0A,4.9335,0
5,0V0A,9.2456,0
5,0V0A,4.3269,1
5,0V0A,6.1128,0
5,0V0A,5.9342,0
5,0V0A,9.03,0
5,0V0A,6.647,1
5,0V0A,4.8803,1
5,0V0A,7.1793,0
5,0V0A,7.4962,1
5,0V0A,4.7208,0
5,0V0A,6.8591,1
5,0V0A,7.6292,1
5,0V0A,4.3269,1
5,0V0A,7.4281,1
5,0V0A,6.1324,0
5,0V0A,6.7584,1
5,0V0A,5.985,1
5,0V0A,6.7369,1
5,0V0A,4.0817,0
5,0V0A,6.9469,0
5,0V0A,6.0886,0
5,0V1A,4.5758,1
5,0V1A,7.2778,0
5,0V1A,4.8503,0
5,0V1A,4.8079,0
5,0V1A,4.9863,1
5,0V1A,4.3703,0
5,0V1A,5.7471,1
5,0V1A,5.4918,0
5,0V1A,4.6402,0
5,0V1A,5.4374,1
5,0V1A,3.6736,0
5,0V1A,4.9256,0
5,0V1A,4.7092,0
5,0V1A,8.1454,1
5,0V1A,8.0307,1
5,0V1A,5.5243,0
5,0V1A,7.0971,0
5,0V1A,4.2101,0
5,0V1A,4.0065,1
5,0V1A,4.4223,0
5,0V1A,3.5691,0
5,0V1A,4.4623,0
5,0V1A,9.1009,0
5,0V1A,2.9773,1
5,0V1A,3.2204,0
5,0V1A,7.952,0
5,0V1A,4.7875,1
5,0V1A,5.2348,0
5,1V0A,8.489,1
5,1V0A,7.8776,0
5,1V0A,5.9107,0
5,1V0A,4.986,0
5,1V0A,10.61099246,1
5,1V0A,7.1096,0
5,1V0A,4.1308,0
5,1V0A,3.6684,1
5,1V0A,5.7684,0
5,1V0A,7.5266,0
5,1V0A,4.6043,1
5,1V0A,3.5315,1
5,1V0A,7.3888,0
5,1V0A,5.1855,1
5,1V0A,8.4728,0
5,1V0A,3.6678,0
5,1V0A,8.6475,0
5,1V0A,6.0573,1
5,1V0A,7.0038,1
5,1V0A,3.9223,0
5,1V0A,8.3607,0
5,1V0A,4.7329,0
5,1V0A,6.3544,0
5,1V0A,3.4266,1
5,1V0A,5.6469,1
5,1V0A,6.096,1
5,1V0A,2.169,1
5,1V0A,5.4725,0
5,1V1A,6.4361,0
5,1V1A,5.2409,1
5,1V1A,5.6258,0
5,1V1A,5.7467,1
5,1V1A,4.5047,0
5,1V1A,6.0174,0
5,1V1A,3.3102,1
5,1V1A,4.0882,1
5,1V1A,6.2163,1
5,1V1A,4.8893,0
5,1V1A,3.7696,0
5,1V1A,10.61099246,1
5,1V1A,6.7078,0
5,1V1A,4.9781,0
5,1V1A,3.3115,0
5,1V1A,3.9336,0
5,1V1A,4.5305,0
5,1V1A,5.2602,1
5,1V1A,4.9304,1
5,1V1A,4.2359,0
5,1V1A,7.3511,1
5,1V1A,3.2001,0
5,1V1A,4.9511,0
5,1V1A,3.1405,0
5,1V1A,1.8676,1
5,1V1A,4.0342,1
5,1V1A,5.2905,0
5,1V1A,5.916,1
5,1Vne1A,6.9325,0
5,1Vne1A,8.2228,0
5,1Vne1A,6.0253,0
5,1Vne1A,6.4437,0
5,1Vne1A,3.9458,0
5,1Vne1A,4.491,1
5,1Vne1A,5.9058,1
5,1Vne1A,6.8753,0
5,1Vne1A,6.1368,1
5,1Vne1A,4.0998,0
5,1Vne1A,6.543,1
5,1Vne1A,5.1776,0
5,1Vne1A,6.5461,1
5,1Vne1A,6.7964,0
5,1Vne1A,3.9322,1
5,1Vne1A,5.2405,0
5,1Vne1A,3.6006,1
5,1Vne1A,3.4835,1
5,1Vne1A,5.6943,0
5,1Vne1A,6.5759,1
5,1Vne1A,4.6657,1
5,1Vne1A,3.6801,0
5,1Vne1A,4.5247,0
5,1Vne1A,3.7379,0
5,1Vne1A,5.9711,1
5,1Vne1A,3.8269,1
5,1Vne1A,4.2781,1
5,1Vne1A,5.0996,1
7,0V0A,4.6071,0
7,0V0A,2.2804,1
7,0V0A,2.9137,0
7,0V0A,2.7163,0
7,0V0A,0.25,0
7,0V0A,2.5157,1
7,0V0A,2.043,0
7,0V0A,2.295,0
7,0V0A,5.0931,1
7,0V0A,3.9602,0
7,0V0A,0.3805,0
7,0V0A,0.25,1
7,0V0A,3.0843,0
7,0V0A,1.1438,0
7,0V0A,2.7078,1
7,0V0A,1.8583,0
7,0V0A,3.4977,1
7,0V0A,2.8339,0
7,0V0A,2.444,1
7,0V0A,3.1833,0
7,0V0A,4.4402,0
7,0V0A,2.8456,1
7,0V0A,4.0506,0
7,0V0A,1.0454,0
7,0V0A,4.0857,0
7,0V0A,0.7564,0
7,0V0A,3.3716,1
7,0V0A,3.2847,1
7,0V1A,3.5225,1
7,0V1A,3.0814,1
7,0V1A,2.4765,1
7,0V1A,3.647,0
7,0V1A,1.3494,0
7,0V1A,1.6238,0
7,0V1A,2.3747,0
7,0V1A,0.6106,0
7,0V1A,4.7857,1
7,0V1A,0.9971,0
7,0V1A,1.4177,1
7,0V1A,2.2929,0
7,0V1A,1.3931,0
7,0V1A,0.5609,0
7,0V1A,1.5272,1
7,0V1A,1.3913,0
7,0V1A,3.6868,1
7,0V1A,2.9441,1
7,0V1A,4.2854,0
7,0V1A,5.2146,1
7,0V1A,7.227768048,0
7,0V1A,4.54,0
7,0V1A,4.6219,0
7,0V1A,1.0549,0
7,0V1A,3.016,0
7,0V1A,3.5188,0
7,0V1A,2.0138,0
7,0V1A,3.9506,0
7,1V0A,4.0803,1
7,1V0A,2.2152,1
7,1V0A,2.9473,0
7,1V0A,1.577,1
7,1V0A,3.2809,1
7,1V0A,1.5711,1
7,1V0A,3.1623,1
7,1V0A,2.4791,1
7,1V0A,2.0595,1
7,1V0A,3.5278,0
7,1V0A,1.9176,0
7,1V0A,1.354,1
7,1V0A,2.9015,1
7,1V0A,1.7243,1
7,1V0A,2.0216,1
7,1V0A,1.392,1
7,1V0A,1.1991,1
7,1V0A,2.102,1
7,1V0A,2.9995,0
7,1V0A,2.4522,0
7,1V0A,2.934,1
7,1V0A,3.5058,0
7,1V0A,2.7976,1
7,1V0A,2.2267,0
7,1V0A,0.9127,0
7,1V0A,2.6619,1
7,1V0A,2.6828,1
7,1V0A,2.4191,1
7,1V1A,3.9975,0
7,1V1A,6.4742,1
7,1V1A,1.882,1
7,1V1A,4.1962,1
7,1V1A,3.4365,1
7,1V1A,5.4448,0
7,1V1A,1.5649,1
7,1V1A,3.6014,0
7,1V1A,3.4195,1
7,1V1A,6.5215,0
7,1V1A,2.9975,1
7,1V1A,1.4066,1
7,1V1A,1.7486,1
7,1V1A,1.159,1
7,1V1A,1.9426,1
7,1V1A,1.7069,1
7,1V1A,1.3442,1
7,1V1A,3.4001,0
7,1V1A,3.2632,0
7,1V1A,2.7277,1
7,1V1A,3.7636,0
7,1V1A,4.2179,0
7,1V1A,2.0245,1
7,1V1A,2.7196,0
7,1V1A,2.3965,1
7,1V1A,3.9815,1
7,1V1A,3.3463,0
7,1V1A,2.6345,1
7,1Vne1A,4.8186,1
7,1Vne1A,3.2651,0
7,1Vne1A,2.2142,1
7,1Vne1A,2.3599,1
7,1Vne1A,0.6169,0
7,1Vne1A,3.5516,1
7,1Vne1A,5.4896,0
7,1Vne1A,0.9139,0
7,1Vne1A,4.2806,1
7,1Vne1A,5.3697,1
7,1Vne1A,7.227768048,1
7,1Vne1A,2.0616,1
7,1Vne1A,2.4641,1
7,1Vne1A,1.243,1
7,1Vne1A,1.1241,1
7,1Vne1A,1.7736,1
7,1Vne1A,3.3113,1
7,1Vne1A,7.227768048,1
7,1Vne1A,1.7263,1
7,1Vne1A,1.5237,0
7,1Vne1A,1.3412,1
7,1Vne1A,4.0239,1
7,1Vne1A,1.0423,1
7,1Vne1A,2.5547,0
7,1Vne1A,2.8624,1
7,1Vne1A,0.6578,1
7,1Vne1A,4.4944,1
7,1Vne1A,6.2249,1
8,0V0A,2.0637,1
8,0V0A,3.0898,1
8,0V0A,1.4181,1
8,0V0A,3.5957,1
8,0V0A,0.6375,1
8,0V0A,2.8131,0
