,subj_idx,movie,movie_arousal,movie_valence
96,10,imageLH3,5.0,1.0
97,10,imageLL6,5.0,1.0
98,10,imageLH2,5.0,2.0
99,10,imageHH7,3.0,3.0
100,10,imageLL10,5.0,2.0
101,10,imageHL1,3.0,3.0
141,10,imageHH14,2.0,3.0
142,10,imageHH10,3.0,3.0
143,10,imageLL7,4.0,2.0
144,10,imageHL8,3.0,3.0
145,10,imageHL6,3.0,3.0
146,10,imageLH14,4.0,2.0
147,10,imageLL14,4.0,4.0
148,10,imageLH13,5.0,2.0
188,10,imageHH5,2.0,2.0
189,10,imageLL8,2.0,1.0
190,10,imageHL10,3.0,3.0
191,10,imageLH9,4.0,2.0
192,10,imageHH3,2.0,2.0
193,10,imageLH1,5.0,2.0
194,10,imageHL13,2.0,2.0
195,10,imageLL4,4.0,1.0
235,10,imageHH2,4.0,2.0
236,10,imageHL7,3.0,2.0
237,10,imageLH8,5.0,2.0
238,10,imageHL14,4.0,4.0
239,10,imageHH9,3.0,3.0
240,10,imageLH11,5.0,3.0
241,10,imageLL1,3.0,4.0
242,10,imageLL12,3.0,4.0
282,10,imageHH13,4.0,3.0
283,10,imageHH8,3.0,3.0
284,10,imageLL5,3.0,3.0
285,10,imageHL9,3.0,4.0
286,10,imageHL12,3.0,4.0
287,10,imageLL2,2.0,2.0
288,10,imageLH7,5.0,2.0
289,10,imageLH6,3.0,3.0
0,11,imageLL2,4.0,3.0
1,11,imageHL7,4.0,3.0
2,11,imageLH5,5.0,3.0
3,11,imageHH9,1.0,3.0
4,11,imageHL13,3.0,3.0
5,11,imageHH14,1.0,3.0
6,11,imageLH14,4.0,1.0
7,11,imageLL6,4.0,1.0
47,11,imageLL14,2.0,3.0
48,11,imageHH7,3.0,3.0
49,11,imageHL10,1.0,3.0
50,11,imageLH6,5.0,3.0
51,11,imageLL10,4.0,1.0
52,11,imageHL14,4.0,3.0
53,11,imageLH3,4.0,3.0
54,11,imageHH12,3.0,3.0
94,11,imageLH12,4.0,3.0
95,11,imageHH2,4.0,4.0
96,11,imageLL13,1.0,1.0
97,11,imageHH6,4.0,3.0
98,11,imageHL1,5.0,4.0
99,11,imageHL8,1.0,3.0
100,11,imageLH13,4.0,3.0
101,11,imageLL9,5.0,3.0
141,11,imageHL9,4.0,1.0
142,11,imageHL11,1.0,3.0
143,11,imageHH11,5.0,3.0
144,11,imageHH3,1.0,2.0
145,11,imageLL11,5.0,3.0
146,11,imageLH9,5.0,2.0
147,11,imageLH11,4.0,1.0
148,11,imageLL1,3.0,1.0
188,11,imageLL4,4.0,2.0
189,11,imageLH10,1.0,1.0
190,11,imageHH10,3.0,2.0
191,11,imageLL12,4.0,1.0
192,11,imageHH8,1.0,3.0
193,11,imageHL12,1.0,3.0
194,11,imageHL2,3.0,3.0
195,11,imageLH7,5.0,1.0
235,11,imageLL5,5.0,1.0
236,11,imageLL3,1.0,3.0
237,11,imageHL5,4.0,3.0
238,11,imageLH1,5.0,3.0
239,11,imageHL3,1.0,3.0
240,11,imageLH4,5.0,2.0
241,11,imageHH1,3.0,1.0
242,11,imageHH13,1.0,1.0
282,11,imageHH4,5.0,5.0
283,11,imageHL6,1.0,3.0
284,11,imageHH5,3.0,3.0
285,11,imageLH8,4.0,3.0
286,11,imageHL4,5.0,4.0
287,11,imageLL7,3.0,3.0
288,11,imageLH2,3.0,3.0
289,11,imageLL8,5.0,4.0
0,12,imageLH5,4.0,3.0
1,12,imageHL14,4.0,4.0
2,12,imageHH13,4.0,2.0
3,12,imageLH1,5.0,1.0
4,12,imageLL13,4.0,2.0
5,12,imageHH1,4.0,2.0
6,12,imageLL10,4.0,1.0
7,12,imageHL8,3.0,3.0
47,12,imageLL12,4.0,2.0
48,12,imageHL4,5.0,3.0
49,12,imageLL14,5.0,3.0
50,12,imageLH8,4.0,3.0
51,12,imageHH12,4.0,3.0
52,12,imageHH11,4.0,3.0
53,12,imageHL1,4.0,3.0
54,12,imageLH10,5.0,1.0
94,12,imageLL8,5.0,3.0
95,12,imageHL5,4.0,3.0
96,12,imageHH3,3.0,3.0
97,12,imageLH14,4.0,2.0
98,12,imageLL1,5.0,2.0
99,12,imageHH6,3.0,3.0
100,12,imageHL6,3.0,3.0
101,12,imageLH7,4.0,2.0
141,12,imageLH12,4.0,3.0
142,12,imageLL2,4.0,2.0
143,12,imageHL2,3.0,3.0
144,12,imageLL6,4.0,2.0
145,12,imageHH14,4.0,4.0
146,12,imageHL11,4.0,2.0
147,12,imageHH4,3.0,3.0
148,12,imageLH4,4.0,3.0
188,12,imageLH9,4.0,2.0
189,12,imageLH13,5.0,3.0
190,12,imageHL12,4.0,3.0
191,12,imageLL3,3.0,3.0
192,12,imageHL9,4.0,2.0
193,12,imageHH8,4.0,3.0
194,12,imageHH2,3.0,3.0
195,12,imageLL9,5.0,3.0
235,12,imageLL4,5.0,2.0
236,12,imageHL3,3.0,3.0
237,12,imageHH5,3.0,3.0
238,12,imageHH10,3.0,3.0
239,12,imageHL10,3.0,3.0
240,12,imageLH11,4.0,2.0
241,12,imageLL5,4.0,2.0
242,12,imageLH2,4.0,2.0
282,12,imageHH9,4.0,4.0
283,12,imageLL11,5.0,2.0
284,12,imageHL7,4.0,2.0
285,12,imageLH6,4.0,2.0
286,12,imageHH7,4.0,4.0
287,12,imageHL13,4.0,3.0
288,12,imageLH3,4.0,3.0
289,12,imageLL7,3.0,3.0
0,13,imageHL5,4.0,3.0
1,13,imageHL2,2.0,3.0
2,13,imageLH11,1.0,2.0
3,13,imageLH10,2.0,1.0
4,13,imageLL9,3.0,3.0
5,13,imageLL12,2.0,2.0
6,13,imageHH13,3.0,3.0
7,13,imageHH2,4.0,4.0
47,13,imageLL11,4.0,3.0
48,13,imageHL12,4.0,4.0
49,13,imageHL6,3.0,3.0
50,13,imageHH10,4.0,2.0
51,13,imageHH11,4.0,4.0
52,13,imageLL8,4.0,4.0
53,13,imageLH2,2.0,2.0
54,13,imageLH13,2.0,3.0
94,13,imageLH1,4.0,1.0
95,13,imageHH12,5.0,5.0
96,13,imageHH9,5.0,5.0
97,13,imageHL13,4.0,3.0
98,13,imageLL14,1.0,3.0
99,13,imageLL10,3.0,2.0
100,13,imageHL8,2.0,3.0
101,13,imageLH9,4.0,2.0
141,13,imageLL7,4.0,2.0
142,13,imageLH14,3.0,1.0
143,13,imageLH12,4.0,3.0
144,13,imageLL13,3.0,2.0
145,13,imageHL1,4.0,4.0
146,13,imageHL11,1.0,3.0
147,13,imageHH5,5.0,4.0
148,13,imageHH14,4.0,4.0
188,13,imageLH4,3.0,2.0
189,13,imageHH4,5.0,4.0
190,13,imageHH1,3.0,3.0
191,13,imageLH3,4.0,2.0
192,13,imageLL3,4.0,3.0
193,13,imageLL6,4.0,4.0
194,13,imageHL10,4.0,4.0
195,13,imageHL7,3.0,2.0
235,13,imageHH8,4.0,4.0
236,13,imageLL5,5.0,3.0
237,13,imageLL2,3.0,2.0
238,13,imageLH7,3.0,1.0
239,13,imageLH6,3.0,3.0
240,13,imageHH3,4.0,4.0
241,13,imageHL4,4.0,4.0
242,13,imageHL14,5.0,4.0
282,13,imageHH6,5.0,4.0
283,13,imageLH5,4.0,3.0
284,13,imageLL4,2.0,1.0
285,13,imageHL3,4.0,4.0
286,13,imageHL9,4.0,3.0
287,13,imageLL1,2.0,1.0
288,13,imageLH8,3.0,3.0
289,13,imageHH7,5.0,4.0
0,14,imageHH2,1.0,3.0
1,14,imageLL14,2.0,3.0
2,14,imageHH10,3.0,3.0
3,14,imageLL13,2.0,1.0
4,14,imageLH11,4.0,4.0
5,14,imageHL5,4.0,5.0
6,14,imageHL4,3.0,3.0
7,14,imageLH1,4.0,4.0
47,14,imageHH8,4.0,5.0
48,14,imageHH14,1.0,2.0
49,14,imageLL4,5.0,4.0
50,14,imageLH6,2.0,3.0
51,14,imageHL7,3.0,3.0
52,14,imageLH3,4.0,3.0
53,14,imageHL12,3.0,4.0
54,14,imageLL1,4.0,4.0
94,14,imageHH4,5.0,5.0
95,14,imageLL2,4.0,3.0
96,14,imageLH8,4.0,3.0
97,14,imageLH13,2.0,2.0
98,14,imageHL3,5.0,5.0
99,14,imageLL5,5.0,5.0
100,14,imageHL13,5.0,5.0
101,14,imageHH6,3.0,3.0
141,14,imageLL7,2.0,2.0
142,14,imageLL8,5.0,2.0
143,14,imageLH2,5.0,3.0
144,14,imageHH13,4.0,4.0
145,14,imageHH11,5.0,4.0
146,14,imageHL14,4.0,5.0
147,14,imageLH9,4.0,4.0
148,14,imageHL8,3.0,3.0
188,14,imageHL11,3.0,1.0
189,14,imageLH7,5.0,2.0
190,14,imageHL9,4.0,4.0
191,14,imageLH14,4.0,1.0
192,14,imageLL6,1.0,5.0
193,14,imageHH7,3.0,5.0
194,14,imageHH5,1.0,4.0
195,14,imageLL12,1.0,2.0
235,14,imageLL3,3.0,2.0
236,14,imageHL2,4.0,4.0
237,14,imageHH3,2.0,1.0
238,14,imageHH9,5.0,5.0
239,14,imageLH10,5.0,5.0
240,14,imageHL6,1.0,1.0
241,14,imageLH4,1.0,3.0
242,14,imageLL9,4.0,1.0
282,14,imageHL10,5.0,5.0
283,14,imageLL11,5.0,5.0
284,14,imageHH12,2.0,1.0
285,14,imageHL1,2.0,1.0
286,14,imageLH5,2.0,2.0
287,14,imageLH12,3.0,5.0
288,14,imageHH1,5.0,5.0
289,14,imageLL10,2.0,1.0
0,15,imageLH8,4.0,2.0
1,15,imageHL8,1.0,3.0
2,15,imageHH13,2.0,2.0
3,15,imageLL9,4.0,3.0
4,15,imageHL9,3.0,3.0
5,15,imageLL4,5.0,4.0
6,15,imageHH1,3.0,3.0
7,15,imageLH14,4.0,1.0
47,15,imageLH3,3.0,2.0
48,15,imageLH6,4.0,3.0
49,15,imageHL5,4.0,3.0
50,15,imageLL6,2.0,1.0
51,15,imageHL6,1.0,3.0
52,15,imageLL10,3.0,1.0
53,15,imageHH10,5.0,2.0
54,15,imageHH2,5.0,4.0
94,15,imageHL10,1.0,3.0
95,15,imageLH4,4.0,3.0
96,15,imageLL7,4.0,3.0
97,15,imageLH5,3.0,3.0
98,15,imageHH6,2.0,3.0
99,15,imageHL3,4.0,5.0
100,15,imageHH8,4.0,3.0
101,15,imageLL11,4.0,2.0
141,15,imageHH12,5.0,4.0
142,15,imageLH2,3.0,2.0
143,15,imageLL2,5.0,2.0
144,15,imageHL1,2.0,2.0
145,15,imageLL3,4.0,2.0
146,15,imageHH7,3.0,3.0
147,15,imageLH10,5.0,1.0
148,15,imageHL14,4.0,3.0
188,15,imageLH11,5.0,2.0
189,15,imageHL7,4.0,1.0
190,15,imageLL12,5.0,1.0
191,15,imageHH11,3.0,2.0
192,15,imageHL4,5.0,4.0
193,15,imageLL1,5.0,1.0
194,15,imageHH9,3.0,3.0
195,15,imageLH13,4.0,2.0
235,15,imageLL5,5.0,1.0
236,15,imageHH4,4.0,4.0
237,15,imageHH3,3.0,1.0
238,15,imageLH1,5.0,1.0
239,15,imageHL13,4.0,2.0
240,15,imageHL11,3.0,2.0
241,15,imageLH9,3.0,1.0
242,15,imageLL14,4.0,2.0
282,15,imageHH14,2.0,5.0
283,15,imageLH12,5.0,3.0
284,15,imageLL13,3.0,3.0
285,15,imageHH5,4.0,2.0
286,15,imageLH7,4.0,2.0
287,15,imageHL2,3.0,3.0
288,15,imageHL12,5.0,5.0
289,15,imageLL8,5.0,1.0
0,16,imageHL14,3.0,4.0
1,16,imageLL14,4.0,3.0
2,16,imageLH6,5.0,2.0
3,16,imageLH13,5.0,2.0
4,16,imageLL7,5.0,4.0
5,16,imageHL13,5.0,5.0
6,16,imageHH5,1.0,4.0
7,16,imageHH10,4.0,3.0
47,16,imageHL2,3.0,5.0
48,16,imageHL8,3.0,5.0
49,16,imageLL5,5.0,1.0
50,16,imageHH2,5.0,5.0
51,16,imageLL12,5.0,5.0
52,16,imageLH7,5.0,1.0
53,16,imageHH1,5.0,1.0
54,16,imageLH2,5.0,1.0
94,16,imageLH8,5.0,3.0
95,16,imageLL9,5.0,3.0
96,16,imageLH10,5.0,2.0
97,16,imageHH4,5.0,5.0
98,16,imageLL11,5.0,1.0
99,16,imageHH6,4.0,2.0
100,16,imageHL11,1.0,3.0
101,16,imageHL1,2.0,3.0
141,16,imageLL10,3.0,1.0
142,16,imageHH14,5.0,5.0
143,16,imageHL5,2.0,3.0
144,16,imageHL4,5.0,3.0
145,16,imageLH12,4.0,3.0
146,16,imageHH9,4.0,4.0
147,16,imageLL8,5.0,2.0
148,16,imageLH5,4.0,3.0
188,16,imageLH3,5.0,3.0
189,16,imageLL6,2.0,2.0
190,16,imageLL13,3.0,2.0
191,16,imageHH13,2.0,3.0
192,16,imageLH4,4.0,2.0
193,16,imageHL7,2.0,2.0
194,16,imageHH11,4.0,3.0
195,16,imageHL3,5.0,5.0
235,16,imageHL12,4.0,5.0
236,16,imageHH3,3.0,2.0
237,16,imageHH7,2.0,5.0
238,16,imageLH1,4.0,1.0
239,16,imageLL4,4.0,1.0
240,16,imageLL1,3.0,1.0
241,16,imageHL6,2.0,3.0
242,16,imageLH14,4.0,1.0
282,16,imageLL3,3.0,3.0
283,16,imageLH9,4.0,1.0
284,16,imageLL2,4.0,2.0
285,16,imageHH8,4.0,5.0
286,16,imageHH12,4.0,5.0
287,16,imageHL9,4.0,5.0
288,16,imageHL10,5.0,2.0
289,16,imageLH11,3.0,3.0
0,17,imageHH8,2.0,3.0
1,17,imageHL13,2.0,2.0
2,17,imageLH12,4.0,3.0
3,17,imageHH2,2.0,2.0
4,17,imageHL1,2.0,3.0
5,17,imageLH9,4.0,3.0
6,17,imageLL2,4.0,2.0
7,17,imageLL12,4.0,3.0
47,17,imageHH14,1.0,4.0
48,17,imageHH9,2.0,3.0
49,17,imageLL3,1.0,3.0
50,17,imageLH1,4.0,2.0
51,17,imageLL1,4.0,2.0
52,17,imageHL2,1.0,2.0
53,17,imageLH8,2.0,2.0
54,17,imageHL5,3.0,3.0
94,17,imageLL8,3.0,3.0
95,17,imageHH1,3.0,3.0
96,17,imageLH14,4.0,2.0
97,17,imageLH10,4.0,2.0
98,17,imageHL10,1.0,3.0
99,17,imageHH13,4.0,3.0
100,17,imageLL5,4.0,3.0
101,17,imageHL14,2.0,3.0
141,17,imageHH7,1.0,3.0
142,17,imageHH10,3.0,3.0
143,17,imageLL7,4.0,2.0
144,17,imageLH4,3.0,3.0
145,17,imageLL11,4.0,3.0
146,17,imageHL12,2.0,3.0
147,17,imageHL7,2.0,3.0
148,17,imageLH2,4.0,3.0
188,17,imageLL9,3.0,3.0
189,17,imageHH4,1.0,3.0
190,17,imageHH3,1.0,2.0
191,17,imageLH7,4.0,3.0
192,17,imageLH13,4.0,3.0
193,17,imageHL3,1.0,3.0
194,17,imageHL11,1.0,3.0
195,17,imageLL10,3.0,2.0
235,17,imageHL4,3.0,3.0
236,17,imageLL6,2.0,2.0
237,17,imageLH11,3.0,3.0
238,17,imageHL9,2.0,3.0
239,17,imageHH12,3.0,2.0
240,17,imageHH6,1.0,3.0
241,17,imageLL4,3.0,3.0
242,17,imageLH5,3.0,3.0
282,17,imageHL8,3.0,3.0
283,17,imageLL13,3.0,3.0
284,17,imageLL14,4.0,3.0
285,17,imageLH6,4.0,4.0
286,17,imageHL6,2.0,3.0
287,17,imageLH3,3.0,2.0
288,17,imageHH11,2.0,3.0
289,17,imageHH5,1.0,3.0
0,18,imageHH8,4.0,4.0
1,18,imageLH6,4.0,4.0
2,18,imageHH1,4.0,2.0
3,18,imageHL2,2.0,3.0
4,18,imageHL1,3.0,3.0
5,18,imageLL10,4.0,2.0
6,18,imageLH7,4.0,2.0
7,18,imageLL3,4.0,2.0
47,18,imageHL13,2.0,3.0
48,18,imageLL4,4.0,3.0
49,18,imageHH12,3.0,3.0
50,18,imageLL6,3.0,2.0
51,18,imageLH13,4.0,3.0
52,18,imageHH2,3.0,3.0
53,18,imageHL3,4.0,2.0
54,18,imageLH14,3.0,1.0
94,18,imageHL8,2.0,3.0
95,18,imageHL4,4.0,4.0
96,18,imageLL11,4.0,4.0
97,18,imageLH1,4.0,3.0
98,18,imageLH10,4.0,4.0
99,18,imageLL7,5.0,4.0
100,18,imageHH9,2.0,2.0
101,18,imageHH3,3.0,3.0
141,18,imageLH12,4.0,4.0
142,18,imageHH6,4.0,4.0
143,18,imageHL5,2.0,3.0
144,18,imageLH2,4.0,4.0
145,18,imageLL13,1.0,3.0
146,18,imageLL2,4.0,3.0
147,18,imageHL10,2.0,3.0
148,18,imageHH13,3.0,2.0
188,18,imageHL6,3.0,3.0
189,18,imageLH5,4.0,4.0
190,18,imageHH7,4.0,4.0
191,18,imageLL8,5.0,3.0
192,18,imageHH11,1.0,1.0
193,18,imageLL5,5.0,4.0
194,18,imageHL11,2.0,3.0
195,18,imageLH4,4.0,3.0
235,18,imageHH4,4.0,4.0
236,18,imageLH9,5.0,4.0
237,18,imageHH10,4.0,3.0
238,18,imageLL9,2.0,2.0
239,18,imageHL9,3.0,3.0
240,18,imageLH11,4.0,4.0
241,18,imageLL1,4.0,4.0
242,18,imageHL7,2.0,3.0
282,18,imageHL12,3.0,3.0
283,18,imageHH14,3.0,3.0
284,18,imageHL14,3.0,3.0
285,18,imageHH5,3.0,3.0
286,18,imageLH3,5.0,4.0
287,18,imageLL14,4.0,4.0
288,18,imageLH8,4.0,2.0
289,18,imageLL12,4.0,3.0
0,19,imageLL11,4.0,2.0
1,19,imageLL5,4.0,3.0
2,19,imageLH7,4.0,1.0
3,19,imageLH12,4.0,4.0
4,19,imageHH13,4.0,3.0
5,19,imageHH14,2.0,4.0
6,19,imageHL2,2.0,4.0
7,19,imageHL13,4.0,3.0
47,19,imageLH10,2.0,2.0
48,19,imageHL4,4.0,3.0
49,19,imageHL5,2.0,3.0
50,19,imageLH9,3.0,2.0
51,19,imageHH8,1.0,4.0
52,19,imageLL12,4.0,2.0
53,19,imageLL3,3.0,3.0
54,19,imageHH12,5.0,2.0
94,19,imageLH6,4.0,3.0
95,19,imageHL14,4.0,4.0
96,19,imageHH5,3.0,3.0
97,19,imageLH5,3.0,2.0
98,19,imageLL8,5.0,3.0
99,19,imageHL7,3.0,2.0
100,19,imageHH10,2.0,2.0
101,19,imageLL13,3.0,3.0
141,19,imageHH11,5.0,3.0
142,19,imageHH7,4.0,4.0
143,19,imageHL9,2.0,2.0
144,19,imageLL14,4.0,3.0
145,19,imageLL2,3.0,1.0
146,19,imageLH8,3.0,2.0
147,19,imageHL10,2.0,4.0
148,19,imageLH2,4.0,1.0
188,19,imageHL12,4.0,1.0
189,19,imageLL10,4.0,3.0
190,19,imageHH9,2.0,4.0
191,19,imageHH3,4.0,4.0
192,19,imageHL11,4.0,3.0
193,19,imageLH11,3.0,2.0
194,19,imageLH1,3.0,1.0
195,19,imageLL9,5.0,3.0
235,19,imageLL1,5.0,3.0
236,19,imageHL3,4.0,4.0
237,19,imageLL4,4.0,3.0
238,19,imageHL6,4.0,3.0
239,19,imageHH6,4.0,3.0
240,19,imageLH3,4.0,3.0
241,19,imageLH13,3.0,2.0
