,subj_idx,movie,movie_arousal,movie_valence
242,19,imageHH4,4.0,4.0
282,19,imageHL1,5.0,4.0
283,19,imageHL8,4.0,3.0
284,19,imageLH4,3.0,2.0
285,19,imageHH2,4.0,4.0
286,19,imageHH1,3.0,3.0
287,19,imageLH14,3.0,2.0
288,19,imageLL6,4.0,3.0
289,19,imageLL7,3.0,3.0
0,20,imageHH2,4.0,2.0
1,20,imageLL3,3.0,2.0
2,20,imageLL1,2.0,1.0
3,20,imageHL8,3.0,4.0
4,20,imageHH11,4.0,4.0
5,20,imageHL2,3.0,4.0
6,20,imageLH8,4.0,3.0
7,20,imageLH5,5.0,4.0
47,20,imageLH9,4.0,2.0
48,20,imageHL4,5.0,4.0
49,20,imageHL6,1.0,3.0
50,20,imageHH10,2.0,4.0
51,20,imageLL7,2.0,2.0
52,20,imageLL9,4.0,2.0
53,20,imageHH1,4.0,1.0
54,20,imageLH12,3.0,4.0
94,20,imageHL10,2.0,1.0
95,20,imageLH4,3.0,2.0
96,20,imageLL6,2.0,1.0
97,20,imageLH2,3.0,2.0
98,20,imageHH7,2.0,4.0
99,20,imageHL9,4.0,4.0
100,20,imageLL14,5.0,3.0
101,20,imageHH6,1.0,2.0
141,20,imageHL12,5.0,5.0
142,20,imageHH14,3.0,5.0
143,20,imageLL11,5.0,2.0
144,20,imageHH13,2.0,2.0
145,20,imageHL1,1.0,4.0
146,20,imageLL5,4.0,2.0
147,20,imageLH14,5.0,1.0
148,20,imageLH11,4.0,2.0
188,20,imageLL10,3.0,2.0
189,20,imageHH3,1.0,3.0
190,20,imageHH8,3.0,5.0
191,20,imageLH1,4.0,1.0
192,20,imageHL13,2.0,3.0
193,20,imageHL5,1.0,3.0
194,20,imageLH3,5.0,4.0
195,20,imageLL4,3.0,1.0
235,20,imageLL2,4.0,2.0
236,20,imageLH6,3.0,4.0
237,20,imageLH13,1.0,1.0
238,20,imageLL8,5.0,2.0
239,20,imageHL3,1.0,3.0
240,20,imageHL14,2.0,5.0
241,20,imageHH5,3.0,2.0
242,20,imageHH12,2.0,4.0
282,20,imageLL12,4.0,4.0
283,20,imageLL13,4.0,2.0
284,20,imageHH9,3.0,5.0
285,20,imageHH4,2.0,4.0
286,20,imageHL7,5.0,2.0
287,20,imageHL11,2.0,2.0
288,20,imageLH10,2.0,1.0
289,20,imageLH7,2.0,1.0
0,22,imageHL2,2.0,3.0
1,22,imageHH11,4.0,3.0
2,22,imageHH2,4.0,4.0
3,22,imageHL13,4.0,3.0
4,22,imageLH2,4.0,1.0
5,22,imageLH9,5.0,1.0
6,22,imageLL14,4.0,2.0
7,22,imageLL3,4.0,3.0
47,22,imageLH13,4.0,3.0
48,22,imageLL11,5.0,3.0
49,22,imageLH6,4.0,2.0
50,22,imageHL7,3.0,2.0
51,22,imageLL13,3.0,1.0
52,22,imageHL3,3.0,3.0
53,22,imageHH13,4.0,2.0
54,22,imageHH6,4.0,2.0
94,22,imageHH12,4.0,5.0
95,22,imageHL4,5.0,2.0
96,22,imageLL2,3.0,1.0
97,22,imageLH12,5.0,1.0
98,22,imageLL6,5.0,1.0
99,22,imageHH8,4.0,4.0
100,22,imageLH10,4.0,1.0
101,22,imageHL9,4.0,4.0
141,22,imageLL5,5.0,2.0
142,22,imageHH9,3.0,5.0
143,22,imageHH5,2.0,2.0
144,22,imageHL6,2.0,3.0
145,22,imageLL10,4.0,1.0
146,22,imageHL5,3.0,1.0
147,22,imageLH11,3.0,1.0
148,22,imageLH1,4.0,1.0
188,22,imageHL10,4.0,3.0
189,22,imageHL8,3.0,4.0
190,22,imageLL12,4.0,1.0
191,22,imageHH3,3.0,2.0
192,22,imageLH3,4.0,1.0
193,22,imageHH14,4.0,3.0
194,22,imageLH5,4.0,2.0
195,22,imageLL1,5.0,1.0
235,22,imageHH7,2.0,3.0
236,22,imageHH10,4.0,1.0
237,22,imageHL14,4.0,4.0
238,22,imageHL1,1.0,3.0
239,22,imageLH14,4.0,1.0
240,22,imageLL4,4.0,1.0
241,22,imageLL9,4.0,1.0
242,22,imageLH7,4.0,1.0
282,22,imageLH4,4.0,1.0
283,22,imageHL11,3.0,3.0
284,22,imageLL8,4.0,1.0
285,22,imageHH4,5.0,3.0
286,22,imageHL12,3.0,4.0
287,22,imageHH1,5.0,2.0
288,22,imageLH8,3.0,3.0
289,22,imageLL7,3.0,2.0
0,25,imageHH14,4.0,2.0
1,25,imageLL5,2.0,1.0
2,25,imageLH6,3.0,2.0
3,25,imageLH3,1.0,1.0
4,25,imageHH5,4.0,3.0
5,25,imageLL3,2.0,4.0
6,25,imageHL1,4.0,3.0
7,25,imageHL14,2.0,3.0
47,25,imageHL6,2.0,2.0
48,25,imageHL11,2.0,1.0
49,25,imageHH8,4.0,3.0
50,25,imageLH13,3.0,1.0
51,25,imageHH13,4.0,1.0
52,25,imageLL14,4.0,3.0
53,25,imageLL2,5.0,1.0
54,25,imageLH7,4.0,1.0
94,25,imageHH11,4.0,4.0
95,25,imageHH12,3.0,2.0
96,25,imageHL5,4.0,4.0
97,25,imageHL13,3.0,3.0
98,25,imageLL8,4.0,2.0
99,25,imageLH8,4.0,2.0
100,25,imageLH5,4.0,1.0
101,25,imageLL7,4.0,2.0
141,25,imageHH1,4.0,5.0
142,25,imageLH14,5.0,3.0
143,25,imageHH2,4.0,4.0
144,25,imageHL7,3.0,4.0
145,25,imageHL4,3.0,2.0
146,25,imageLH11,3.0,4.0
147,25,imageLL4,2.0,3.0
148,25,imageLL6,4.0,1.0
188,25,imageHH9,2.0,3.0
189,25,imageLL1,5.0,1.0
190,25,imageLH4,5.0,2.0
191,25,imageLL13,4.0,1.0
192,25,imageHL12,4.0,2.0
193,25,imageLH1,4.0,2.0
194,25,imageHH7,4.0,4.0
195,25,imageHL2,1.0,2.0
235,25,imageHH10,3.0,2.0
236,25,imageHL3,4.0,5.0
237,25,imageLH2,4.0,1.0
238,25,imageHH3,3.0,2.0
239,25,imageLH9,4.0,1.0
240,25,imageHL8,1.0,1.0
241,25,imageLL10,4.0,1.0
242,25,imageLL12,2.0,3.0
282,25,imageHL10,3.0,2.0
283,25,imageLL11,3.0,1.0
284,25,imageLH12,1.0,2.0
285,25,imageLH10,2.0,3.0
286,25,imageLL9,3.0,1.0
287,25,imageHH4,2.0,3.0
288,25,imageHH6,1.0,3.0
289,25,imageHL9,3.0,2.0
0,26,imageHL9,3.0,4.0
1,26,imageHH14,5.0,5.0
2,26,imageHH7,4.0,4.0
3,26,imageLL13,4.0,1.0
4,26,imageHL13,4.0,2.0
5,26,imageLH11,3.0,3.0
6,26,imageLL8,4.0,2.0
7,26,imageLH1,3.0,2.0
47,26,imageHL1,2.0,3.0
48,26,imageHL5,4.0,3.0
49,26,imageHH3,3.0,1.0
50,26,imageHH12,4.0,4.0
51,26,imageLL14,4.0,3.0
52,26,imageLH13,5.0,4.0
53,26,imageLL4,4.0,2.0
54,26,imageLH12,4.0,1.0
94,26,imageLL2,4.0,1.0
95,26,imageHH10,3.0,2.0
96,26,imageLH9,4.0,3.0
97,26,imageHL2,2.0,3.0
98,26,imageLH2,4.0,2.0
99,26,imageHH13,4.0,3.0
100,26,imageHL6,3.0,3.0
101,26,imageLL10,4.0,2.0
141,26,imageHH11,4.0,4.0
142,26,imageHH5,3.0,3.0
143,26,imageLL12,3.0,2.0
144,26,imageHL7,4.0,2.0
145,26,imageLH8,4.0,2.0
146,26,imageHL3,4.0,4.0
147,26,imageLH3,4.0,2.0
148,26,imageLL9,3.0,2.0
188,26,imageHH6,4.0,3.0
189,26,imageLH5,5.0,4.0
190,26,imageHH1,4.0,2.0
191,26,imageHL4,5.0,5.0
192,26,imageLL3,4.0,2.0
193,26,imageLH4,4.0,2.0
194,26,imageHL11,2.0,2.0
195,26,imageLL1,4.0,1.0
235,26,imageHH9,5.0,5.0
236,26,imageHH2,4.0,3.0
237,26,imageLL7,3.0,3.0
238,26,imageLH10,4.0,2.0
239,26,imageHL10,3.0,4.0
240,26,imageLH6,3.0,3.0
241,26,imageHL14,4.0,3.0
242,26,imageLL11,5.0,2.0
282,26,imageLL5,4.0,2.0
283,26,imageHH8,4.0,3.0
284,26,imageHH4,2.0,3.0
285,26,imageHL8,3.0,3.0
286,26,imageLH7,3.0,1.0
287,26,imageLL6,4.0,2.0
288,26,imageHL12,4.0,4.0
289,26,imageLH14,4.0,1.0
0,27,imageLL1,4.0,1.0
1,27,imageHL14,1.0,3.0
2,27,imageHH8,4.0,4.0
3,27,imageHH5,2.0,4.0
4,27,imageLH14,2.0,1.0
5,27,imageLH13,1.0,1.0
6,27,imageHL11,1.0,5.0
7,27,imageLL5,5.0,5.0
47,27,imageLH11,1.0,1.0
48,27,imageLL11,3.0,1.0
49,27,imageLL8,4.0,2.0
50,27,imageHL1,5.0,4.0
51,27,imageHL6,1.0,1.0
52,27,imageHH9,5.0,5.0
53,27,imageLH12,5.0,2.0
54,27,imageHH7,5.0,5.0
94,27,imageLH9,4.0,3.0
95,27,imageLH10,5.0,1.0
96,27,imageHL2,1.0,5.0
97,27,imageHL10,5.0,5.0
98,27,imageLL4,5.0,1.0
99,27,imageHH10,5.0,3.0
100,27,imageLL10,2.0,1.0
101,27,imageHH11,5.0,5.0
141,27,imageHL5,5.0,5.0
142,27,imageHL12,5.0,3.0
143,27,imageLL2,3.0,1.0
144,27,imageHH3,1.0,1.0
145,27,imageLL6,2.0,1.0
146,27,imageLH7,1.0,1.0
147,27,imageHH4,1.0,1.0
148,27,imageLH8,2.0,1.0
188,27,imageHH14,5.0,5.0
189,27,imageLL14,5.0,5.0
190,27,imageHL4,5.0,5.0
191,27,imageLH6,1.0,5.0
192,27,imageHH13,4.0,1.0
193,27,imageHL8,5.0,5.0
194,27,imageLH5,5.0,5.0
195,27,imageLL13,1.0,3.0
235,27,imageHH2,4.0,5.0
236,27,imageLH3,5.0,1.0
237,27,imageHH6,1.0,1.0
238,27,imageHL3,1.0,1.0
239,27,imageLH4,2.0,1.0
240,27,imageLL12,1.0,1.0
241,27,imageLL3,1.0,3.0
242,27,imageHL13,1.0,1.0
282,27,imageLL7,1.0,5.0
283,27,imageLH2,5.0,5.0
284,27,imageHH12,5.0,5.0
285,27,imageLH1,2.0,4.0
286,27,imageHH1,1.0,1.0
287,27,imageHL9,5.0,5.0
288,27,imageHL7,5.0,5.0
289,27,imageLL9,5.0,3.0
0,30,imageHH3,3.0,2.0
1,30,imageHH4,4.0,4.0
2,30,imageLL2,4.0,2.0
3,30,imageLH6,5.0,3.0
4,30,imageHL12,3.0,4.0
5,30,imageHL4,4.0,3.0
6,30,imageLH7,2.0,2.0
7,30,imageLL8,4.0,2.0
47,30,imageHL14,3.0,4.0
48,30,imageHH2,4.0,4.0
49,30,imageLH10,3.0,3.0
50,30,imageLH9,4.0,3.0
51,30,imageHL8,2.0,3.0
52,30,imageLL5,4.0,3.0
53,30,imageLL3,3.0,3.0
54,30,imageHH11,4.0,4.0
94,30,imageLL7,4.0,3.0
95,30,imageLH5,4.0,3.0
96,30,imageLH1,4.0,2.0
97,30,imageHH5,3.0,3.0
98,30,imageHH7,3.0,4.0
99,30,imageLL6,3.0,2.0
100,30,imageHL3,4.0,4.0
101,30,imageHL7,3.0,2.0
141,30,imageHL2,2.0,3.0
142,30,imageHL10,3.0,3.0
143,30,imageLL14,4.0,3.0
144,30,imageLL1,4.0,2.0
145,30,imageLH12,4.0,3.0
146,30,imageHH9,4.0,4.0
147,30,imageLH3,4.0,3.0
148,30,imageHH14,3.0,4.0
188,30,imageHH13,4.0,3.0
189,30,imageHL1,4.0,4.0
190,30,imageLH13,3.0,2.0
191,30,imageLL12,3.0,3.0
192,30,imageLH8,3.0,3.0
193,30,imageLL11,4.0,3.0
194,30,imageHH1,4.0,3.0
195,30,imageHL5,3.0,4.0
235,30,imageHH12,4.0,4.0
236,30,imageHH8,4.0,4.0
237,30,imageLH11,4.0,3.0
238,30,imageLH2,4.0,2.0
239,30,imageHL11,3.0,3.0
240,30,imageHL13,4.0,3.0
241,30,imageLL4,3.0,2.0
242,30,imageLL10,2.0,2.0
282,30,imageLH14,2.0,2.0
283,30,imageHL6,1.0,3.0
284,30,imageLL13,3.0,3.0
285,30,imageLL9,4.0,3.0
286,30,imageHH6,3.0,3.0
287,30,imageHL9,4.0,4.0
288,30,imageLH4,3.0,2.0
289,30,imageHH10,3.0,3.0
0,31,imageHH13,4.0,4.0
1,31,imageHL6,2.0,3.0
2,31,imageHH14,3.0,4.0
3,31,imageHL14,4.0,4.0
4,31,imageLL5,5.0,4.0
5,31,imageLH7,4.0,2.0
6,31,imageLL3,3.0,2.0
7,31,imageLH6,4.0,3.0
47,31,imageLH13,4.0,4.0
48,31,imageLL12,4.0,3.0
49,31,imageLH4,3.0,4.0
50,31,imageHL2,2.0,4.0
51,31,imageLL14,4.0,2.0
52,31,imageHH8,1.0,4.0
53,31,imageHH2,3.0,3.0
54,31,imageHL5,5.0,4.0
94,31,imageHH3,2.0,3.0
95,31,imageHH4,3.0,3.0
96,31,imageHL8,1.0,2.0
97,31,imageLH2,4.0,2.0
98,31,imageLH8,4.0,4.0
99,31,imageLL4,4.0,2.0
100,31,imageLL11,5.0,4.0
101,31,imageHL13,4.0,4.0
141,31,imageHL11,2.0,4.0
142,31,imageLL2,4.0,2.0
143,31,imageHL7,2.0,2.0
144,31,imageLL9,4.0,2.0
145,31,imageHH11,4.0,4.0
146,31,imageHH1,4.0,2.0
147,31,imageLH9,3.0,2.0
148,31,imageLH14,3.0,1.0
188,31,imageHL1,2.0,4.0
189,31,imageLH10,3.0,1.0
190,31,imageHH9,2.0,4.0
191,31,imageLH1,4.0,1.0
192,31,imageLL13,2.0,1.0
193,31,imageHH10,3.0,2.0
194,31,imageLL10,2.0,1.0
195,31,imageHL4,4.0,4.0
235,31,imageHH7,3.0,5.0
236,31,imageLL7,4.0,3.0
237,31,imageHH12,3.0,4.0
238,31,imageHL9,3.0,4.0
239,31,imageLH5,3.0,2.0
240,31,imageLL6,3.0,1.0
241,31,imageHL3,3.0,4.0
242,31,imageLH3,4.0,3.0
282,31,imageLH11,2.0,2.0
283,31,imageLL8,4.0,2.0
284,31,imageLH12,4.0,3.0
285,31,imageLL1,4.0,1.0
286,31,imageHH5,3.0,4.0
287,31,imageHH6,4.0,4.0
288,31,imageHL12,3.0,4.0
289,31,imageHL10,1.0,4.0
0,32,imageHH2,4.0,5.0
1,32,imageHH1,5.0,4.0
2,32,imageLL4,5.0,3.0
3,32,imageLH2,5.0,1.0
4,32,imageHL2,2.0,4.0
5,32,imageHL1,4.0,4.0
6,32,imageLL1,4.0,1.0
7,32,imageLH1,5.0,3.0
47,32,imageHL6,3.0,2.0
48,32,imageHH6,5.0,1.0
49,32,imageHL3,2.0,4.0
50,32,imageHH5,2.0,3.0
51,32,imageLH5,5.0,4.0
52,32,imageLH3,5.0,3.0
53,32,imageLL3,2.0,4.0
54,32,imageLL7,5.0,4.0
94,32,imageHH3,2.0,3.0
95,32,imageHH8,4.0,5.0
96,32,imageHL5,4.0,2.0
97,32,imageLL2,5.0,1.0
98,32,imageHL4,4.0,4.0
99,32,imageLL8,4.0,2.0
100,32,imageLH7,4.0,1.0
101,32,imageLH4,4.0,3.0
141,32,imageLH9,4.0,2.0
142,32,imageHL8,2.0,4.0
143,32,imageHH9,3.0,5.0
144,32,imageHL10,3.0,5.0
145,32,imageHH7,2.0,5.0
146,32,imageLL9,5.0,1.0
147,32,imageLH6,5.0,1.0
148,32,imageLL11,4.0,3.0
188,32,imageHH11,4.0,2.0
189,32,imageHL7,4.0,5.0
190,32,imageHL9,3.0,5.0
191,32,imageLL5,4.0,3.0
192,32,imageHH10,2.0,4.0
193,32,imageLH11,4.0,3.0
194,32,imageLH10,3.0,1.0
195,32,imageLL10,3.0,2.0
235,32,imageHL12,2.0,4.0
236,32,imageHH4,3.0,5.0
237,32,imageHH14,4.0,1.0
238,32,imageHL11,2.0,2.0
239,32,imageLH8,3.0,1.0
240,32,imageLH13,3.0,2.0
241,32,imageLL12,3.0,1.0
242,32,imageLL6,3.0,1.0
282,32,imageHH13,3.0,3.0
283,32,imageHH12,3.0,4.0
284,32,imageHL14,2.0,5.0
285,32,imageLH14,3.0,1.0
286,32,imageLL14,3.0,2.0
287,32,imageLH12,4.0,2.0
288,32,imageHL13,3.0,4.0
289,32,imageLL13,4.0,1.0
0,34,imageLL11,4.0,3.0
1,34,imageLH1,2.0,1.0
2,34,imageLL5,4.0,1.0
3,34,imageHL4,5.0,4.0
4,34,imageHH4,4.0,3.0
5,34,imageHH2,5.0,3.0
6,34,imageHL7,3.0,2.0
7,34,imageLH2,4.0,2.0
47,34,imageHL14,5.0,4.0
48,34,imageLH3,3.0,3.0
49,34,imageLL13,4.0,4.0
50,34,imageLL4,2.0,1.0
51,34,imageHH12,5.0,5.0
52,34,imageHL11,3.0,3.0
53,34,imageLH10,4.0,1.0
54,34,imageHH13,5.0,2.0
94,34,imageHL5,4.0,3.0
95,34,imageLH12,5.0,2.0
96,34,imageHL9,5.0,4.0
97,34,imageHH6,5.0,3.0
98,34,imageLL7,3.0,3.0
99,34,imageLH9,5.0,1.0
100,34,imageHH10,4.0,2.0
101,34,imageLL12,3.0,1.0
141,34,imageHH11,3.0,1.0
142,34,imageLL10,4.0,1.0
143,34,imageHH9,4.0,4.0
144,34,imageLH11,5.0,3.0
145,34,imageHL8,4.0,4.0
146,34,imageHL3,5.0,4.0
147,34,imageLH14,4.0,1.0
148,34,imageLL8,3.0,1.0
188,34,imageLL6,4.0,1.0
189,34,imageLH5,5.0,1.0
190,34,imageHL2,3.0,3.0
191,34,imageHH8,4.0,4.0
192,34,imageHH5,5.0,4.0
193,34,imageLH4,5.0,2.0
194,34,imageLL3,4.0,2.0
195,34,imageHL12,5.0,2.0
235,34,imageHH14,4.0,4.0
236,34,imageHH1,5.0,2.0
237,34,imageLL9,4.0,2.0
238,34,imageHL1,3.0,3.0
239,34,imageHL13,5.0,3.0
240,34,imageLH6,4.0,2.0
241,34,imageLH8,4.0,1.0
242,34,imageLL2,5.0,1.0
282,34,imageHH7,5.0,4.0
283,34,imageHL10,5.0,4.0
284,34,imageLH13,4.0,1.0
285,34,imageHH3,5.0,2.0
286,34,imageLL1,4.0,1.0
287,34,imageHL6,3.0,3.0
288,34,imageLH7,5.0,1.0
289,34,imageLL14,4.0,2.0
0,35,imageHH4,3.0,4.0
1,35,imageLL1,2.0,2.0
2,35,imageHH7,3.0,4.0
3,35,imageLH1,5.0,4.0
4,35,imageLH2,3.0,2.0
5,35,imageLL8,5.0,4.0
6,35,imageHL12,2.0,3.0
7,35,imageHL8,2.0,3.0
47,35,imageLL2,2.0,1.0
48,35,imageHH5,3.0,3.0
49,35,imageHL2,1.0,3.0
50,35,imageHH10,2.0,3.0
51,35,imageHL4,4.0,4.0
52,35,imageLH9,3.0,3.0
53,35,imageLH3,5.0,4.0
54,35,imageLL7,3.0,3.0
94,35,imageLH4,3.0,3.0
95,35,imageHL1,3.0,4.0
96,35,imageHH3,1.0,3.0
97,35,imageHL5,3.0,3.0
98,35,imageHH13,2.0,2.0
99,35,imageLH14,3.0,2.0
100,35,imageLL11,5.0,4.0
101,35,imageLL9,2.0,3.0
141,35,imageLH6,3.0,3.0
142,35,imageLH5,3.0,4.0
143,35,imageLL6,2.0,1.0
144,35,imageLL3,1.0,3.0
145,35,imageHL14,3.0,4.0
146,35,imageHH8,2.0,3.0
147,35,imageHL11,1.0,3.0
148,35,imageHH14,2.0,3.0
188,35,imageHL7,3.0,1.0
189,35,imageLL4,2.0,2.0
190,35,imageLH7,2.0,1.0
191,35,imageHL6,1.0,3.0
192,35,imageLL5,5.0,2.0
193,35,imageHH12,3.0,2.0
194,35,imageHH9,5.0,5.0
195,35,imageLH8,5.0,3.0
235,35,imageLH10,2.0,1.0
236,35,imageLH11,3.0,3.0
237,35,imageHL10,3.0,2.0
238,35,imageHL13,3.0,3.0
239,35,imageLL10,2.0,1.0
240,35,imageLL13,2.0,1.0
241,35,imageHH6,2.0,1.0
242,35,imageHH2,2.0,3.0
282,35,imageLL14,3.0,2.0
283,35,imageHL9,3.0,2.0
284,35,imageHL3,2.0,2.0
285,35,imageLH13,2.0,2.0
286,35,imageHH11,3.0,3.0
287,35,imageHH1,1.0,2.0
288,35,imageLL12,2.0,2.0
289,35,imageLH12,3.0,3.0
0,37,imageHL6,4.0,3.0
1,37,imageHH9,4.0,4.0
2,37,imageHH7,3.0,4.0
3,37,imageLL11,2.0,2.0
4,37,imageHL5,4.0,5.0
5,37,imageLL6,1.0,1.0
6,37,imageLH8,1.0,1.0
7,37,imageLH13,1.0,1.0
47,37,imageHL9,3.0,3.0
48,37,imageHL10,3.0,3.0
49,37,imageHH8,4.0,4.0
50,37,imageLH14,2.0,2.0
51,37,imageLH2,2.0,2.0
52,37,imageHH1,3.0,3.0
53,37,imageLL14,4.0,4.0
54,37,imageLL12,3.0,3.0
94,37,imageHH6,4.0,4.0
95,37,imageLH10,3.0,3.0
96,37,imageHL12,3.0,3.0
97,37,imageLL7,2.0,2.0
98,37,imageLH12,4.0,4.0
99,37,imageLL10,3.0,3.0
100,37,imageHH12,5.0,5.0
101,37,imageHL13,3.0,3.0
141,37,imageLL13,3.0,3.0
142,37,imageHH11,3.0,3.0
143,37,imageHL2,3.0,3.0
144,37,imageLH9,2.0,2.0
145,37,imageHL14,4.0,4.0
146,37,imageHH10,5.0,5.0
147,37,imageLL5,3.0,3.0
148,37,imageLH3,5.0,5.0
188,37,imageLL9,5.0,5.0
189,37,imageLL2,2.0,2.0
190,37,imageHH13,2.0,2.0
191,37,imageLH11,2.0,2.0
192,37,imageHH14,2.0,2.0
193,37,imageLH1,5.0,5.0
194,37,imageHL1,5.0,5.0
195,37,imageHL7,5.0,5.0
235,37,imageLH5,4.0,4.0
236,37,imageLH6,2.0,2.0
237,37,imageHL8,2.0,2.0
238,37,imageLL8,2.0,2.0
239,37,imageLL1,5.0,5.0
240,37,imageHH2,5.0,5.0
241,37,imageHL11,2.0,2.0
242,37,imageHH5,5.0,5.0
282,37,imageLH7,2.0,2.0
283,37,imageLL4,2.0,2.0
284,37,imageHL4,2.0,2.0
285,37,imageLH4,2.0,2.0
286,37,imageLL3,3.0,3.0
287,37,imageHL3,2.0,2.0
288,37,imageHH3,4.0,4.0
289,37,imageHH4,5.0,5.0
0,38,imageHL1,2.0,4.0
1,38,imageLL3,3.0,2.0
2,38,imageLH9,5.0,1.0
3,38,imageHH7,1.0,3.0
4,38,imageLL4,5.0,4.0
5,38,imageLH11,5.0,4.0
6,38,imageHL4,5.0,5.0
7,38,imageHH13,2.0,3.0
47,38,imageLH6,5.0,5.0
48,38,imageLL13,3.0,1.0
49,38,imageHL6,1.0,3.0
50,38,imageLH1,5.0,4.0
51,38,imageHL14,1.0,3.0
52,38,imageHH4,4.0,4.0
53,38,imageLL11,5.0,4.0
54,38,imageHH14,2.0,3.0
94,38,imageLL2,5.0,4.0
95,38,imageLH4,5.0,5.0
96,38,imageLH2,4.0,3.0
97,38,imageHL10,2.0,3.0
98,38,imageHL11,1.0,4.0
99,38,imageHH12,1.0,3.0
100,38,imageHH5,1.0,3.0
101,38,imageLL12,5.0,4.0
141,38,imageLL5,5.0,4.0
142,38,imageLH8,5.0,4.0
143,38,imageHH9,2.0,3.0
144,38,imageLL1,5.0,4.0
145,38,imageHH10,4.0,4.0
146,38,imageLH13,4.0,4.0
147,38,imageHL7,2.0,3.0
148,38,imageHL9,1.0,3.0
188,38,imageLL7,5.0,2.0
189,38,imageHH8,1.0,1.0
190,38,imageHH1,5.0,2.0
191,38,imageHL2,1.0,3.0
192,38,imageHL13,1.0,3.0
193,38,imageLH3,5.0,4.0
194,38,imageLH12,5.0,4.0
195,38,imageLL6,5.0,1.0
235,38,imageHL8,1.0,3.0
236,38,imageHH11,1.0,3.0
237,38,imageLH7,5.0,2.0
238,38,imageLL14,4.0,3.0
239,38,imageLH10,5.0,1.0
240,38,imageHH2,2.0,3.0
241,38,imageLL10,4.0,1.0
242,38,imageHL12,1.0,3.0
282,38,imageHL5,2.0,3.0
283,38,imageLH5,5.0,4.0
284,38,imageHH3,1.0,3.0
285,38,imageLL8,5.0,4.0
286,38,imageLH14,5.0,1.0
287,38,imageLL9,5.0,4.0
288,38,imageHH6,1.0,3.0
289,38,imageHL3,1.0,3.0
0,39,imageLH7,4.0,1.0
1,39,imageHL12,3.0,4.0
2,39,imageHH3,1.0,2.0
3,39,imageLL9,3.0,2.0
4,39,imageLL14,2.0,1.0
5,39,imageHH4,5.0,4.0
6,39,imageLH11,3.0,2.0
7,39,imageHL4,4.0,3.0
47,39,imageLH5,5.0,3.0
48,39,imageHL11,2.0,2.0
49,39,imageLL10,2.0,1.0
50,39,imageHH8,1.0,4.0
51,39,imageLL8,4.0,2.0
52,39,imageHL9,3.0,3.0
53,39,imageLH6,3.0,2.0
54,39,imageHH2,1.0,2.0
94,39,imageLL3,3.0,3.0
95,39,imageLL4,3.0,1.0
96,39,imageHL7,3.0,2.0
97,39,imageHH5,3.0,4.0
98,39,imageLH4,3.0,1.0
99,39,imageLH10,2.0,1.0
100,39,imageHH14,2.0,3.0
101,39,imageHL10,2.0,4.0
141,39,imageHH10,4.0,3.0
142,39,imageLL2,2.0,1.0
143,39,imageHH13,1.0,1.0
144,39,imageHL14,3.0,4.0
145,39,imageHL5,3.0,2.0
146,39,imageLL6,2.0,1.0
147,39,imageLH12,5.0,3.0
148,39,imageLH9,4.0,2.0
188,39,imageLL11,1.0,3.0
189,39,imageHL13,1.0,3.0
190,39,imageLL12,2.0,1.0
191,39,imageHH7,1.0,2.0
192,39,imageHL1,1.0,3.0
193,39,imageHH6,3.0,3.0
194,39,imageLH8,3.0,1.0
195,39,imageLH14,2.0,1.0
235,39,imageHH9,1.0,3.0
236,39,imageHH1,3.0,1.0
237,39,imageLL1,2.0,1.0
238,39,imageHL8,1.0,1.0
239,39,imageHL2,1.0,3.0
240,39,imageLH3,4.0,3.0
241,39,imageLH13,3.0,1.0
242,39,imageLL13,3.0,1.0
282,39,imageLH2,1.0,1.0
283,39,imageHL6,1.0,3.0
284,39,imageHL3,2.0,3.0
285,39,imageHH11,3.0,3.0
286,39,imageLH1,4.0,1.0
287,39,imageLL5,4.0,1.0
288,39,imageLL7,1.0,1.0
289,39,imageHH12,2.0,5.0
0,40,imageLL4,4.0,4.0
1,40,imageLH7,5.0,3.0
2,40,imageLH10,4.0,2.0
3,40,imageLL8,5.0,3.0
4,40,imageHH7,4.0,4.0
5,40,imageHL7,3.0,2.0
6,40,imageHH11,5.0,4.0
7,40,imageHL12,4.0,4.0
47,40,imageHH1,3.0,2.0
48,40,imageHH3,3.0,3.0
49,40,imageLL9,4.0,3.0
50,40,imageHL8,2.0,3.0
51,40,imageLH13,4.0,2.0
52,40,imageHL6,4.0,2.0
53,40,imageLH1,4.0,1.0
54,40,imageLL13,4.0,2.0
94,40,imageHH6,4.0,3.0
95,40,imageHL1,2.0,3.0
96,40,imageHL14,4.0,4.0
97,40,imageHH12,4.0,4.0
98,40,imageLH8,3.0,2.0
99,40,imageLH2,4.0,2.0
100,40,imageLL2,4.0,2.0
101,40,imageLL10,3.0,1.0
141,40,imageHL5,4.0,3.0
142,40,imageHH14,3.0,4.0
143,40,imageHL3,4.0,4.0
144,40,imageHH5,4.0,3.0
145,40,imageLL5,4.0,4.0
146,40,imageLL12,2.0,2.0
147,40,imageLH9,3.0,2.0
148,40,imageLH3,4.0,3.0
188,40,imageHL13,3.0,3.0
189,40,imageHL4,4.0,4.0
190,40,imageLH6,4.0,4.0
191,40,imageHH10,3.0,2.0
192,40,imageLL3,4.0,4.0
193,40,imageLH5,4.0,4.0
194,40,imageLL1,4.0,2.0
