,subj_idx,stim,rt,response,group,arousal,valence
14540,17,1Vne1A,2.2162,0,group2,1,3
14541,17,1Vne1A,4.4148,0,group2,1,3
14542,17,1Vne1A,2.6904,0,group2,1,3
14543,17,1Vne1A,3.2612,0,group2,1,3
14544,17,1Vne1A,1.856,0,group2,1,3
14545,17,1Vne1A,2.3644,0,group2,1,3
14546,17,1Vne1A,2.2884,0,group2,1,3
14547,17,1Vne1A,2.768,0,group2,1,3
14548,17,1Vne1A,1.5634,0,group2,1,3
14549,17,1Vne1A,3.4302,0,group2,2,3
14550,17,1Vne1A,2.1722,0,group2,2,3
14551,17,1Vne1A,1.9485,0,group2,2,3
14552,17,1Vne1A,2.2387,0,group2,2,3
14553,17,1Vne1A,2.888,0,group2,1,3
14554,17,1Vne1A,2.6378,0,group2,1,3
14555,17,1Vne1A,4.5052,0,group2,1,3
14556,17,1Vne1A,3.0083,0,group2,1,3
14557,17,1Vne1A,2.0217,0,group2,1,3
14558,17,1Vne1A,2.67,0,group2,1,3
14559,17,1Vne1A,3.1971,0,group2,1,3
14560,17,1Vne1A,2.7238,0,group2,1,3
337,18,0V0A,8.0839,1,group1,2,2
338,18,0V0A,6.3726,0,group1,2,2
339,18,0V0A,2.6939,1,group1,2,2
340,18,0V0A,3.6442,1,group1,2,2
341,18,0V0A,3.4121,0,group1,1,3
342,18,0V0A,8.0435,0,group1,1,3
343,18,0V0A,9.3726,0,group1,1,3
344,18,0V0A,10.83766845,0,group1,1,3
345,18,0V0A,3.7986,0,group1,3,3
346,18,0V0A,10.83766845,0,group1,3,3
347,18,0V0A,2.1004,0,group1,3,3
348,18,0V0A,2.3304,1,group1,3,3
349,18,0V0A,2.2972,0,group1,2,3
350,18,0V0A,4.1855,1,group1,2,3
351,18,0V0A,3.1875,0,group1,2,3
352,18,0V0A,1.2772,1,group1,2,3
353,18,0V0A,1.8449,1,group1,1,3
354,18,0V0A,1.9117,0,group1,1,3
355,18,0V0A,2.5664,0,group1,1,3
356,18,0V0A,2.1379,0,group1,1,3
357,18,0V0A,1.8142,1,group1,1,3
358,18,0V0A,7.6997,1,group1,1,3
359,18,0V0A,0.7066,1,group1,1,3
360,18,0V0A,3.422,1,group1,1,3
361,18,0V0A,3.0416,0,group1,4,3
362,18,0V0A,3.1551,1,group1,4,3
363,18,0V0A,1.8238,1,group1,4,3
364,18,0V0A,2.2841,0,group1,4,3
3893,18,0V1A,8.7821,1,group1,2,2
3894,18,0V1A,4.2827,1,group1,2,2
3895,18,0V1A,4.3842,1,group1,2,2
3896,18,0V1A,10.83766845,1,group1,2,2
3897,18,0V1A,10.745,0,group1,1,3
3898,18,0V1A,4.2034,0,group1,1,3
3899,18,0V1A,2.5098,1,group1,1,3
3900,18,0V1A,4.8796,0,group1,1,3
3901,18,0V1A,5.7248,1,group1,3,3
3902,18,0V1A,2.652,0,group1,3,3
3903,18,0V1A,1.4666,0,group1,3,3
3904,18,0V1A,2.5931,1,group1,3,3
3905,18,0V1A,2.9901,1,group1,2,3
3906,18,0V1A,1.8875,1,group1,2,3
3907,18,0V1A,1.8854,1,group1,2,3
3908,18,0V1A,2.3438,1,group1,2,3
3909,18,0V1A,2.2101,1,group1,1,3
3910,18,0V1A,4.7201,0,group1,1,3
3911,18,0V1A,1.7916,1,group1,1,3
3912,18,0V1A,3.0345,0,group1,1,3
3913,18,0V1A,3.1483,1,group1,1,3
3914,18,0V1A,1.9215,1,group1,1,3
3915,18,0V1A,1.1288,0,group1,1,3
3916,18,0V1A,3.4288,0,group1,1,3
3917,18,0V1A,3.039,1,group1,4,3
3918,18,0V1A,3.5518,0,group1,4,3
3919,18,0V1A,2.8123,0,group1,4,3
3920,18,0V1A,2.3739,1,group1,4,3
7449,18,1V0A,1.9615,0,group1,2,2
7450,18,1V0A,10.83766845,0,group1,2,2
7451,18,1V0A,4.1574,1,group1,2,2
7452,18,1V0A,2.6763,0,group1,2,2
7453,18,1V0A,5.5586,0,group1,1,3
7454,18,1V0A,2.1906,0,group1,1,3
7455,18,1V0A,1.4586,0,group1,1,3
7456,18,1V0A,6.8947,0,group1,1,3
7457,18,1V0A,4.4401,0,group1,3,3
7458,18,1V0A,5.9981,0,group1,3,3
7459,18,1V0A,1.9545,0,group1,3,3
7460,18,1V0A,2.2181,0,group1,3,3
7461,18,1V0A,3.8476,0,group1,2,3
7462,18,1V0A,2.0652,1,group1,2,3
7463,18,1V0A,1.9254,0,group1,2,3
7464,18,1V0A,4.1503,0,group1,2,3
7465,18,1V0A,1.8003,1,group1,1,3
7466,18,1V0A,2.2887,0,group1,1,3
7467,18,1V0A,1.9288,1,group1,1,3
7468,18,1V0A,2.1706,0,group1,1,3
7469,18,1V0A,6.0715,0,group1,1,3
7470,18,1V0A,4.0796,0,group1,1,3
7471,18,1V0A,3.2151,0,group1,1,3
7472,18,1V0A,2.3863,0,group1,1,3
7473,18,1V0A,1.7374,0,group1,4,3
7474,18,1V0A,1.2547,0,group1,4,3
7475,18,1V0A,2.4471,0,group1,4,3
7476,18,1V0A,1.0729,0,group1,4,3
11005,18,1V1A,4.0467,0,group1,2,2
11006,18,1V1A,6.2823,1,group1,2,2
11007,18,1V1A,10.83766845,1,group1,2,2
11008,18,1V1A,3.0393,0,group1,2,2
11009,18,1V1A,4.7164,0,group1,1,3
11010,18,1V1A,2.6146,0,group1,1,3
11011,18,1V1A,3.7624,0,group1,1,3
11012,18,1V1A,2.1615,0,group1,1,3
11013,18,1V1A,3.965,0,group1,3,3
11014,18,1V1A,2.1699,0,group1,3,3
11015,18,1V1A,2.2648,0,group1,3,3
11016,18,1V1A,1.8951,0,group1,3,3
11017,18,1V1A,2.3357,1,group1,2,3
11018,18,1V1A,1.3681,1,group1,2,3
11019,18,1V1A,1.6384,1,group1,2,3
11020,18,1V1A,1.8175,1,group1,2,3
11021,18,1V1A,3.6128,1,group1,1,3
11022,18,1V1A,3.0826,0,group1,1,3
11023,18,1V1A,1.2353,0,group1,1,3
11024,18,1V1A,5.2154,0,group1,1,3
11025,18,1V1A,2.6064,0,group1,1,3
11026,18,1V1A,1.247,0,group1,1,3
11027,18,1V1A,1.0535,1,group1,1,3
11028,18,1V1A,2.5357,0,group1,1,3
11029,18,1V1A,2.9964,0,group1,4,3
11030,18,1V1A,2.2842,0,group1,4,3
11031,18,1V1A,1.618,0,group1,4,3
11032,18,1V1A,1.5267,0,group1,4,3
14561,18,1Vne1A,4.5055,0,group1,2,2
14562,18,1Vne1A,6.988,0,group1,2,2
14563,18,1Vne1A,2.8168,0,group1,2,2
14564,18,1Vne1A,2.8694,0,group1,2,2
14565,18,1Vne1A,4.1355,1,group1,1,3
14566,18,1Vne1A,1.5082,0,group1,1,3
14567,18,1Vne1A,1.1139,0,group1,1,3
14568,18,1Vne1A,10.83766845,1,group1,1,3
14569,18,1Vne1A,2.1012,0,group1,3,3
14570,18,1Vne1A,3.5287,0,group1,3,3
14571,18,1Vne1A,2.0987,0,group1,3,3
14572,18,1Vne1A,1.7882,0,group1,3,3
14573,18,1Vne1A,3.9384,0,group1,2,3
14574,18,1Vne1A,1.8368,0,group1,2,3
14575,18,1Vne1A,3.5629,0,group1,2,3
14576,18,1Vne1A,3.3083,0,group1,2,3
14577,18,1Vne1A,3.9963,0,group1,1,3
14578,18,1Vne1A,1.5883,0,group1,1,3
14579,18,1Vne1A,1.369,0,group1,1,3
14580,18,1Vne1A,5.3478,0,group1,1,3
14581,18,1Vne1A,2.4124,0,group1,1,3
14582,18,1Vne1A,3.537,0,group1,1,3
14583,18,1Vne1A,2.7509,1,group1,1,3
14584,18,1Vne1A,2.6281,0,group1,1,3
14585,18,1Vne1A,10.83766845,1,group1,4,3
14586,18,1Vne1A,1.15,0,group1,4,3
14587,18,1Vne1A,1.7334,0,group1,4,3
14588,18,1Vne1A,1.6339,0,group1,4,3
365,19,0V0A,6.9439,0,group2,3,4
366,19,0V0A,14.615,0,group2,3,4
367,19,0V0A,4.1929,1,group2,3,4
368,19,0V0A,4.9439,0,group2,3,4
369,19,0V0A,8.2909,0,group2,3,5
370,19,0V0A,4.3259,0,group2,3,5
371,19,0V0A,10.261,0,group2,3,5
372,19,0V0A,11.916,1,group2,3,5
373,19,0V0A,5.5489,0,group2,2,4
374,19,0V0A,11.594,1,group2,2,4
375,19,0V0A,7.2969,0,group2,2,4
376,19,0V0A,9.093,1,group2,2,4
377,19,0V0A,4.326,0,group2,3,3
378,19,0V0A,3.4609,1,group2,3,3
379,19,0V0A,20.309,0,group2,3,3
380,19,0V0A,5.3009,1,group2,3,3
381,19,0V0A,7.6439,1,group2,3,3
382,19,0V0A,1.7439,1,group2,3,3
383,19,0V0A,29.73264857,0,group2,3,3
384,19,0V0A,10.099,1,group2,3,3
385,19,0V0A,1.8,1,group2,3,4
386,19,0V0A,9.4789,0,group2,3,4
387,19,0V0A,5.9139,1,group2,3,4
388,19,0V0A,12.381,1,group2,3,4
389,19,0V0A,18.162,0,group2,4,4
390,19,0V0A,4.7989,1,group2,4,4
391,19,0V0A,9.6599,1,group2,4,4
392,19,0V0A,1.844,0,group2,4,4
3921,19,0V1A,9.997,1,group2,3,4
3922,19,0V1A,14.076,1,group2,3,4
3923,19,0V1A,10.232,0,group2,3,4
3924,19,0V1A,12.781,0,group2,3,4
3925,19,0V1A,29.128,0,group2,3,5
3926,19,0V1A,5.4389,0,group2,3,5
3927,19,0V1A,2.9389,0,group2,3,5
3928,19,0V1A,12.876,1,group2,3,5
3929,19,0V1A,4.1449,0,group2,2,4
3930,19,0V1A,4.2329,0,group2,2,4
3931,19,0V1A,14.882,0,group2,2,4
3932,19,0V1A,5.71,0,group2,2,4
3933,19,0V1A,6.16,1,group2,3,3
3934,19,0V1A,3.1439,1,group2,3,3
3935,19,0V1A,8.129,0,group2,3,3
3936,19,0V1A,4.0619,0,group2,3,3
3937,19,0V1A,10.743,0,group2,3,3
3938,19,0V1A,29.73264857,1,group2,3,3
3939,19,0V1A,4.7109,0,group2,3,3
3940,19,0V1A,3.951,1,group2,3,3
3941,19,0V1A,6.7099,1,group2,3,4
3942,19,0V1A,4.3289,0,group2,3,4
3943,19,0V1A,2.346,0,group2,3,4
3944,19,0V1A,5.545,0,group2,3,4
3945,19,0V1A,4.85,0,group2,4,4
3946,19,0V1A,27.965,0,group2,4,4
3947,19,0V1A,9.8329,1,group2,4,4
3948,19,0V1A,4.1639,0,group2,4,4
7477,19,1V0A,9.942,0,group2,3,4
7478,19,1V0A,8.5489,0,group2,3,4
7479,19,1V0A,3.178,0,group2,3,4
7480,19,1V0A,6.662,0,group2,3,4
7481,19,1V0A,4.795,1,group2,3,5
7482,19,1V0A,7.8669,1,group2,3,5
7483,19,1V0A,3.362,1,group2,3,5
7484,19,1V0A,3.3589,1,group2,3,5
7485,19,1V0A,6.113,1,group2,2,4
7486,19,1V0A,5.7479,1,group2,2,4
7487,19,1V0A,9.76,0,group2,2,4
7488,19,1V0A,3.594,1,group2,2,4
7489,19,1V0A,3.4149,1,group2,3,3
7490,19,1V0A,4.248,1,group2,3,3
7491,19,1V0A,6.244,0,group2,3,3
7492,19,1V0A,2.8449,0,group2,3,3
7493,19,1V0A,28.467,0,group2,3,3
7494,19,1V0A,17.394,0,group2,3,3
7495,19,1V0A,23.242,1,group2,3,3
7496,19,1V0A,2.6949,0,group2,3,3
7497,19,1V0A,9.913,0,group2,3,4
7498,19,1V0A,6.383,1,group2,3,4
7499,19,1V0A,2.5109,1,group2,3,4
7500,19,1V0A,14.498,0,group2,3,4
7501,19,1V0A,14.429,1,group2,4,4
7502,19,1V0A,19.38,1,group2,4,4
7503,19,1V0A,7.2629,0,group2,4,4
7504,19,1V0A,4.827,1,group2,4,4
11033,19,1V1A,21.009,0,group2,3,4
11034,19,1V1A,9.335,0,group2,3,4
11035,19,1V1A,11.848,0,group2,3,4
11036,19,1V1A,3.994,0,group2,3,4
11037,19,1V1A,14.629,0,group2,3,5
11038,19,1V1A,15.679,1,group2,3,5
11039,19,1V1A,5.6429,0,group2,3,5
11040,19,1V1A,10.829,1,group2,3,5
11041,19,1V1A,5.067,0,group2,2,4
11042,19,1V1A,5.9809,0,group2,2,4
11043,19,1V1A,6.144,1,group2,2,4
11044,19,1V1A,4.093,0,group2,2,4
11045,19,1V1A,5.161,1,group2,3,3
11046,19,1V1A,2.4769,1,group2,3,3
11047,19,1V1A,5.5779,0,group2,3,3
11048,19,1V1A,4.728,0,group2,3,3
11049,19,1V1A,23.36,1,group2,3,3
11050,19,1V1A,5.6759,0,group2,3,3
11051,19,1V1A,2.0139,0,group2,3,3
11052,19,1V1A,1.73,0,group2,3,3
11053,19,1V1A,9.76,1,group2,3,4
11054,19,1V1A,12.415,0,group2,3,4
11055,19,1V1A,6.798,0,group2,3,4
11056,19,1V1A,4.3099,0,group2,3,4
11057,19,1V1A,27.782,0,group2,4,4
11058,19,1V1A,4.3939,1,group2,4,4
11059,19,1V1A,5.41,1,group2,4,4
11060,19,1V1A,6.166,0,group2,4,4
14589,19,1Vne1A,7.61,1,group2,3,4
14590,19,1Vne1A,4.364,0,group2,3,4
14591,19,1Vne1A,24.743,0,group2,3,4
14592,19,1Vne1A,5.882,1,group2,3,4
14593,19,1Vne1A,5.397,1,group2,3,5
14594,19,1Vne1A,12.862,1,group2,3,5
14595,19,1Vne1A,29.73264857,1,group2,3,5
14596,19,1Vne1A,3.15,1,group2,3,5
14597,19,1Vne1A,5.134,1,group2,2,4
14598,19,1Vne1A,4.245,1,group2,2,4
14599,19,1Vne1A,4.7109,0,group2,2,4
14600,19,1Vne1A,4.2609,1,group2,2,4
14601,19,1Vne1A,14.529,0,group2,3,3
14602,19,1Vne1A,10.393,1,group2,3,3
14603,19,1Vne1A,8.762,1,group2,3,3
14604,19,1Vne1A,6.2599,1,group2,3,3
14605,19,1Vne1A,29.73264857,1,group2,3,3
14606,19,1Vne1A,1.724,1,group2,3,3
14607,19,1Vne1A,5.562,1,group2,3,3
14608,19,1Vne1A,5.346,1,group2,3,3
14609,19,1Vne1A,16.229,1,group2,3,4
14610,19,1Vne1A,8.4769,0,group2,3,4
14611,19,1Vne1A,6.8429,1,group2,3,4
14612,19,1Vne1A,14.664,1,group2,3,4
14613,19,1Vne1A,15.278,1,group2,4,4
14614,19,1Vne1A,2.813,1,group2,4,4
14615,19,1Vne1A,4.5479,1,group2,4,4
14616,19,1Vne1A,3.814,1,group2,4,4
393,20,0V0A,6.7749,0,group3,4,2
394,20,0V0A,6.2835,1,group3,4,2
395,20,0V0A,2.6482,1,group3,4,2
396,20,0V0A,2.4906,1,group3,4,2
397,20,0V0A,2.3094,1,group3,3,2
398,20,0V0A,12.075,1,group3,3,2
399,20,0V0A,2.6554,0,group3,3,2
400,20,0V0A,2.1002,1,group3,3,2
401,20,0V0A,4.0638,1,group3,2,3
402,20,0V0A,6.296,1,group3,2,3
403,20,0V0A,4.3618,1,group3,2,3
404,20,0V0A,5.3799,1,group3,2,3
405,20,0V0A,6.2877,1,group3,2,3
406,20,0V0A,4.537,0,group3,2,3
407,20,0V0A,6.1799,0,group3,2,3
408,20,0V0A,13.035,1,group3,2,3
409,20,0V0A,3.9917,0,group3,3,4
410,20,0V0A,5.7694,0,group3,3,4
411,20,0V0A,3.2579,0,group3,3,4
412,20,0V0A,2.3752,0,group3,3,4
413,20,0V0A,6.1152,1,group3,2,3
414,20,0V0A,2.7952,1,group3,2,3
415,20,0V0A,4.7302,1,group3,2,3
416,20,0V0A,4.748,0,group3,2,3
417,20,0V0A,13.7250673,1,group3,4,3
418,20,0V0A,2.9472,0,group3,4,3
419,20,0V0A,4.2086,0,group3,4,3
420,20,0V0A,5.0101,0,group3,4,3
3949,20,0V1A,5.7755,1,group3,4,2
3950,20,0V1A,4.1639,1,group3,4,2
3951,20,0V1A,2.7471,1,group3,4,2
3952,20,0V1A,11.025,0,group3,4,2
3953,20,0V1A,2.9977,0,group3,3,2
3954,20,0V1A,4.3433,0,group3,3,2
3955,20,0V1A,13.7250673,1,group3,3,2
3956,20,0V1A,1.8253,1,group3,3,2
3957,20,0V1A,2.8389,0,group3,2,3
3958,20,0V1A,12.083,1,group3,2,3
3959,20,0V1A,3.858,1,group3,2,3
3960,20,0V1A,2.4823,0,group3,2,3
3961,20,0V1A,7.0586,0,group3,2,3
3962,20,0V1A,8.0795,0,group3,2,3
3963,20,0V1A,3.6121,0,group3,2,3
3964,20,0V1A,5.6238,1,group3,2,3
3965,20,0V1A,4.0301,1,group3,3,4
3966,20,0V1A,3.1287,1,group3,3,4
3967,20,0V1A,6.3167,1,group3,3,4
3968,20,0V1A,3.3411,1,group3,3,4
3969,20,0V1A,3.5415,1,group3,2,3
3970,20,0V1A,6.5297,1,group3,2,3
3971,20,0V1A,3.0976,0,group3,2,3
3972,20,0V1A,4.7315,0,group3,2,3
3973,20,0V1A,2.9412,0,group3,4,3
3974,20,0V1A,4.6077,0,group3,4,3
3975,20,0V1A,4.1244,0,group3,4,3
3976,20,0V1A,5.4463,0,group3,4,3
7505,20,1V0A,5.797,0,group3,4,2
7506,20,1V0A,5.7425,1,group3,4,2
7507,20,1V0A,2.9073,0,group3,4,2
7508,20,1V0A,5.4022,1,group3,4,2
7509,20,1V0A,2.7239,0,group3,3,2
7510,20,1V0A,7.1513,0,group3,3,2
7511,20,1V0A,2.3581,1,group3,3,2
7512,20,1V0A,3.1172,0,group3,3,2
7513,20,1V0A,6.6604,1,group3,2,3
7514,20,1V0A,7.3347,0,group3,2,3
7515,20,1V0A,4.9087,0,group3,2,3
7516,20,1V0A,3.5589,1,group3,2,3
7517,20,1V0A,3.3602,0,group3,2,3
7518,20,1V0A,5.5221,0,group3,2,3
7519,20,1V0A,2.976,0,group3,2,3
7520,20,1V0A,3.5589,0,group3,2,3
7521,20,1V0A,11.693,0,group3,3,4
7522,20,1V0A,3.531,0,group3,3,4
7523,20,1V0A,3.9275,0,group3,3,4
7524,20,1V0A,4.2922,0,group3,3,4
7525,20,1V0A,3.4533,0,group3,2,3
7526,20,1V0A,13.7250673,1,group3,2,3
7527,20,1V0A,10.33,0,group3,2,3
7528,20,1V0A,3.0421,1,group3,2,3
7529,20,1V0A,7.9508,0,group3,4,3
7530,20,1V0A,7.5321,0,group3,4,3
7531,20,1V0A,10.545,1,group3,4,3
7532,20,1V0A,2.7263,0,group3,4,3
11061,20,1V1A,7.5123,1,group3,4,2
11062,20,1V1A,4.068,1,group3,4,2
11063,20,1V1A,3.1347,1,group3,4,2
11064,20,1V1A,2.0592,1,group3,4,2
11065,20,1V1A,3.3258,0,group3,3,2
11066,20,1V1A,5.0627,0,group3,3,2
11067,20,1V1A,4.2957,1,group3,3,2
11068,20,1V1A,1.8936,0,group3,3,2
11069,20,1V1A,3.7202,0,group3,2,3
11070,20,1V1A,6.5575,1,group3,2,3
11071,20,1V1A,7.4814,0,group3,2,3
11072,20,1V1A,4.4706,0,group3,2,3
11073,20,1V1A,3.3808,0,group3,2,3
11074,20,1V1A,4.8156,0,group3,2,3
11075,20,1V1A,4.9069,0,group3,2,3
11076,20,1V1A,2.951,0,group3,2,3
11077,20,1V1A,3.9731,0,group3,3,4
11078,20,1V1A,6.2251,0,group3,3,4
11079,20,1V1A,3.8801,1,group3,3,4
11080,20,1V1A,4.2683,1,group3,3,4
11081,20,1V1A,5.04,0,group3,2,3
11082,20,1V1A,4.611,0,group3,2,3
11083,20,1V1A,3.3222,0,group3,2,3
11084,20,1V1A,3.398,1,group3,2,3
11085,20,1V1A,5.9116,0,group3,4,3
11086,20,1V1A,6.8407,0,group3,4,3
11087,20,1V1A,9.14,0,group3,4,3
11088,20,1V1A,4.4916,0,group3,4,3
14617,20,1Vne1A,4.075,0,group3,4,2
14618,20,1Vne1A,7.1362,0,group3,4,2
14619,20,1Vne1A,6.8369,0,group3,4,2
14620,20,1Vne1A,4.0492,0,group3,4,2
14621,20,1Vne1A,4.6433,1,group3,3,2
14622,20,1Vne1A,3.7817,0,group3,3,2
14623,20,1Vne1A,6.3187,1,group3,3,2
14624,20,1Vne1A,7.735,0,group3,3,2
14625,20,1Vne1A,5.3252,1,group3,2,3
14626,20,1Vne1A,8.9101,1,group3,2,3
14627,20,1Vne1A,13.7250673,1,group3,2,3
14628,20,1Vne1A,4.9583,1,group3,2,3
14629,20,1Vne1A,3.5617,0,group3,2,3
14630,20,1Vne1A,3.6288,0,group3,2,3
14631,20,1Vne1A,9.7385,1,group3,2,3
14632,20,1Vne1A,7.4989,0,group3,2,3
14633,20,1Vne1A,5.6977,0,group3,3,4
14634,20,1Vne1A,5.6483,0,group3,3,4
14635,20,1Vne1A,4.1833,0,group3,3,4
14636,20,1Vne1A,5.215,0,group3,3,4
14637,20,1Vne1A,6.2767,0,group3,2,3
14638,20,1Vne1A,6.2397,1,group3,2,3
14639,20,1Vne1A,13.7250673,0,group3,2,3
14640,20,1Vne1A,3.0612,0,group3,2,3
14641,20,1Vne1A,4.1974,1,group3,4,3
14642,20,1Vne1A,2.1964,1,group3,4,3
14643,20,1Vne1A,1.8695,1,group3,4,3
14644,20,1Vne1A,10.009,1,group3,4,3
421,22,0V0A,2.7749,0,group3,4,1
422,22,0V0A,7.595561355,0,group3,4,1
423,22,0V0A,3.41,1,group3,4,1
424,22,0V0A,3.9859,0,group3,4,1
425,22,0V0A,1.7969,0,group3,3,1
426,22,0V0A,3.007,0,group3,3,1
427,22,0V0A,3.637,1,group3,3,1
428,22,0V0A,1.0979,0,group3,3,1
429,22,0V0A,2.185,1,group3,4,1
430,22,0V0A,1.5349,0,group3,4,1
431,22,0V0A,1.637,0,group3,4,1
432,22,0V0A,2.922,1,group3,4,1
433,22,0V0A,3.3499,0,group3,3,1
434,22,0V0A,3.5199,1,group3,3,1
435,22,0V0A,1.988,0,group3,3,1
436,22,0V0A,2.3379,1,group3,3,1
437,22,0V0A,2.4859,1,group3,3,1
438,22,0V0A,1.2829,1,group3,3,1
439,22,0V0A,1.5479,1,group3,3,1
440,22,0V0A,1.7629,1,group3,3,1
441,22,0V0A,1.6779,1,group3,2,1
442,22,0V0A,4.5509,1,group3,2,1
443,22,0V0A,2.7429,1,group3,2,1
444,22,0V0A,1.1559,1,group3,2,1
445,22,0V0A,1.316,0,group3,3,3
446,22,0V0A,1.0569,0,group3,3,3
447,22,0V0A,2.9669,0,group3,3,3
448,22,0V0A,2.1579,0,group3,3,3
3977,22,0V1A,7.2289,1,group3,4,1
3978,22,0V1A,2.9259,0,group3,4,1
3979,22,0V1A,2.2399,0,group3,4,1
3980,22,0V1A,3.153,0,group3,4,1
3981,22,0V1A,5.7449,1,group3,3,1
3982,22,0V1A,3.4739,0,group3,3,1
3983,22,0V1A,2.355,1,group3,3,1
3984,22,0V1A,1.1699,0,group3,3,1
3985,22,0V1A,3.152,1,group3,4,1
3986,22,0V1A,2.335,0,group3,4,1
3987,22,0V1A,1.339,0,group3,4,1
3988,22,0V1A,2.0019,0,group3,4,1
3989,22,0V1A,2.958,1,group3,3,1
3990,22,0V1A,1.4939,1,group3,3,1
3991,22,0V1A,1.192,0,group3,3,1
3992,22,0V1A,1.4109,0,group3,3,1
3993,22,0V1A,4.072,0,group3,3,1
3994,22,0V1A,2.242,1,group3,3,1
3995,22,0V1A,3.231,1,group3,3,1
3996,22,0V1A,1.7509,1,group3,3,1
3997,22,0V1A,1.8859,0,group3,2,1
3998,22,0V1A,3.749,0,group3,2,1
3999,22,0V1A,1.728,0,group3,2,1
4000,22,0V1A,1.793,0,group3,2,1
4001,22,0V1A,2.0599,1,group3,3,3
4002,22,0V1A,4.353,1,group3,3,3
4003,22,0V1A,1.222,0,group3,3,3
4004,22,0V1A,1.773,1,group3,3,3
7533,22,1V0A,4.2089,0,group3,4,1
7534,22,1V0A,2.201,1,group3,4,1
7535,22,1V0A,3.524,1,group3,4,1
7536,22,1V0A,5.7939,1,group3,4,1
7537,22,1V0A,7.595561355,1,group3,3,1
7538,22,1V0A,2.8989,1,group3,3,1
7539,22,1V0A,0.964,0,group3,3,1
7540,22,1V0A,2.9069,1,group3,3,1
7541,22,1V0A,4.376,1,group3,4,1
7542,22,1V0A,1.637,1,group3,4,1
7543,22,1V0A,1.403,1,group3,4,1
7544,22,1V0A,1.118,1,group3,4,1
7545,22,1V0A,7.595561355,0,group3,3,1
7546,22,1V0A,7.595561355,1,group3,3,1
7547,22,1V0A,2.163,0,group3,3,1
7548,22,1V0A,2.132,1,group3,3,1
7549,22,1V0A,1.523,1,group3,3,1
7550,22,1V0A,1.096,1,group3,3,1
7551,22,1V0A,1.422,0,group3,3,1
7552,22,1V0A,1.4699,1,group3,3,1
7553,22,1V0A,2.2189,1,group3,2,1
7554,22,1V0A,1.362,1,group3,2,1
7555,22,1V0A,1.5019,1,group3,2,1
7556,22,1V0A,1.0929,1,group3,2,1
7557,22,1V0A,1.207,1,group3,3,3
7558,22,1V0A,5.449,1,group3,3,3
7559,22,1V0A,1.611,1,group3,3,3
7560,22,1V0A,1.32,1,group3,3,3
11089,22,1V1A,3.3759,0,group3,4,1
11090,22,1V1A,5.1219,0,group3,4,1
11091,22,1V1A,3.3319,0,group3,4,1
11092,22,1V1A,2.015,0,group3,4,1
11093,22,1V1A,1.483,0,group3,3,1
11094,22,1V1A,2.48,1,group3,3,1
11095,22,1V1A,2.3919,1,group3,3,1
11096,22,1V1A,2.1159,0,group3,3,1
11097,22,1V1A,2.8479,0,group3,4,1
11098,22,1V1A,0.957,0,group3,4,1
11099,22,1V1A,1.208,1,group3,4,1
11100,22,1V1A,3.6259,1,group3,4,1
11101,22,1V1A,1.929,0,group3,3,1
11102,22,1V1A,1.6359,0,group3,3,1
11103,22,1V1A,2.2019,1,group3,3,1
11104,22,1V1A,1.622,1,group3,3,1
11105,22,1V1A,1.976,1,group3,3,1
11106,22,1V1A,0.9589,0,group3,3,1
11107,22,1V1A,3.381,1,group3,3,1
11108,22,1V1A,1.0729,0,group3,3,1
11109,22,1V1A,3.663,0,group3,2,1
11110,22,1V1A,2.0039,0,group3,2,1
11111,22,1V1A,1.3109,1,group3,2,1
11112,22,1V1A,1.2339,1,group3,2,1
11113,22,1V1A,1.9469,1,group3,3,3
11114,22,1V1A,1.4619,1,group3,3,3
11115,22,1V1A,0.989,1,group3,3,3
11116,22,1V1A,1.5599,1,group3,3,3
14645,22,1Vne1A,7.595561355,1,group3,4,1
14646,22,1Vne1A,2.913,1,group3,4,1
14647,22,1Vne1A,3.901,0,group3,4,1
14648,22,1Vne1A,7.595561355,1,group3,4,1
14649,22,1Vne1A,2.565,1,group3,3,1
14650,22,1Vne1A,4.1309,1,group3,3,1
14651,22,1Vne1A,2.7069,1,group3,3,1
14652,22,1Vne1A,3.81,1,group3,3,1
14653,22,1Vne1A,3.343,1,group3,4,1
14654,22,1Vne1A,6.3679,1,group3,4,1
14655,22,1Vne1A,2.2759,1,group3,4,1
14656,22,1Vne1A,2.162,1,group3,4,1
14657,22,1Vne1A,1.9649,1,group3,3,1
14658,22,1Vne1A,4.0789,0,group3,3,1
14659,22,1Vne1A,1.248,1,group3,3,1
14660,22,1Vne1A,3.478,0,group3,3,1
14661,22,1Vne1A,7.595561355,1,group3,3,1
14662,22,1Vne1A,2.825,1,group3,3,1
14663,22,1Vne1A,1.3249,1,group3,3,1
14664,22,1Vne1A,1.4659,1,group3,3,1
14665,22,1Vne1A,2.302,1,group3,2,1
14666,22,1Vne1A,3.822,1,group3,2,1
14667,22,1Vne1A,1.6199,1,group3,2,1
14668,22,1Vne1A,1.3879,1,group3,2,1
14669,22,1Vne1A,2.5539,1,group3,3,3
14670,22,1Vne1A,3.583,1,group3,3,3
14671,22,1Vne1A,1.798,1,group3,3,3
14672,22,1Vne1A,2.108,1,group3,3,3
449,25,0V0A,1.9959,0,group1,4,4
450,25,0V0A,3.422,0,group1,4,4
