,subj_idx,stim,rt,response,group,arousal,valence
2499,122,0V0A,4.6603,0,group4,1,1
2500,122,0V0A,5.4911,1,group4,1,1
2501,122,0V0A,4.7917,1,group4,1,1
2502,122,0V0A,3.3913,1,group4,1,1
2503,122,0V0A,2.5109,1,group4,1,1
2504,122,0V0A,4.5251,1,group4,1,1
2505,122,0V0A,5.8685,0,group4,4,2
2506,122,0V0A,1.1625,0,group4,4,2
2507,122,0V0A,2.8317,0,group4,4,2
2508,122,0V0A,4.4257,0,group4,4,2
2509,122,0V0A,9.6651,1,group4,4,3
2510,122,0V0A,2.4296,0,group4,4,3
2511,122,0V0A,6.4748,0,group4,4,3
2512,122,0V0A,4.3012,1,group4,4,3
2513,122,0V0A,5.0087,1,group4,1,4
2514,122,0V0A,4.0254,0,group4,1,4
2515,122,0V0A,4.0699,0,group4,1,4
2516,122,0V0A,2.6822,0,group4,1,4
2517,122,0V0A,3.0607,1,group4,5,4
2518,122,0V0A,3.2081,1,group4,5,4
2519,122,0V0A,7.0097,1,group4,5,4
2520,122,0V0A,13.1131,0,group4,5,4
6049,122,0V1A,5.7592,0,group4,4,2
6050,122,0V1A,8.9034,0,group4,4,2
6051,122,0V1A,5.2936,0,group4,4,2
6052,122,0V1A,3.9125,0,group4,4,2
6053,122,0V1A,9.9174,1,group4,1,1
6054,122,0V1A,7.8581,1,group4,1,1
6055,122,0V1A,5.0263,0,group4,1,1
6056,122,0V1A,5.6951,1,group4,1,1
6057,122,0V1A,3.8099,1,group4,1,1
6058,122,0V1A,3.701,0,group4,1,1
6059,122,0V1A,8.2167,0,group4,1,1
6060,122,0V1A,4.4939,0,group4,1,1
6061,122,0V1A,2.7057,0,group4,4,2
6062,122,0V1A,2.7807,1,group4,4,2
6063,122,0V1A,2.2429,0,group4,4,2
6064,122,0V1A,1.862,0,group4,4,2
6065,122,0V1A,2.9433,0,group4,4,3
6066,122,0V1A,6.8427,0,group4,4,3
6067,122,0V1A,7.2262,0,group4,4,3
6068,122,0V1A,8.4465,0,group4,4,3
6069,122,0V1A,3.8484,1,group4,1,4
6070,122,0V1A,2.4422,1,group4,1,4
6071,122,0V1A,11.409,1,group4,1,4
6072,122,0V1A,5.5312,0,group4,1,4
6073,122,0V1A,4.5535,1,group4,5,4
6074,122,0V1A,3.3772,1,group4,5,4
6075,122,0V1A,3.2114,1,group4,5,4
6076,122,0V1A,5.592,1,group4,5,4
9605,122,1V0A,5.1108,1,group4,4,2
9606,122,1V0A,6.6907,0,group4,4,2
9607,122,1V0A,1.424,0,group4,4,2
9608,122,1V0A,2.6706,1,group4,4,2
9609,122,1V0A,7.008,1,group4,1,1
9610,122,1V0A,4.3582,1,group4,1,1
9611,122,1V0A,7.5414,0,group4,1,1
9612,122,1V0A,4.6169,1,group4,1,1
9613,122,1V0A,4.1303,1,group4,1,1
9614,122,1V0A,8.4354,0,group4,1,1
9615,122,1V0A,4.9161,1,group4,1,1
9616,122,1V0A,8.8568,0,group4,1,1
9617,122,1V0A,4.6013,1,group4,4,2
9618,122,1V0A,8.1473,1,group4,4,2
9619,122,1V0A,4.1447,1,group4,4,2
9620,122,1V0A,13.1131,1,group4,4,2
9621,122,1V0A,7.0535,0,group4,4,3
9622,122,1V0A,6.0695,0,group4,4,3
9623,122,1V0A,13.1131,0,group4,4,3
9624,122,1V0A,6.3659,0,group4,4,3
9625,122,1V0A,5.0707,0,group4,1,4
9626,122,1V0A,5.6207,0,group4,1,4
9627,122,1V0A,8.1751,0,group4,1,4
9628,122,1V0A,3.3631,0,group4,1,4
9629,122,1V0A,2.2751,1,group4,5,4
9630,122,1V0A,7.1361,0,group4,5,4
9631,122,1V0A,5.1573,0,group4,5,4
9632,122,1V0A,2.3948,1,group4,5,4
13161,122,1V1A,2.1441,1,group4,4,2
13162,122,1V1A,1.3587,1,group4,4,2
13163,122,1V1A,4.2989,0,group4,4,2
13164,122,1V1A,4.0135,0,group4,4,2
13165,122,1V1A,5.3656,1,group4,1,1
13166,122,1V1A,5.05,1,group4,1,1
13167,122,1V1A,2.4619,1,group4,1,1
13168,122,1V1A,5.3968,1,group4,1,1
13169,122,1V1A,3.6645,0,group4,1,1
13170,122,1V1A,3.2108,0,group4,1,1
13171,122,1V1A,1.9847,1,group4,1,1
13172,122,1V1A,3.7862,1,group4,1,1
13173,122,1V1A,13.1131,0,group4,4,2
13174,122,1V1A,13.1131,0,group4,4,2
13175,122,1V1A,6.152,1,group4,4,2
13176,122,1V1A,6.0785,1,group4,4,2
13177,122,1V1A,6.3382,0,group4,4,3
13178,122,1V1A,8.304,0,group4,4,3
13179,122,1V1A,7.2079,0,group4,4,3
13180,122,1V1A,5.0818,0,group4,4,3
13181,122,1V1A,3.8959,1,group4,1,4
13182,122,1V1A,2.6529,1,group4,1,4
13183,122,1V1A,4.4267,1,group4,1,4
13184,122,1V1A,1.816,1,group4,1,4
13185,122,1V1A,2.3512,0,group4,5,4
13186,122,1V1A,6.3642,1,group4,5,4
13187,122,1V1A,1.9005,0,group4,5,4
13188,122,1V1A,2.2711,1,group4,5,4
16717,122,1Vne1A,6.5997,0,group4,4,2
16718,122,1Vne1A,7.6181,1,group4,4,2
16719,122,1Vne1A,6.6008,1,group4,4,2
16720,122,1Vne1A,2.8804,0,group4,4,2
16721,122,1Vne1A,3.5745,1,group4,1,1
16722,122,1Vne1A,6.9916,1,group4,1,1
16723,122,1Vne1A,4.4566,0,group4,1,1
16724,122,1Vne1A,4.6622,1,group4,1,1
16725,122,1Vne1A,3.241,1,group4,1,1
16726,122,1Vne1A,6.0135,1,group4,1,1
16727,122,1Vne1A,4.3853,1,group4,1,1
16728,122,1Vne1A,4.2907,1,group4,1,1
16729,122,1Vne1A,13.1131,0,group4,4,2
16730,122,1Vne1A,3.4164,1,group4,4,2
16731,122,1Vne1A,2.9657,1,group4,4,2
16732,122,1Vne1A,7.9649,1,group4,4,2
16733,122,1Vne1A,3.4344,0,group4,4,3
16734,122,1Vne1A,3.308,0,group4,4,3
16735,122,1Vne1A,8.909,0,group4,4,3
16736,122,1Vne1A,3.7848,0,group4,4,3
16737,122,1Vne1A,2.8096,0,group4,1,4
16738,122,1Vne1A,3.1334,0,group4,1,4
16739,122,1Vne1A,5.5919,0,group4,1,4
16740,122,1Vne1A,4.5619,0,group4,1,4
16741,122,1Vne1A,3.8282,0,group4,5,4
16742,122,1Vne1A,6.5296,0,group4,5,4
16743,122,1Vne1A,8.0288,0,group4,5,4
16744,122,1Vne1A,5.4596,0,group4,5,4
2521,123,0V0A,6.990293,0,group3,3,1
2522,123,0V0A,4.1157,1,group3,3,1
2523,123,0V0A,4.718,1,group3,3,1
2524,123,0V0A,3.0376,1,group3,3,1
2525,123,0V0A,6.990293,0,group3,5,1
2526,123,0V0A,4.0258,0,group3,5,1
2527,123,0V0A,1.2213,0,group3,5,1
2528,123,0V0A,3.4138,0,group3,5,1
2529,123,0V0A,2.7701,1,group3,5,1
2530,123,0V0A,1.5392,1,group3,5,1
2531,123,0V0A,1.2063,0,group3,5,1
2532,123,0V0A,2.92,1,group3,5,1
2533,123,0V0A,1.3673,0,group3,5,1
2534,123,0V0A,0.8458,1,group3,5,1
2535,123,0V0A,3.0451,0,group3,5,1
2536,123,0V0A,1.0378,1,group3,5,1
2537,123,0V0A,1.1187,0,group3,5,1
2538,123,0V0A,1.8263,0,group3,5,1
2539,123,0V0A,4.7712,0,group3,5,1
2540,123,0V0A,1.7426,0,group3,5,1
2541,123,0V0A,1.0245,0,group3,5,1
2542,123,0V0A,1.2189,1,group3,5,1
2543,123,0V0A,3.0098,0,group3,5,1
2544,123,0V0A,3.3047,1,group3,5,1
2545,123,0V0A,3.1728,0,group3,5,1
2546,123,0V0A,2.8461,1,group3,5,1
2547,123,0V0A,3.1012,0,group3,5,1
2548,123,0V0A,3.8077,1,group3,5,1
6077,123,0V1A,3.1053,0,group3,3,1
6078,123,0V1A,2.1542,1,group3,3,1
6079,123,0V1A,6.0733,1,group3,3,1
6080,123,0V1A,2.5954,1,group3,3,1
6081,123,0V1A,2.5533,1,group3,5,1
6082,123,0V1A,3.02,0,group3,5,1
6083,123,0V1A,3.7984,1,group3,5,1
6084,123,0V1A,1.5613,1,group3,5,1
6085,123,0V1A,2.6513,0,group3,5,1
6086,123,0V1A,1.8922,0,group3,5,1
6087,123,0V1A,2.0021,1,group3,5,1
6088,123,0V1A,0.8624,1,group3,5,1
6089,123,0V1A,3.3529,1,group3,5,1
6090,123,0V1A,0.7671,0,group3,5,1
6091,123,0V1A,1.4525,0,group3,5,1
6092,123,0V1A,2.5138,0,group3,5,1
6093,123,0V1A,2.0785,1,group3,5,1
6094,123,0V1A,1.46,1,group3,5,1
6095,123,0V1A,1.7087,0,group3,5,1
6096,123,0V1A,0.6548,1,group3,5,1
6097,123,0V1A,1.7421,1,group3,5,1
6098,123,0V1A,2.77,1,group3,5,1
6099,123,0V1A,3.728,1,group3,5,1
6100,123,0V1A,2.6492,1,group3,5,1
6101,123,0V1A,4.1346,0,group3,5,1
6102,123,0V1A,4.5236,1,group3,5,1
6103,123,0V1A,2.5411,0,group3,5,1
6104,123,0V1A,1.5275,0,group3,5,1
9633,123,1V0A,5.2797,1,group3,3,1
9634,123,1V0A,3.5621,1,group3,3,1
9635,123,1V0A,4.2356,1,group3,3,1
9636,123,1V0A,3.5659,1,group3,3,1
9637,123,1V0A,3.1514,1,group3,5,1
9638,123,1V0A,4.7608,0,group3,5,1
9639,123,1V0A,1.248,0,group3,5,1
9640,123,1V0A,1.0221,1,group3,5,1
9641,123,1V0A,0.874,1,group3,5,1
9642,123,1V0A,1.3421,1,group3,5,1
9643,123,1V0A,0.9833,1,group3,5,1
9644,123,1V0A,1.0183,1,group3,5,1
9645,123,1V0A,1.1426,0,group3,5,1
9646,123,1V0A,0.8526,1,group3,5,1
9647,123,1V0A,1.205,1,group3,5,1
9648,123,1V0A,2.0259,0,group3,5,1
9649,123,1V0A,1.052,1,group3,5,1
9650,123,1V0A,1.4204,1,group3,5,1
9651,123,1V0A,3.0871,0,group3,5,1
9652,123,1V0A,1.1025,0,group3,5,1
9653,123,1V0A,1.2929,1,group3,5,1
9654,123,1V0A,1.2046,1,group3,5,1
9655,123,1V0A,2.9841,1,group3,5,1
9656,123,1V0A,3.6385,0,group3,5,1
9657,123,1V0A,3.3751,0,group3,5,1
9658,123,1V0A,3.3556,0,group3,5,1
9659,123,1V0A,1.0469,1,group3,5,1
9660,123,1V0A,1.844,1,group3,5,1
13189,123,1V1A,2.5119,1,group3,3,1
13190,123,1V1A,3.1217,1,group3,3,1
13191,123,1V1A,4.2705,1,group3,3,1
13192,123,1V1A,1.8712,1,group3,3,1
13193,123,1V1A,2.2689,1,group3,5,1
13194,123,1V1A,1.4447,1,group3,5,1
13195,123,1V1A,1.521,1,group3,5,1
13196,123,1V1A,1.6529,1,group3,5,1
13197,123,1V1A,4.8136,1,group3,5,1
13198,123,1V1A,1.0541,1,group3,5,1
13199,123,1V1A,0.8859,1,group3,5,1
13200,123,1V1A,1.2559,1,group3,5,1
13201,123,1V1A,1.5613,1,group3,5,1
13202,123,1V1A,1.2214,0,group3,5,1
13203,123,1V1A,1.3051,0,group3,5,1
13204,123,1V1A,0.8707,0,group3,5,1
13205,123,1V1A,3.5424,1,group3,5,1
13206,123,1V1A,3.1319,0,group3,5,1
13207,123,1V1A,4.0346,1,group3,5,1
13208,123,1V1A,2.3705,1,group3,5,1
13209,123,1V1A,1.3963,1,group3,5,1
13210,123,1V1A,1.7595,1,group3,5,1
13211,123,1V1A,1.498,1,group3,5,1
13212,123,1V1A,2.6711,1,group3,5,1
13213,123,1V1A,1.3262,0,group3,5,1
13214,123,1V1A,1.2444,1,group3,5,1
13215,123,1V1A,0.9245,1,group3,5,1
13216,123,1V1A,4.5385,0,group3,5,1
16745,123,1Vne1A,6.990293,0,group3,3,1
16746,123,1Vne1A,4.4242,1,group3,3,1
16747,123,1Vne1A,3.9696,1,group3,3,1
16748,123,1Vne1A,3.365,1,group3,3,1
16749,123,1Vne1A,2.3633,1,group3,5,1
16750,123,1Vne1A,4.2799,0,group3,5,1
16751,123,1Vne1A,6.990293,0,group3,5,1
16752,123,1Vne1A,4.3125,0,group3,5,1
16753,123,1Vne1A,2.4776,1,group3,5,1
16754,123,1Vne1A,4.3492,1,group3,5,1
16755,123,1Vne1A,0.9199,1,group3,5,1
16756,123,1Vne1A,1.1708,1,group3,5,1
16757,123,1Vne1A,1.0306,1,group3,5,1
16758,123,1Vne1A,1.3896,1,group3,5,1
16759,123,1Vne1A,1.0359,1,group3,5,1
16760,123,1Vne1A,1.7119,0,group3,5,1
16761,123,1Vne1A,2.3179,0,group3,5,1
16762,123,1Vne1A,2.0054,0,group3,5,1
16763,123,1Vne1A,1.2069,1,group3,5,1
16764,123,1Vne1A,3.0524,1,group3,5,1
16765,123,1Vne1A,4.3907,1,group3,5,1
16766,123,1Vne1A,1.3042,1,group3,5,1
16767,123,1Vne1A,2.424,1,group3,5,1
16768,123,1Vne1A,2.6402,1,group3,5,1
16769,123,1Vne1A,1.2249,1,group3,5,1
16770,123,1Vne1A,3.976,0,group3,5,1
16771,123,1Vne1A,3.023,0,group3,5,1
16772,123,1Vne1A,6.5794,0,group3,5,1
2549,124,0V0A,10.734,1,group2,3,4
2550,124,0V0A,5.8854,0,group2,3,4
2551,124,0V0A,3.9345,1,group2,3,4
2552,124,0V0A,2.1533,1,group2,3,4
2553,124,0V0A,1.8667,0,group2,1,3
2554,124,0V0A,2.9868,0,group2,1,3
2555,124,0V0A,14.953,1,group2,1,3
2556,124,0V0A,1.1325,1,group2,1,3
2557,124,0V0A,5.4529,0,group2,4,4
2558,124,0V0A,1.6211,0,group2,4,4
2559,124,0V0A,17.28958,1,group2,4,4
2560,124,0V0A,6.0195,0,group2,4,4
2561,124,0V0A,3.3523,1,group2,3,4
2562,124,0V0A,10.501,1,group2,3,4
2563,124,0V0A,17.28958,1,group2,3,4
2564,124,0V0A,1.7356,0,group2,3,4
2565,124,0V0A,0.72,0,group2,4,4
2566,124,0V0A,0.9354,0,group2,4,4
2567,124,0V0A,1.5205,0,group2,4,4
2568,124,0V0A,2.254,1,group2,4,4
2569,124,0V0A,3.1382,0,group2,4,4
2570,124,0V0A,2.015,0,group2,4,4
2571,124,0V0A,3.0382,1,group2,4,4
2572,124,0V0A,1.1739,0,group2,4,4
2573,124,0V0A,2.6954,0,group2,4,4
2574,124,0V0A,3.132,0,group2,4,4
2575,124,0V0A,3.0513,0,group2,4,4
2576,124,0V0A,1.7863,0,group2,4,4
6105,124,0V1A,14.239,0,group2,3,4
6106,124,0V1A,6.3341,1,group2,3,4
6107,124,0V1A,4.2189,1,group2,3,4
6108,124,0V1A,1.35,1,group2,3,4
6109,124,0V1A,2.3875,1,group2,1,3
6110,124,0V1A,2.8028,0,group2,1,3
6111,124,0V1A,3.9857,0,group2,1,3
6112,124,0V1A,5.8184,1,group2,1,3
6113,124,0V1A,1.303,1,group2,4,4
6114,124,0V1A,3.9875,1,group2,4,4
6115,124,0V1A,2.1522,1,group2,4,4
6116,124,0V1A,1.505,0,group2,4,4
6117,124,0V1A,8.0019,1,group2,3,4
6118,124,0V1A,1.5477,1,group2,3,4
6119,124,0V1A,2.8991,1,group2,3,4
6120,124,0V1A,4.4378,0,group2,3,4
6121,124,0V1A,2.7659,1,group2,4,4
6122,124,0V1A,0.9208,1,group2,4,4
6123,124,0V1A,0.7702,1,group2,4,4
6124,124,0V1A,10.701,1,group2,4,4
6125,124,0V1A,4.3182,1,group2,4,4
6126,124,0V1A,2.0006,1,group2,4,4
6127,124,0V1A,1.1322,0,group2,4,4
6128,124,0V1A,2.4708,1,group2,4,4
6129,124,0V1A,1.4461,1,group2,4,4
6130,124,0V1A,1.266,1,group2,4,4
6131,124,0V1A,2.1054,1,group2,4,4
6132,124,0V1A,2.4854,1,group2,4,4
9661,124,1V0A,3.0163,0,group2,3,4
9662,124,1V0A,9.0041,0,group2,3,4
9663,124,1V0A,2.1653,0,group2,3,4
9664,124,1V0A,2.1515,0,group2,3,4
9665,124,1V0A,9.1493,0,group2,1,3
9666,124,1V0A,8.3873,1,group2,1,3
9667,124,1V0A,7.4011,1,group2,1,3
9668,124,1V0A,3.8042,0,group2,1,3
9669,124,1V0A,9.5725,0,group2,4,4
9670,124,1V0A,4.9682,0,group2,4,4
9671,124,1V0A,1.9383,1,group2,4,4
9672,124,1V0A,17.28958,1,group2,4,4
9673,124,1V0A,12.346,0,group2,3,4
9674,124,1V0A,4.049,1,group2,3,4
9675,124,1V0A,13.568,1,group2,3,4
9676,124,1V0A,1.9684,0,group2,3,4
9677,124,1V0A,1.5199,0,group2,4,4
9678,124,1V0A,1.382,0,group2,4,4
9679,124,1V0A,1.7195,0,group2,4,4
9680,124,1V0A,0.8004,0,group2,4,4
9681,124,1V0A,7.1693,0,group2,4,4
9682,124,1V0A,1.1816,1,group2,4,4
9683,124,1V0A,2.5334,0,group2,4,4
9684,124,1V0A,3.036,0,group2,4,4
9685,124,1V0A,11.199,1,group2,4,4
9686,124,1V0A,1.3704,0,group2,4,4
9687,124,1V0A,1.7298,1,group2,4,4
9688,124,1V0A,1.9036,0,group2,4,4
13217,124,1V1A,3.5182,1,group2,3,4
13218,124,1V1A,1.8626,0,group2,3,4
13219,124,1V1A,5.3708,1,group2,3,4
13220,124,1V1A,0.9851,1,group2,3,4
13221,124,1V1A,5.788,1,group2,1,3
13222,124,1V1A,4.1531,1,group2,1,3
13223,124,1V1A,1.9385,1,group2,1,3
13224,124,1V1A,2.6186,1,group2,1,3
13225,124,1V1A,17.28958,1,group2,4,4
13226,124,1V1A,17.28958,0,group2,4,4
13227,124,1V1A,1.8032,0,group2,4,4
13228,124,1V1A,1.8181,1,group2,4,4
13229,124,1V1A,8.0321,0,group2,3,4
13230,124,1V1A,3.3351,0,group2,3,4
13231,124,1V1A,4.1043,0,group2,3,4
13232,124,1V1A,2.6663,1,group2,3,4
13233,124,1V1A,3.003,0,group2,4,4
13234,124,1V1A,0.907,1,group2,4,4
13235,124,1V1A,1.4183,0,group2,4,4
13236,124,1V1A,4.9002,0,group2,4,4
13237,124,1V1A,1.3346,1,group2,4,4
13238,124,1V1A,5.1928,0,group2,4,4
13239,124,1V1A,1.4364,0,group2,4,4
13240,124,1V1A,0.9695,0,group2,4,4
13241,124,1V1A,4.9195,1,group2,4,4
13242,124,1V1A,3.3219,1,group2,4,4
13243,124,1V1A,2.2513,1,group2,4,4
13244,124,1V1A,3.1861,1,group2,4,4
16773,124,1Vne1A,5.8549,0,group2,3,4
16774,124,1Vne1A,5.4354,0,group2,3,4
16775,124,1Vne1A,1.5192,0,group2,3,4
16776,124,1Vne1A,1.3678,0,group2,3,4
16777,124,1Vne1A,4.2485,1,group2,1,3
16778,124,1Vne1A,6.8689,0,group2,1,3
16779,124,1Vne1A,3.9166,1,group2,1,3
16780,124,1Vne1A,1.7524,1,group2,1,3
16781,124,1Vne1A,4.5039,0,group2,4,4
16782,124,1Vne1A,1.1156,1,group2,4,4
16783,124,1Vne1A,17.28958,1,group2,4,4
16784,124,1Vne1A,17.28958,1,group2,4,4
16785,124,1Vne1A,1.5856,1,group2,3,4
16786,124,1Vne1A,3.1843,0,group2,3,4
16787,124,1Vne1A,1.9538,0,group2,3,4
16788,124,1Vne1A,1.3044,0,group2,3,4
16789,124,1Vne1A,1.1036,0,group2,4,4
16790,124,1Vne1A,1.2818,0,group2,4,4
16791,124,1Vne1A,1.4712,0,group2,4,4
16792,124,1Vne1A,2.9528,0,group2,4,4
16793,124,1Vne1A,1.6166,0,group2,4,4
16794,124,1Vne1A,2.5999,0,group2,4,4
16795,124,1Vne1A,6.1483,1,group2,4,4
16796,124,1Vne1A,1.6353,0,group2,4,4
16797,124,1Vne1A,3.2044,0,group2,4,4
16798,124,1Vne1A,13.67,0,group2,4,4
16799,124,1Vne1A,12.199,0,group2,4,4
16800,124,1Vne1A,1.5421,0,group2,4,4
2577,125,0V0A,5.815,1,group4,4,1
2578,125,0V0A,5.6799,0,group4,4,1
2579,125,0V0A,5.8999,0,group4,4,1
2580,125,0V0A,3.5839,1,group4,4,1
2581,125,0V0A,2.105,1,group4,4,3
2582,125,0V0A,3.7039,0,group4,4,3
2583,125,0V0A,3.9529,1,group4,4,3
2584,125,0V0A,8.887892,0,group4,4,3
2585,125,0V0A,3.792,1,group4,4,4
2586,125,0V0A,3.24,0,group4,4,4
2587,125,0V0A,4.4499,1,group4,4,4
2588,125,0V0A,4.317,1,group4,4,4
2589,125,0V0A,4.3669,1,group4,3,1
2590,125,0V0A,2.9829,0,group4,3,1
2591,125,0V0A,6.523,1,group4,3,1
2592,125,0V0A,2.957,1,group4,3,1
2593,125,0V0A,2.201,1,group4,4,1
2594,125,0V0A,2.2889,1,group4,4,1
2595,125,0V0A,3.1379,0,group4,4,1
2596,125,0V0A,5.9349,1,group4,4,1
2597,125,0V0A,3.6039,1,group4,3,4
2598,125,0V0A,2.032,0,group4,3,4
2599,125,0V0A,3.215,1,group4,3,4
2600,125,0V0A,2.517,0,group4,3,4
2601,125,0V0A,2.19,1,group4,2,3
2602,125,0V0A,2.391,0,group4,2,3
2603,125,0V0A,3.9879,1,group4,2,3
2604,125,0V0A,4.161,1,group4,2,3
6133,125,0V1A,4.5699,0,group4,4,1
6134,125,0V1A,3.045,1,group4,4,1
6135,125,0V1A,2.6709,1,group4,4,1
6136,125,0V1A,2.307,1,group4,4,1
6137,125,0V1A,3.807,0,group4,4,3
6138,125,0V1A,2.612,1,group4,4,3
6139,125,0V1A,3.7809,1,group4,4,3
6140,125,0V1A,5.149,0,group4,4,3
6141,125,0V1A,2.1659,1,group4,4,4
6142,125,0V1A,1.706,1,group4,4,4
6143,125,0V1A,1.4519,1,group4,4,4
6144,125,0V1A,3.149,1,group4,4,4
6145,125,0V1A,4.2479,1,group4,3,1
6146,125,0V1A,3.6839,1,group4,3,1
6147,125,0V1A,4.258,1,group4,3,1
6148,125,0V1A,7.6839,1,group4,3,1
6149,125,0V1A,4.225,1,group4,4,1
6150,125,0V1A,4.1319,1,group4,4,1
6151,125,0V1A,2.7169,0,group4,4,1
6152,125,0V1A,3.737,0,group4,4,1
6153,125,0V1A,5.197,0,group4,3,4
6154,125,0V1A,2.483,1,group4,3,4
6155,125,0V1A,1.7699,0,group4,3,4
6156,125,0V1A,6.4039,1,group4,3,4
6157,125,0V1A,3.478,0,group4,2,3
6158,125,0V1A,2.175,1,group4,2,3
6159,125,0V1A,2.2159,1,group4,2,3
6160,125,0V1A,4.034,0,group4,2,3
9689,125,1V0A,5.1699,0,group4,4,1
9690,125,1V0A,3.8329,0,group4,4,1
9691,125,1V0A,3.113,0,group4,4,1
9692,125,1V0A,7.869,0,group4,4,1
9693,125,1V0A,3.4519,0,group4,4,3
9694,125,1V0A,6.5389,1,group4,4,3
9695,125,1V0A,1.6239,0,group4,4,3
9696,125,1V0A,3.483,1,group4,4,3
9697,125,1V0A,2.172,1,group4,4,4
9698,125,1V0A,2.874,0,group4,4,4
9699,125,1V0A,4.8,0,group4,4,4
9700,125,1V0A,3.2229,0,group4,4,4
9701,125,1V0A,2.538,0,group4,3,1
9702,125,1V0A,2.762,1,group4,3,1
9703,125,1V0A,7.0009,1,group4,3,1
9704,125,1V0A,5.75,1,group4,3,1
9705,125,1V0A,4.949,0,group4,4,1
9706,125,1V0A,2.0569,0,group4,4,1
9707,125,1V0A,4.0319,0,group4,4,1
9708,125,1V0A,3,0,group4,4,1
9709,125,1V0A,2.931,1,group4,3,4
9710,125,1V0A,5.4699,0,group4,3,4
9711,125,1V0A,2.7249,1,group4,3,4
9712,125,1V0A,3.9909,1,group4,3,4
9713,125,1V0A,4.498,0,group4,2,3
9714,125,1V0A,6.5819,1,group4,2,3
9715,125,1V0A,7.666,0,group4,2,3
9716,125,1V0A,3.538,1,group4,2,3
13245,125,1V1A,6.6949,1,group4,4,1
13246,125,1V1A,8.3619,0,group4,4,1
13247,125,1V1A,3.288,1,group4,4,1
13248,125,1V1A,3.244,1,group4,4,1
13249,125,1V1A,8.887892,1,group4,4,3
13250,125,1V1A,1.6549,0,group4,4,3
13251,125,1V1A,1.79,0,group4,4,3
13252,125,1V1A,1.7479,0,group4,4,3
13253,125,1V1A,3.2349,1,group4,4,4
13254,125,1V1A,2.574,1,group4,4,4
13255,125,1V1A,3.7819,1,group4,4,4
13256,125,1V1A,2.532,1,group4,4,4
13257,125,1V1A,3.059,1,group4,3,1
13258,125,1V1A,3.9169,1,group4,3,1
13259,125,1V1A,3.0919,1,group4,3,1
13260,125,1V1A,5.6739,0,group4,3,1
13261,125,1V1A,2.817,0,group4,4,1
13262,125,1V1A,5.749,1,group4,4,1
13263,125,1V1A,1.9849,0,group4,4,1
13264,125,1V1A,1.9259,0,group4,4,1
13265,125,1V1A,3.391,1,group4,3,4
13266,125,1V1A,4.981,0,group4,3,4
13267,125,1V1A,4.1649,0,group4,3,4
13268,125,1V1A,5.445,0,group4,3,4
13269,125,1V1A,8.887892,1,group4,2,3
13270,125,1V1A,2.7629,0,group4,2,3
13271,125,1V1A,2.2149,1,group4,2,3
13272,125,1V1A,4.5979,1,group4,2,3
16801,125,1Vne1A,4.6589,0,group4,4,1
16802,125,1Vne1A,3.5879,0,group4,4,1
16803,125,1Vne1A,3.3859,0,group4,4,1
16804,125,1Vne1A,2.324,0,group4,4,1
16805,125,1Vne1A,6.2149,0,group4,4,3
16806,125,1Vne1A,6.673,0,group4,4,3
16807,125,1Vne1A,3.033,0,group4,4,3
16808,125,1Vne1A,1.584,0,group4,4,3
16809,125,1Vne1A,1.795,0,group4,4,4
16810,125,1Vne1A,2.2919,0,group4,4,4
16811,125,1Vne1A,3.1349,0,group4,4,4
16812,125,1Vne1A,4.0309,0,group4,4,4
16813,125,1Vne1A,3.316,0,group4,3,1
16814,125,1Vne1A,4.999,0,group4,3,1
16815,125,1Vne1A,2.826,1,group4,3,1
16816,125,1Vne1A,3.1479,0,group4,3,1
16817,125,1Vne1A,2.5299,0,group4,4,1
16818,125,1Vne1A,2.7799,0,group4,4,1
16819,125,1Vne1A,3.5309,0,group4,4,1
16820,125,1Vne1A,3.592,0,group4,4,1
16821,125,1Vne1A,4.0829,1,group4,3,4
16822,125,1Vne1A,2.567,1,group4,3,4
16823,125,1Vne1A,4.3319,0,group4,3,4
16824,125,1Vne1A,2.083,1,group4,3,4
16825,125,1Vne1A,4.8889,1,group4,2,3
16826,125,1Vne1A,4.576,0,group4,2,3
16827,125,1Vne1A,3.6149,1,group4,2,3
16828,125,1Vne1A,7.0919,1,group4,2,3
2605,127,0V0A,5.7519,0,group4,3,3
2606,127,0V0A,10.99518,1,group4,3,3
2607,127,0V0A,6.8439,0,group4,3,3
2608,127,0V0A,2.619,0,group4,3,3
2609,127,0V0A,3.532,0,group4,4,4
2610,127,0V0A,4.881,1,group4,4,4
2611,127,0V0A,3.581,0,group4,4,4
2612,127,0V0A,10.99518,1,group4,4,4
2613,127,0V0A,4.266,1,group4,4,4
2614,127,0V0A,3.9689,1,group4,4,4
2615,127,0V0A,4.4329,0,group4,4,4
2616,127,0V0A,5.1509,1,group4,4,4
2617,127,0V0A,4.786,0,group4,4,4
2618,127,0V0A,5.0029,0,group4,4,4
2619,127,0V0A,3.0029,0,group4,4,4
2620,127,0V0A,1.5779,0,group4,4,4
2621,127,0V0A,5.228,0,group4,3,3
2622,127,0V0A,10.917,1,group4,3,3
2623,127,0V0A,1.759,0,group4,3,3
2624,127,0V0A,10.852,1,group4,3,3
2625,127,0V0A,5.1639,1,group4,3,3
2626,127,0V0A,6.5259,1,group4,3,3
2627,127,0V0A,2.052,0,group4,3,3
2628,127,0V0A,3.881,1,group4,3,3
