7.114000000000000057e+01,1.700000000000000000e+01
7.993999999999999773e+01,2.500000000000000000e+01
3.832000000000000028e+01,1.600000000000000000e+01
7.520000000000000284e+01,1.300000000000000000e+01
6.809999999999999432e+01,2.000000000000000000e+01
3.832000000000000028e+01,1.600000000000000000e+01
7.959999999999999432e+01,1.700000000000000000e+01
6.573000000000000398e+01,1.400000000000000000e+01
6.302000000000000313e+01,2.500000000000000000e+01
6.606999999999999318e+01,2.200000000000000000e+01
8.162999999999999545e+01,1.500000000000000000e+01
6.267999999999999972e+01,1.700000000000000000e+01
6.404000000000000625e+01,2.400000000000000000e+01
9.348000000000000398e+01,2.000000000000000000e+01
6.707999999999999829e+01,2.100000000000000000e+01
6.809999999999999432e+01,2.000000000000000000e+01
4.135999999999999943e+01,1.300000000000000000e+01
7.215999999999999659e+01,1.600000000000000000e+01
7.351000000000000512e+01,2.300000000000000000e+01
5.524000000000000199e+01,1.600000000000000000e+01
6.064999999999999858e+01,1.900000000000000000e+01
1.903000000000000114e+01,1.000000000000000000e+01
7.215999999999999659e+01,1.600000000000000000e+01
4.372999999999999687e+01,1.900000000000000000e+01
4.135999999999999943e+01,1.300000000000000000e+01
7.215999999999999659e+01,1.600000000000000000e+01
5.421999999999999886e+01,1.700000000000000000e+01
4.542000000000000171e+01,9.000000000000000000e+00
7.453000000000000114e+01,2.200000000000000000e+01
4.778999999999999915e+01,1.500000000000000000e+01
7.453000000000000114e+01,2.200000000000000000e+01
7.114000000000000057e+01,1.700000000000000000e+01
7.114000000000000057e+01,1.700000000000000000e+01
5.321000000000000085e+01,1.800000000000000000e+01
7.756999999999999318e+01,1.900000000000000000e+01
7.756999999999999318e+01,1.900000000000000000e+01
7.215999999999999659e+01,1.600000000000000000e+01
6.910999999999999943e+01,1.900000000000000000e+01
7.317000000000000171e+01,1.500000000000000000e+01
5.727000000000000313e+01,1.400000000000000000e+01
8.265000000000000568e+01,1.400000000000000000e+01
9.245999999999999375e+01,2.100000000000000000e+01
5.659000000000000341e+01,2.300000000000000000e+01
8.942000000000000171e+01,2.400000000000000000e+01
5.117999999999999972e+01,2.000000000000000000e+01
4.135999999999999943e+01,1.300000000000000000e+01
6.910999999999999943e+01,1.900000000000000000e+01
9.145000000000000284e+01,2.200000000000000000e+01
6.267999999999999972e+01,1.700000000000000000e+01
3.832000000000000028e+01,1.600000000000000000e+01
6.370000000000000284e+01,1.600000000000000000e+01
8.062000000000000455e+01,1.600000000000000000e+01
7.351000000000000512e+01,2.300000000000000000e+01
8.603000000000000114e+01,1.900000000000000000e+01
2.139999999999999858e+01,1.600000000000000000e+01
5.421999999999999886e+01,1.700000000000000000e+01
7.114000000000000057e+01,1.700000000000000000e+01
6.910999999999999943e+01,1.900000000000000000e+01
8.400000000000000000e+01,2.100000000000000000e+01
5.015999999999999659e+01,2.100000000000000000e+01
