,v_0V0A,v_0V1A,v_1V0A,v_1V1A,v_1Vne1A
75,-0.027988214626752328,0.02209175774766782,-0.15675091234209795,-0.13085116279044998,-0.15902490890726745
76,0.005503478074160328,0.04018739400793518,-0.18079499381472514,-0.13719072626149223,-0.19032595578493403
77,0.027183763284834458,0.047448878032589424,-0.12172279189222196,-0.1620823857634336,-0.16803688761804705
78,0.013575626989409294,0.01159501095203007,-0.12528188759803804,-0.13558058470418138,-0.15514166486132114
79,0.03158657058350435,0.0017405070514154592,-0.09329451493890192,-0.11021484963352961,-0.17560690460855
80,0.0220663000300631,-0.03292114449284373,-0.09312527667396202,-0.13240338273089483,-0.18031403591165998
81,0.03939224046616803,0.02151558824200056,-0.137328525290044,-0.1627090467928078,-0.14966290129569523
82,0.008397531622432279,-0.026831880857727693,-0.20694579890023124,-0.11280144373443443,-0.17741346414923495
83,-0.013222062103556342,0.0043906089906777124,-0.15096252795129603,-0.13842180200304563,-0.19232850311279212
84,0.014572227564258338,0.02780150278708074,-0.18093546822978002,-0.08049645723311454,-0.14539559407564662
85,0.039505576963121875,0.04421778049284506,-0.15134793389075774,-0.0849089117170448,-0.12906537331362658
86,-0.014415816880124962,0.021170159100439172,-0.12194652386538016,-0.15386703799075288,-0.1586205529382954
87,-0.006827720577894013,0.04308917173653849,-0.16926864670193428,-0.17015934361454846,-0.1620244567707168
88,0.03377046076017309,0.03457580544218687,-0.14359492974413846,-0.18156244409909345,-0.1556426702415054
89,-0.03799209309951945,0.027624057787511463,-0.15215706842728638,-0.17938303374989778,-0.15704289529918777
90,-0.021977020028533596,-0.030661945514278026,-0.17370923712835365,-0.16528918973972032,-0.14841476657553423
91,0.006493534507284764,-0.011772607644205834,-0.13693391323166051,-0.1446050477952382,-0.151766229063803
92,-0.046962767046376405,-0.0008717889970612427,-0.17384244912381444,-0.19639404690464712,-0.21381395924529178
93,-0.017853154494707747,-0.016884726345238382,-0.17153498175239987,-0.14762007171507052,-0.1718732929792172
94,-0.024168151400060234,0.018285232186293937,-0.16133877613102832,-0.1420609257912761,-0.16534858746007325
95,-0.003452214288495916,0.007793900626709968,-0.12898443010158933,-0.1866620660627895,-0.20826800072915413
96,0.02689999116390799,-0.0027142781765935285,-0.177824283517232,-0.13868370728012236,-0.15149520105952105
97,-0.011219529566509397,0.029834890613549554,-0.15160532819459216,-0.1737316314005559,-0.13771754902346098
98,-0.043438010665141295,0.07370893878720727,-0.15617622829026184,-0.09458873883277123,-0.15668321127295678
99,-0.01586659871093553,0.03516239866635379,-0.1399377694059872,-0.15726356903213579,-0.19584887710215992
100,-0.034752692361566,0.011435167651055306,-0.17119327101209483,-0.13534501677646088,-0.13667508311290863
101,0.009581764272414339,-0.015714383305974744,-0.1515915716531516,-0.13858238162871572,-0.10863093373417337
102,-0.023608553670144687,0.04279471245942487,-0.14643366266142488,-0.15996609377560495,-0.14208884621438328
103,0.04562590159398502,0.00581855658175425,-0.16382007443250599,-0.1426607619295316,-0.18380607089782536
104,0.02312338546516797,-0.0071065040086337634,-0.14680395303480293,-0.14315009524517458,-0.16733213479764456
105,-0.04311255634903395,0.04397327959441229,-0.18913476708906304,-0.15660493595767572,-0.19317763940901173
106,0.014141944514281723,0.023081091782044694,-0.17233719113402543,-0.12738462509667162,-0.1816868639594175
107,-0.005879952911269436,-0.0418737491627728,-0.148231720797744,-0.16040158325316398,-0.1562276674913922
108,-0.04148941135575323,0.012791783122644037,-0.12949163617190634,-0.18881453855133198,-0.1391939904404974
109,-0.00999810822784369,-0.033491506300493364,-0.188896354038062,-0.14111643350440323,-0.13224698604448112
110,0.011445014699152135,0.012458774631633262,-0.17468735200181737,-0.14834072002986332,-0.15735649556782255
111,0.005052605436435586,-0.00361946054277201,-0.16692458939239638,-0.15119400226681723,-0.16565823635142107
112,-0.002002501187382877,-0.009924263996265514,-0.1464661612607816,-0.14497310751708212,-0.19227229612466065
113,0.02565246420494572,0.06966588286792252,-0.17977971074215315,-0.10949465832317296,-0.1681746518650029
114,0.006769980734355261,0.0005997472597381644,-0.18970127025539008,-0.10174031923440274,-0.11818241715978578
115,0.012948082796321559,0.019782446301564196,-0.160130648914636,-0.1192453542919247,-0.18320122508030265
116,-0.04222098452707307,0.03294868189696566,-0.15701151444357553,-0.1482627043716305,-0.1582147876005199
117,-0.008336478504845715,-0.005821848555603158,-0.1330346858766994,-0.15708007536600144,-0.1675304039386809
118,-0.0015654051714943272,0.029676139237608173,-0.17771666977338746,-0.1813610580615897,-0.2186770106542224
119,0.0063537902680030805,0.014011498513441028,-0.1448902530569166,-0.15437487920277457,-0.19487119215915052
120,-0.02454712029849246,-0.0033200036396841236,-0.17571979151590936,-0.1567678711563683,-0.15724811465970345
121,-0.007219614151894134,0.006930206248331676,-0.15180374734521107,-0.15449216991861872,-0.13291786274940018
122,0.010104918270200063,0.028972470560969344,-0.1379613379145911,-0.12401668064317121,-0.11798540911454061
123,-0.03208980008199457,0.01934026817459064,-0.19858964795347703,-0.15224407304007487,-0.16983898841307513
124,-0.00635297737496688,0.0028493667331452397,-0.1878473016788936,-0.13692311148113143,-0.11511020403444966
125,0.004234773121648685,-0.025446144150975604,-0.21114923987375248,-0.1103622140912146,-0.16764087549817708
126,0.01762098738453835,0.00612144359270274,-0.18719820331755532,-0.1593210012828539,-0.14189510830128338
127,0.01751682415148222,0.042897001388176384,-0.17919023954255708,-0.11626539068647566,-0.19390575659921633
128,0.012834338607644732,0.0327080341607333,-0.1646456530042273,-0.16758101208500142,-0.19340571442950144
129,0.0015277148212857004,-0.0005561402413690221,-0.16857807185656937,-0.14720987750237605,-0.14813121074537094
130,-0.0028402404828867826,0.009569954374618885,-0.14891004214987713,-0.1671548466662217,-0.1370419580814312
131,0.00759776335027041,0.009727423836906324,-0.18323148583993826,-0.12254451147153939,-0.09980320685384955
132,0.019784037850983226,-0.0209460720354206,-0.15077573375316536,-0.14781547476941237,-0.1735892123269272
133,-0.005340426917752487,0.0002035610922615941,-0.16553066412805115,-0.16231160623316085,-0.1655368467975417
134,-0.0008592565763589658,-0.03409963582264172,-0.15554332318610653,-0.1308146509295587,-0.1518549609457306
135,-0.021037527841417866,0.020066880161742764,-0.1724599727709394,-0.1413109188092972,-0.1568284224519781
136,-0.012765194068273004,0.013086175993837938,-0.12410893892798674,-0.14745836395183923,-0.1598470348549479
137,-0.03688081390150367,0.028569143087558105,-0.12662406385233801,-0.17370931149963925,-0.14811275286633205
138,-0.02934137702684376,0.0067724914448510564,-0.12099096364178144,-0.10699160708647197,-0.1701126237619768
139,0.006419643142263433,-0.00975522912899736,-0.17743026061159817,-0.15781522943073661,-0.17220396164708812
140,-0.025226183706358936,0.0006593202503856468,-0.13511499075419772,-0.141634093423811,-0.1670120759983535
141,-0.0034840572394635666,0.04331041641746813,-0.1615086008773997,-0.12291054119399085,-0.16021789755934293
142,0.00907233538470666,0.022876761272237967,-0.18276392977208955,-0.14081994874457576,-0.15194121057372323
143,0.0013200610040072901,0.005289115912721104,-0.19472123769649985,-0.10570236799992082,-0.13940600774943146
144,-0.019532018361514192,0.027884059113728488,-0.1688907220131971,-0.1397050103389658,-0.1752382387862708
145,-0.018847417041458963,-0.01979190138361971,-0.1669725288313373,-0.15908835845842126,-0.1705250354491998
146,-0.015134858438231574,-0.0019251282204199673,-0.18591267827894956,-0.13280303821531683,-0.1673924562822037
147,0.015340817453800892,0.01569911171417704,-0.22889783764505986,-0.133697186445948,-0.15880639974593427
148,0.019683619958875784,0.03680063037827437,-0.20837602310262737,-0.07883864413786588,-0.1710774566136634
149,-0.003933145935174518,-0.01593037068792639,-0.17930020589715892,-0.17783976130686185,-0.1722094955176673
150,0.039434086147709387,-0.016614591078161087,-0.18002252317881473,-0.08769012660690269,-0.12998444624776284
151,0.011872672508621868,0.018702664567655326,-0.10993891760577466,-0.09280765623461955,-0.15000366706869722
152,0.02268897362678164,0.03394748343757424,-0.13146376773603463,-0.07561107629035943,-0.14612847248361033
153,0.0166485555129131,0.02817480317453335,-0.14030864549146205,-0.09187991177482302,-0.1629843298476483
154,0.009020468191534904,0.0186838759273131,-0.1510080969305066,-0.087621236364579,-0.13998499885106824
155,0.00888183491811468,0.002934048244960243,-0.157382446360426,-0.14125415442807113,-0.16414591118510302
156,-0.005275395945243984,0.032396689387837185,-0.1431147733437302,-0.12566973165873704,-0.1617523309944575
157,-0.041787028353233724,0.03851672119943285,-0.1231180382693791,-0.12825265231011845,-0.1613313140289423
158,-0.025280391448279472,-0.02771962913446131,-0.14430083466305355,-0.11536502708115588,-0.11375761618625713
159,-0.01031165510383075,-0.010428828053626191,-0.21026519077616185,-0.10585796868464875,-0.1882073942538997
160,-0.043974149392591824,0.00872578540853739,-0.1513053709660531,-0.09199396271066243,-0.17518011194747196
161,-0.0024760146660009596,0.022476013912052027,-0.1657270798676676,-0.11232167716963486,-0.15630749150626655
162,0.02853856543120526,-0.02586184181345485,-0.09987594617621665,-0.11781637614147072,-0.16183701601813935
163,0.0010781504693965667,-0.00971326352793439,-0.1976789922482502,-0.1504992438870236,-0.13594726996015538
164,-0.030255903307393667,0.011820557616035919,-0.17060667109897837,-0.11222965880005313,-0.17049549306692188
165,-0.029967280191922345,0.023197273543744113,-0.14304405687047803,-0.16704506362077287,-0.1426788788147261
166,-0.0626541988943265,0.04052405182984555,-0.180117556610172,-0.16460533865773813,-0.1889670053281337
167,-0.04747060158038034,-0.016877322932642574,-0.12771830786350952,-0.16279761087557193,-0.17118709633091403
168,0.012282906056971401,-0.019522317129526515,-0.21055377535203595,-0.11128541933984556,-0.1778477620957374
169,0.03526726573013043,0.010409646113079542,-0.22799574041539716,-0.1123322055925926,-0.15713613216384165
170,0.03545401585705514,-0.012153701962122607,-0.1958215070926877,-0.13445731451650447,-0.19669497663647348
171,-0.03057708952080454,0.00047864625506918897,-0.13599580914309248,-0.11803548120414645,-0.19259679841965904
172,9.89832306714164e-05,-0.026285169105806708,-0.14523595459208,-0.10879288814961292,-0.20298968363280706
173,0.013537517070230392,-0.02482922965461381,-0.1389991068793767,-0.14170508007529264,-0.18698486148559101
174,0.04309475726405232,-0.02921924790058692,-0.17945573580009275,-0.13974997637764106,-0.1343673969602129
175,0.04382962742797307,0.029544556869559778,-0.18677519640403514,-0.14840696501889833,-0.19290722524766704
176,-0.0010365044184046561,0.005198622341242734,-0.18601117186755128,-0.09689708327240101,-0.21624509460933927
177,-0.030342929176917516,0.02281399094142282,-0.17207498381903905,-0.1256613374796533,-0.14623163513976967
178,-0.02647830404413932,0.03264283400652255,-0.164791263860804,-0.14810229624332333,-0.1528328520214533
179,0.03178844984989089,0.036270819005302816,-0.1522922285262641,-0.16371661045979835,-0.17135752232526694
180,-0.024072310863627055,0.010490149673020907,-0.16154557037569253,-0.15995512445851862,-0.170901665722637
181,-0.004208704634030303,-0.0005290120505794457,-0.16689570050900177,-0.10396304272605952,-0.10156525555657836
182,-0.0030042485956598957,-0.02767197862000078,-0.20997279368656435,-0.14337149168941987,-0.18157922461111076
183,0.0333244991468808,-0.006595291674398789,-0.19463670479160367,-0.09731028569191462,-0.17980252836239838
184,0.012512314204201557,0.0015957115610199298,-0.158019533047171,-0.09033851173543138,-0.18442589171275048
185,-0.007361137718596141,0.034650254085602884,-0.13468913650801528,-0.1046507770511661,-0.17242531251002857
186,-0.004066740411735786,0.024480828095733834,-0.14470775870183664,-0.15250772227780746,-0.19042195639367393
187,-8.241114513947781e-05,0.03686360133843891,-0.17435224172781047,-0.10286539244894066,-0.1648449725840649
188,-0.021632038780298034,0.03598065435680703,-0.1776685463361619,-0.06266039521103225,-0.1965541686720353
189,-0.027989625438680638,0.008079489701492457,-0.1793340349347565,-0.13983323092674063,-0.15992779817225683
190,-0.02373320557927022,0.04413494391881036,-0.17520661910881805,-0.1425181863669118,-0.1550131554587839
191,-0.01868239519162446,-0.03107590265019774,-0.18464951552333708,-0.13542509869162112,-0.16554684562959604
192,0.01703668087974537,0.02853382943799552,-0.1908193396782213,-0.10654789741604016,-0.18556988009550276
193,0.06955873564479069,0.033992623974627864,-0.14205046075762212,-0.10905116210314982,-0.16451825494931516
194,0.0023938246722435812,-0.010966698978853759,-0.1479396265663073,-0.13026072426111285,-0.1838498720530642
195,-0.02617188668812458,-0.022415531415941062,-0.1443907011273181,-0.13378776947311827,-0.16507991222249568
196,-0.037670568559561336,-0.0068323621070025126,-0.18345575275520273,-0.08628898158042844,-0.14992940017898923
197,-0.0073934138490079765,0.03727352351712383,-0.10653830202403686,-0.13916179808714307,-0.15085581867697875
198,-0.02765489837336588,0.014455346842868207,-0.11111309916239173,-0.09900842763938658,-0.17470620302653278
199,-0.018529418048202663,0.03214394833497579,-0.14663923551183927,-0.08609523510720998,-0.19888479377544907
200,0.019530566884629907,0.011440979268424661,-0.12416334355905444,-0.17951703677719802,-0.19228574694335127
201,0.03962491751052878,0.054771835694880755,-0.15556749556311972,-0.15050832947847154,-0.1606172071093512
202,0.018711586173673973,-0.011200049449583967,-0.13472737641699667,-0.1512599792334237,-0.17903905960595237
203,-0.0024038584631723534,0.038504470773657345,-0.16360230018723645,-0.1295838998017181,-0.18699180156813608
204,-0.007352752778446582,0.055183138940636645,-0.13366683604161747,-0.09378917716929633,-0.20790777579684402
205,-0.013090534467187952,0.0026976494501413303,-0.15713548182000353,-0.16682274401222275,-0.17592931686364777
206,-0.03894225906049566,0.01551944182419827,-0.10797652167716947,-0.1063986099174978,-0.1733036540399603
207,-0.012830373254100334,-0.031693275938496066,-0.16999385399072428,-0.13552002737868282,-0.12955624903597848
208,-0.03003909803763416,-0.02605632084236415,-0.1741433529689513,-0.07051241369021616,-0.15550128355416018
209,0.04335543242020463,0.040789536213361954,-0.2495022118756871,-0.11051877056033735,-0.1794771339525056
210,0.005687739949201482,0.009519054345040651,-0.1720706626053436,-0.11362666986146809,-0.15728103702984583
211,0.0065287099445586385,-0.01791980645414886,-0.17621382096684304,-0.12381314119998259,-0.18321509387221363
212,0.010558336373835117,0.01815624445987323,-0.15293927838831886,-0.09203861442281461,-0.1251510985473417
213,-0.0026364804102630285,0.01395842024297841,-0.12544157315893736,-0.13687120091748178,-0.18646007011368357
214,-0.0146056450654116,0.010272948574646782,-0.13350500549892297,-0.12558484188415509,-0.16692074816872324
215,-0.03641407052779996,-0.0012128541123462072,-0.13227708157497525,-0.14725071461400482,-0.22996077637390333
216,-0.012151720434499823,-0.03919840882049667,-0.0804428331197029,-0.13755300527520126,-0.1816464017137224
217,0.022271425211246726,0.02185742593798158,-0.15145326970203515,-0.1471139025778833,-0.15294544317302552
218,0.011757111362671872,0.0057724082764124204,-0.16106355733097993,-0.15169185290767437,-0.18782124044705914
219,0.0034760270320235032,-0.00396171835617207,-0.18844710206802262,-0.17037810956461674,-0.17990039785224862
220,0.0017699434877470868,0.014920021043361107,-0.16386840333594957,-0.14853914726246553,-0.12991309524927525
221,0.00915532198156417,-0.030377569324650466,-0.2180549381528823,-0.14558872988156552,-0.15307207744963028
222,0.01768379942854042,-0.0011887239281770999,-0.12527185952412886,-0.15127910873741385,-0.13344030112052374
223,0.012096689503588273,0.03450540939665538,-0.1467153771259592,-0.15724495759407098,-0.1944084092516623
224,0.02323026664957449,0.03983910800829429,-0.13855682954136447,-0.18309088231500992,-0.160501297404367
225,-0.014293200921970582,0.011847143578118202,-0.18726469549107574,-0.1517113117688516,-0.16569030258548106
226,0.002144556750284563,0.03546288914752415,-0.1647714693761128,-0.099185615707497,-0.17702041880978436
227,-0.03760065160252136,0.031180370243036066,-0.17452498836017263,-0.06796045894077192,-0.12100431005096941
228,0.0132681942281747,-0.005785501438617224,-0.1728561370783752,-0.1134001771496756,-0.10611860060039496
229,0.031001615025409535,0.027461871716414323,-0.16040772920110064,-0.09810277673555315,-0.1243928772940505
230,0.013447247050439546,0.01885174484350298,-0.16354357655432308,-0.1833200675931901,-0.1700603876805441
231,-0.0192970796011044,0.07324377850127203,-0.21365097267273736,-0.11062141585749233,-0.20586848311744416
232,-0.012781357545827036,0.007238116286688837,-0.18841548866865032,-0.12061947295289079,-0.1744144942981603
233,0.014589477164987399,-0.007680521251952613,-0.1536063019298729,-0.08129883787400874,-0.20311672801974992
234,-0.003319720630638523,0.0011017003657144194,-0.17100404588636192,-0.16762023345908514,-0.12459886719814695
235,0.025478878501011167,0.03271592201285896,-0.1476688444464092,-0.15558786267199132,-0.1912286033915149
236,0.0015240401780461188,0.03436152162598212,-0.14145319959211497,-0.14651464235225964,-0.1760451996148196
237,-0.013764447584338865,0.046569435439254805,-0.18443798997317037,-0.09794978189209226,-0.16300972555454393
238,0.03176867741566636,0.06366132150624992,-0.18574051689716506,-0.08956915629793392,-0.13374667898670434
239,0.008090267555860101,0.028718467165169605,-0.1997509180391778,-0.1367700843117264,-0.12868329467711204
240,0.003404204687948705,-0.009154692473227788,-0.16439355260339958,-0.15384382123219384,-0.11291189413370117
241,-0.016738614739435005,0.007638378620554189,-0.11734181796069443,-0.1695059804992063,-0.1811758023096203
242,-0.01885834160396432,0.030067800915277092,-0.16815014429322273,-0.2100361805553257,-0.1769516125079315
243,-0.01400177099996598,0.03509282851932933,-0.19445870232393658,-0.1689538565147217,-0.17190617561423824
244,-0.012811123079011255,0.029889363454015504,-0.16512699685784996,-0.10118057146282743,-0.1859244571792682
245,-0.024120166058805015,0.027815300446975003,-0.1201876224294258,-0.13786520637031172,-0.20945247905509767
246,0.001502201099094799,0.018974550708364984,-0.11459179462766808,-0.14300287281821697,-0.1481898580491316
247,-0.0330033728131846,0.05490570373192791,-0.13716300419764538,-0.10350858452630818,-0.19868976158692617
248,-0.032489243099197845,0.0154749900873163,-0.15429278982966518,-0.1193713211641015,-0.17065114915233523
249,0.017158709907723863,0.03764236640473985,-0.16880879435882165,-0.10819082477627022,-0.16865242938251754
250,0.027977056948800275,-0.0005332641011185748,-0.1743801822879829,-0.14151333392249404,-0.16331084769778284
251,-0.025661241684917444,-0.056054585621952216,-0.13935935019232745,-0.10160174497407663,-0.1635894876668187
252,-0.014400572559694277,0.00555224154472676,-0.18744607509822334,-0.11701032276022513,-0.15688274908584707
253,0.011528584404848538,0.029658742125295227,-0.19890572313886198,-0.12120920204261698,-0.15841466574802365
254,-0.016367975379871457,0.01879960983434137,-0.1791646551477351,-0.10257650189776922,-0.17699783241353922
255,-0.01522106854179391,-0.0057461562742921355,-0.11832952813553119,-0.13907903758114568,-0.16718039689696862
256,0.019557525125689475,-0.008462095466288833,-0.11673155949505339,-0.12807451647970325,-0.1744720239569632
257,-0.015402952139051344,-0.03879029977917799,-0.18005804289750849,-0.12378280110846113,-0.12054372493011933
258,-0.03633436747965363,-0.017199059838839507,-0.16354402298935422,-0.17523884411160487,-0.14028093278221723
259,-0.0057933159561048,0.01823962375248736,-0.14116665284538982,-0.15059244975101407,-0.15904922801393714
260,-0.004393557210329109,0.012953750065341461,-0.18062438854237375,-0.174306066282295,-0.16450445681050738
261,0.00553636106440718,-0.00745227340374156,-0.14461984556274018,-0.13884722560829008,-0.20553957966890188
262,0.0035020841952064265,0.019768914708556247,-0.1699658767382514,-0.1065420764491902,-0.15296695383868433
263,0.0030740971692011943,0.0009290829203441146,-0.1783294446915443,-0.13793003365265788,-0.12535716499629515
264,-0.00244808923506215,-0.0035422556002242377,-0.16209318468681946,-0.13692391349057167,-0.14065103173903112
265,-0.017726616447251424,0.006904076956915181,-0.14241636311365205,-0.13131401652303398,-0.19269164580938222
266,-0.02440039180649195,0.028766167334328643,-0.1447053308136584,-0.13361890226708778,-0.20547992620271976
267,0.00796457517768154,0.018326233079351478,-0.13521983492631662,-0.09245356449307567,-0.17238166207320982
268,0.0758119971510009,0.003814923369021103,-0.1557494374018983,-0.11889047951733378,-0.19526411650195774
269,0.019641529074818587,-0.005927917134474523,-0.16195215660398835,-0.13181922013216638,-0.1778956686130055
270,0.0290178512267752,-0.00935102455270103,-0.13902624398443325,-0.12748809116260207,-0.15865590583798236
271,0.039807135254292914,-0.008299103857287413,-0.12854223039124324,-0.08536433016519454,-0.17288868553505948
