,v_movie_valence,v_mood_valence,v_movie_arousal,v_mood_arousal,v_movie_valence_mood_valence,v_movie_arousal_mood_arousal,a_movie_valence,a_mood_valence,a_movie_arousal,a_mood_arousal,a_movie_valence_mood_valence,a_movie_arousal_mood_arousal,t_movie_valence,t_mood_valence,t_movie_arousal,t_mood_arousal,t_movie_valence_mood_valence,t_movie_arousal_mood_arousal,z_movie_valence,z_mood_valence,z_movie_arousal,z_mood_arousal,z_movie_valence_mood_valence,z_movie_arousal_mood_arousal
0,-0.14208431153517623,0.003114947094659787,0.02139310346893182,-0.007180319696096726,0.06846669443834966,0.03916818719315472,-0.14134908613055305,-0.06376456092560145,0.007724484967580061,0.09865455163583009,0.0019616372852083175,-0.060268303600932466,-0.001799939122466827,-0.05871007874295156,-0.05554811360856898,-0.32558348174914,0.005868866323853805,0.059488269279809894,-0.0031280983638497877,-0.008871932895089965,0.019262070482867547,0.02513147347771496,0.0031663843154717992,-0.03552159578448806
1,-0.14455403103873785,0.0018926662552092993,0.033287997737674796,0.011802140746426472,0.07565727702451576,0.04368189253166295,-0.1820730546173943,-0.06246169615624722,0.023687103698928236,0.11004438377425092,0.020322653994392315,-0.06077884361847733,-0.0017116883610540905,-0.06574451057634696,-0.055645150467262226,-0.3256069965002727,0.02050292577873583,0.052333013550627965,0.0025367893635332844,-0.007357163488557552,0.015830267087790034,0.024034372066803117,-0.003081323737069045,-0.03630849855826664
2,-0.1562424879094635,-0.011996748457673026,0.037735614525419785,0.014066187180331736,0.07778845372080449,0.039426011123527754,-0.18215395376351257,-0.06838805202231545,0.01324802630194901,0.12100835520742484,0.061601088375740944,-0.0999044584490508,-0.005639218060817724,-0.05946380845843158,-0.0516682891217153,-0.325756383201558,-0.009283806649530074,0.05362159609444798,0.0035001653143938785,-0.006434399281126621,-0.0015493285049106836,0.024856303852545267,0.0017956754700406141,-0.030561939952601674
3,-0.1510612091130679,-0.006809539304825196,0.03143939755776397,0.026622803431111473,0.08210528740220827,0.03399972661909569,-0.15685676659102193,-0.04518053299588529,0.00045019210865254386,0.1026740794385419,0.06547815582971366,-0.09672762585544778,-0.005699041371560801,-0.05609802319702393,-0.04789105865281255,-0.3272686735535428,-0.01081373448363829,0.053287385208275105,0.0005961574247689842,-0.004578426144951622,-0.0031392438336645956,0.021653025371741054,0.006337133841752298,-0.023437311641072357
4,-0.1510285637244431,0.0003909090066455956,0.039119190783422055,0.02646707411108387,0.0780690548790842,0.03192568204587619,-0.15196829434397768,-0.06743893395427243,0.00513460854188515,0.0569980241971729,0.07494702709568712,-0.08695465722431962,-0.0052451251202421875,-0.055818808227735474,-0.05241329466622201,-0.3261412350580362,-0.00946785263368108,0.051253012196753905,0.006493424645417873,-0.009331897623477338,-0.002059687640430313,0.03290781203190625,-0.0014934386740976385,-0.025445560108601238
5,-0.12886535600215396,-0.022823830429130824,0.029422168689319492,0.014503485263052868,0.07627690537838101,0.0636864825592067,-0.14883130715731255,-0.045109957388607486,-0.009752702169344263,0.04094686025173181,0.04056376758193206,-0.09461700089190715,-0.005504440759330542,-0.05896415364189285,-0.0504320402310459,-0.3266550174725009,-0.016012648952790767,0.052138814749212475,0.006643752705078832,-0.011430241959697413,0.00027759506122411026,0.030650763017138805,-0.011733915810549035,-0.029513800592087462
6,-0.13305238013766776,-0.011544241647690662,0.0410043557814509,0.009098887080968461,0.05043081828795704,0.05413717196596628,-0.1369290212619037,-0.009143826889998541,-0.019952169686414813,-0.0134668540398215,0.03679411073243613,-0.053590106973088206,-0.007284575823094547,-0.05557702702909935,-0.05050149569627715,-0.32552415967012344,-0.006041118057997105,0.05298298407125372,0.016255965963609648,-0.013728714551587204,0.0010253555322740256,0.026235293461737003,-0.007938320305054675,-0.04182754750048773
7,-0.10916188388631232,-0.02073134412998897,0.03004377762984249,0.017008304331796772,0.06900724766824376,0.041780436209961365,-0.1377930481680495,0.0021527021225352452,0.00010366107067498465,-0.01440552902423936,0.011621377902620009,-0.06391233328151326,-0.009482015115198077,-0.05626353541053441,-0.050430406927604164,-0.3253976406044944,0.004518937414322913,0.049113677058402,0.007667666220078554,-0.015152601892914433,0.0020147111410956514,0.023109036104093688,-0.011700149650686602,-0.029466923520026098
8,-0.12011401803938718,-0.005050462718959713,0.029364787766056055,0.03368123896990531,0.06286161120632774,0.04221221333047448,-0.1477835156183666,-0.015258079953694879,0.003093151455903456,-0.01796976948417102,0.03569575984789923,-0.08925673212037526,-0.010830188481618897,-0.05570556284322956,-0.04415793806817686,-0.32465994552890043,0.004815949733760887,0.04889064405189144,0.007332604699833847,-0.02266862875968802,0.006927764739144608,0.02009394825564477,-0.012217875654944909,-0.0278146187686399
9,-0.1053177777478135,0.020601199136374156,0.020974904474721494,-0.003407408665658928,0.04238469802431262,0.04986344977581125,-0.12883247254219723,-0.018777419940029356,-0.0016752375335824243,-0.04843674395452402,0.036169344936979375,-0.08932529164780337,-0.011527554151940695,-0.052183296692353706,-0.04554911770325988,-0.3250076903916433,0.0030441013727154896,0.045578129392730704,0.007338691544325095,-0.011262184694201462,0.011053980797185468,0.019816707645983287,-0.017666795228639606,-0.036934464879149115
10,-0.11720740094187612,0.022001639265489304,0.019454230226163934,0.010096944091326013,0.04037847098613625,0.06726973735778422,-0.15020657418215905,-0.03141033196264372,-0.0036272460929047887,-0.06695375865248303,0.0415233945090138,-0.08603493744430035,-0.005547662259077553,-0.05272193001065715,-0.03992485125880425,-0.3254768721045467,0.003395430605303352,0.04131005333834166,0.009129838215962163,-0.005922493142974189,0.007630705444900784,0.009210078541147068,-0.013596460350870176,-0.03274428123828321
11,-0.12543441528533147,0.001271338963727284,0.021510643265692117,0.025953763897667077,0.02823740460326892,0.06926860317569616,-0.14016206201931392,-0.06154590904361869,0.08423441597570878,-0.05339743153199038,0.02796009892665547,-0.1392650751854766,-0.005149207131105879,-0.048604824110813336,-0.039325041174453956,-0.3260574125155631,0.004744484528920479,0.03834337636404948,0.01684160430380109,-0.010581203609297665,0.0017858778002718062,0.010985673918302526,-0.01839513723658162,-0.0226586884079609
12,-0.11609297363957466,-0.007982407050461137,0.028412183021235243,0.03517863525627202,0.027396097095370983,0.032404861368218636,-0.1448297070505512,-0.045204186075974685,0.027375436624779356,-0.08605126575013851,0.004972539455647761,-0.06420263425493702,-0.0031950332953079585,-0.050620332252414024,-0.03906105735825254,-0.3264691994010401,0.004992986364324801,0.04094489006022808,0.00399048844383653,-0.006199806261779581,-0.004055351171712098,0.014198985121414185,-0.013327616250593076,-0.02946455741134324
13,-0.12477184503201247,-0.017911127761648188,0.010539240144364134,0.0314556841288891,0.061386691492102276,0.016596506801195877,-0.1450582756664197,-0.042123624820713065,0.024379735546523125,-0.06713097662334486,0.029927144601005314,-0.048529043684377174,-0.002599284901787558,-0.05088081631732063,-0.04911724829747594,-0.32772831932991914,0.02005486954544849,0.0429241537775905,0.008732612405908842,-0.005482421988244704,0.005159848876996637,0.008101728635878878,-0.008065748039470265,-0.01984468595530144
14,-0.10851397585636917,-0.01101028444597145,0.005428729705037005,0.04055912499451736,0.04460480770392664,0.027986318091656293,-0.14873078869370335,-0.04281173928424954,0.02293010330948011,-0.05926162924955532,0.01843157451650521,-0.07207693765065896,-0.009657329975723657,-0.05075787667479747,-0.04639933194059785,-0.3266357887800081,0.008439538977777206,0.045758196255545044,0.011637122830657053,-0.010492961616641726,0.006463776269118909,0.006807731682862552,-0.015441731393504757,-0.024714223511130437
15,-0.1287773380278965,-0.013115920472917451,0.049997929195960446,0.03661332887706068,0.030387299974039925,0.023711960286351606,-0.13262977053306535,-0.05358607759769998,0.01990534064145205,-0.04782858650125266,0.006877597549893977,-0.07103270590660049,-0.009418833639161593,-0.05921312074988849,-0.0462158574547321,-0.3281939451433792,0.024057163961457493,0.05098636479139478,0.011543823372844451,-0.011467565503589468,0.005099662313430749,0.0030968504211826633,-0.013016949005410672,-0.017723047315518957
16,-0.08373421793756121,-0.013099656075216067,0.02183967231756306,0.06418598482547114,0.031648879229308265,0.021316802664592946,-0.14248389501835237,-0.053600510647309696,0.021724385616543287,-0.020846424473236015,-0.020611529393941626,-0.11200071371431089,-0.007181597384003993,-0.06458504921686668,-0.04579293453433509,-0.33335126940532706,0.011174390279448443,0.05063132719183713,0.011171312201917492,-0.006495157343846827,0.0018873814091672318,0.0064648206915005665,-0.01518851701720916,-0.02080196726863958
17,-0.10937606706112966,-0.017856244702445775,0.036333598791231055,0.06535186084324096,0.05298354095936292,0.0068328249391652815,-0.14269413788356167,-0.051563583897165255,0.023559885719972504,-0.011650648995996202,-0.023443004858366402,-0.1019083573554439,-0.007431399088397836,-0.06610913138580964,-0.04906562740005879,-0.32897497635693684,0.024352817548530394,0.05182564961663017,0.009119006447272912,-0.007398414434951995,0.008850360282075448,0.009573611988387423,-0.01379043339296648,-0.03608794502733999
18,-0.10298969756689222,-0.011768755566164114,0.04275122285323059,0.06757311873050824,0.030516838764808624,-0.03540991474720049,-0.1436762543754607,-0.034801768841716985,0.032177767581732256,-0.025225903194422195,-0.038159869908992415,-0.14404012540826,-0.006919015356055931,-0.0668849553341371,-0.04305643863911508,-0.3305866466906705,0.03628786109163707,0.05843166535807505,0.008920719682334764,-0.006807722178679757,0.014668696701434293,0.009522997949045684,-0.023028236622127066,-0.02625991180637115
19,-0.09912780992839573,-0.02251807372846465,0.04332445471301677,0.07022746459233345,0.04959129119514089,-0.024428294864166054,-0.13477152516669885,-0.04142672164128132,0.028577984370944613,-0.01616991682201411,-0.02756071995820318,-0.14438395256011996,-0.008243970935131496,-0.0636621987508352,-0.0439280807655463,-0.3295171970890386,0.016780620489244433,0.05497077144891094,0.0025936787067405917,-0.005207546607818516,0.009007044721208689,0.0018044478227330508,-0.01532849323962713,-0.029970257078987622
