,v_intercept,v_movie_valence,v_movie_arousal,v_movie_valence_movie_arousal,a_intercept,a_movie_valence,a_movie_arousal,a_movie_valence_movie_arousal,t_intercept,t_movie_valence,t_movie_arousal,t_movie_valence_movie_arousal,z_intercept,z_movie_valence,z_movie_arousal,z_movie_valence_movie_arousal
0,-0.006353206662289307,-0.12333211787944676,0.07094438687369248,-0.050893642143374176,3.111957793288111,-0.13144300683825347,-0.07971250485779374,0.07151614761268726,0.912493661454675,-0.001091519948244999,0.005881368956527189,-0.005209832077647003,0.5149126179359605,-0.021305866364197783,-0.023449097051485804,0.02479451170662139
1,-0.0005921936064795276,-0.14153697701021803,0.049941818998483996,-0.024365494871879972,3.1901391116610167,-0.09267531617565203,-0.10160693783245782,0.032341655875578385,0.8993066599783849,0.008199549037329671,0.0028712149823484885,-0.0030201917444806423,0.5149773359732612,-0.021361114219876635,-0.022970117811274483,0.027020210798989752
2,-0.0035212996590001273,-0.15305697706041393,0.048958766778255655,-0.03087125901323407,3.191194704448205,-0.09880588104966076,-0.08058218643507671,0.028117382551294423,0.8927492166295055,0.007163894808441595,0.0006299620247046701,0.007878878140140502,0.5157268894188611,-0.020760491544375665,-0.02261152994265141,0.027134610510198776
3,0.0041632271754614945,-0.15933349590642845,0.04856738066109102,-0.04999060252892102,3.1177533464685365,-0.09304471488274485,-0.08429819209899495,0.041191352394066405,0.9394638165746458,0.0033130781681355278,0.0002890372940800301,0.013567012122870358,0.511050939020455,-0.0203025622394712,-0.023222462464948142,0.03173644410377077
4,0.021151947146497374,-0.1472841457970117,0.058095845789570465,-0.04133613733762094,3.129051191127873,-0.08467143861767121,-0.1118707740531776,0.052106455533160144,0.970524198393138,4.221987897708515e-05,0.003776631121148285,0.015668113517777235,0.5092565647626103,-0.011945948819050322,-0.03044209196239066,0.031613510746563905
5,-0.024975286890383933,-0.1466570820958165,0.0562866896752703,-0.044131993886894025,3.116401531548427,-0.07930137238236541,-0.10821500024115728,0.0613329815523507,0.9396642001178458,-0.0034781338342970564,0.014563827782304879,0.008376169119503379,0.50312200514395,-0.009893281784715425,-0.031575207461562026,0.03291022413156494
6,-0.00793358141507809,-0.1364503942204877,0.06076558823042902,-0.05539998110034696,3.0900285228221356,-0.08649835690728445,-0.11861906429941116,0.07563580080927781,0.9541292851416439,-0.005554663494952979,0.01166317504048373,0.011859039876005027,0.5045080424197896,-0.007823413595022071,-0.024748409199341997,0.017972313531405857
7,-0.03704286023308434,-0.11861266659492475,0.056515412876905376,-0.06319448414213619,3.1972559883150544,-0.09174104471914998,-0.10060527816138184,0.06800608393527723,0.9277089445980284,-0.010250480594797077,0.010872685025623541,0.007154491626259366,0.5058812129202501,-0.010011192057280315,-0.018382642448366775,0.013627178352981164
8,-0.026714606449444886,-0.11458609543990231,0.061157283352776697,-0.07635648315192169,3.1594592914992248,-0.08498058024117965,-0.12018867043484402,0.07955050141038009,0.9848969093394229,-0.011242141455881486,0.007930052971816946,0.014133526410853373,0.5036465542319636,-0.010407432066386816,-0.016664684128082568,0.024240020878861256
9,0.010167517351439392,-0.12897640330129456,0.03558955034860313,-0.03541173587798426,3.252097860649985,-0.07078391068513123,-0.11741744337739786,0.07745868827361263,1.0022849737161201,-0.01012082948125083,0.008154081623683022,0.01422562209586002,0.5032248811162437,-0.011672596776655348,-0.01860829219739097,0.030959426772819074
10,-0.011386722108623536,-0.12832112530479756,0.031239534594849912,-0.016818682317340634,3.0621178351651586,-0.08759808336427063,-0.11783698567673451,0.0672982870248379,1.0399054457183927,-0.014791098576555943,0.007589953777182178,0.015374895467319478,0.5048172570113149,-0.01040969425884403,-0.01747487219727328,0.016522011514762416
